Branch,yr_applied,Product,Price,Population,Poverty,count
Afzalpur,2018,Solar Light,24000,193251,37.2,1
Anekal,2018,Cook Stove,1240,352425,1.5,2
Anekal,2018,Solar Light Selco,12500,352425,1.5,1
Anekal,2018,Solar Light,15500,352425,1.5,8
Anekal,2017,Cook Stove,2350,352425,1.5,198
Anekal,2018,Cook Stove,2350,352425,1.5,557
Anekal,2018,Greenway Jumbo Stove GJS1,2350,352425,1.5,135
Arasikere,2017,Solar Light,10000,262123,1.5,21
Arasikere,2017,Solar Light,11800,262123,1.5,3
Arasikere,2017,Solar Light,12800,262123,1.5,20
Arasikere,2017,Cook Stove,1300,262123,1.5,1
Arasikere,2017,Solar Light,15300,262123,1.5,1
Arasikere,2017,Solar Light,15750,262123,1.5,1
Arasikere,2017,Solar Light,16300,262123,1.5,1
Arasikere,2017,Solar Light,9000,262123,1.5,29
Arkalgud,2012,Gobar Gas Plant         ,10000,187775,1.5,1
Arkalgud,2013,Gobar Gas Plant         ,10000,187775,1.5,16
Arkalgud,2014,Gobar Gas Plant         ,10000,187775,1.5,2
Arkalgud,2015,Gobar Gas Plant         ,10000,187775,1.5,1
Arkalgud,2014,Solar Light,10000,187775,1.5,2
Arkalgud,2015,Solar Light,10000,187775,1.5,1
Arkalgud,2016,Solar Light,10000,187775,1.5,1
Arkalgud,2017,Solar Light,10000,187775,1.5,10
Arkalgud,2018,Solar Light Selco,10000,187775,1.5,8
Arkalgud,2017,Solar Light,11000,187775,1.5,4
Arkalgud,2017,Solar Light,11407,187775,1.5,1
Arkalgud,2018,Solar Light,11500,187775,1.5,85
Arkalgud,2018,Solar Light Selco,11500,187775,1.5,18
Arkalgud,2018,Solar Light,11800,187775,1.5,17
Arkalgud,2013,Gobar Gas Plant         ,12000,187775,1.5,2
Arkalgud,2014,Solar Light,12000,187775,1.5,1
Arkalgud,2017,Cook Stove,1240,187775,1.5,7
Arkalgud,2018,Cook Stove,1240,187775,1.5,3
Arkalgud,2018,Solar Light,12500,187775,1.5,66
Arkalgud,2018,Solar Light Selco,12500,187775,1.5,29
Arkalgud,2017,Solar Light,12800,187775,1.5,41
Arkalgud,2018,Solar Light,12800,187775,1.5,22
Arkalgud,2014,Cook Stove,1300,187775,1.5,71
Arkalgud,2015,Cook Stove,1300,187775,1.5,20
Arkalgud,2014,Solar Light,13000,187775,1.5,1
Arkalgud,2016,Solar Light,13800,187775,1.5,1
Arkalgud,2017,Solar Light,13800,187775,1.5,3
Arkalgud,2018,Solar Light,14500,187775,1.5,12
Arkalgud,2018,Solar Light Selco,14500,187775,1.5,1
Arkalgud,2018,Solar Light,14750,187775,1.5,4
Arkalgud,2016,Solar Light,14800,187775,1.5,1
Arkalgud,2017,Solar Light,14800,187775,1.5,2
Arkalgud,2013,Gobar Gas Plant         ,15000,187775,1.5,1
Arkalgud,2014,Solar Light,15000,187775,1.5,4
Arkalgud,2015,Solar Light,15000,187775,1.5,1
Arkalgud,2018,Solar Light,15000,187775,1.5,2
Arkalgud,2018,Solar Light,15500,187775,1.5,12
Arkalgud,2018,Solar Light Selco,15500,187775,1.5,3
Arkalgud,2017,Solar Light,15750,187775,1.5,9
Arkalgud,2018,Solar Light,15750,187775,1.5,3
Arkalgud,2015,Solar Light,16000,187775,1.5,1
Arkalgud,2016,Solar Light,16000,187775,1.5,1
Arkalgud,2015,Solar Light,16300,187775,1.5,1
Arkalgud,2016,Solar Light,16300,187775,1.5,3
Arkalgud,2017,Solar Light,16300,187775,1.5,2
Arkalgud,2018,Solar Light,16300,187775,1.5,1
Arkalgud,2016,Solar Light,16400,187775,1.5,2
Arkalgud,2017,Solar Light,16500,187775,1.5,1
Arkalgud,2018,Solar Light,16500,187775,1.5,5
Arkalgud,2018,Solar Light,17500,187775,1.5,1
Arkalgud,2013,Gobar Gas Plant         ,20000,187775,1.5,17
Arkalgud,2014,Gobar Gas Plant         ,20000,187775,1.5,4
Arkalgud,2014,Solar Light,20000,187775,1.5,2
Arkalgud,2013,Gobar Gas Plant         ,22000,187775,1.5,2
Arkalgud,2017,Solar Light,22000,187775,1.5,1
Arkalgud,2017,Solar Light,23000,187775,1.5,3
Arkalgud,2018,Solar Light,23000,187775,1.5,2
Arkalgud,2018,Cook Stove,2350,187775,1.5,185
Arkalgud,2018,Greenway Jumbo Stove GJS1,2350,187775,1.5,278
Arkalgud,2013,Gobar Gas Plant         ,25000,187775,1.5,5
Arkalgud,2014,Gobar Gas Plant         ,25000,187775,1.5,9
Arkalgud,2014,Solar Light,25000,187775,1.5,1
Arkalgud,2014,Cook Stove,2600,187775,1.5,1
Arkalgud,2015,Cook Stove,2600,187775,1.5,1
Arkalgud,2014,Gobar Gas Plant         ,30000,187775,1.5,1
Arkalgud,2015,Solar Light,30000,187775,1.5,2
Arkalgud,2017,Solar Light,36000,187775,1.5,1
Arkalgud,2018,Solar Light,36000,187775,1.5,10
Arkalgud,2013,Gobar Gas Plant         ,4500,187775,1.5,1
Arkalgud,2012,Gobar Gas Plant         ,5000,187775,1.5,1
Arkalgud,2013,Gobar Gas Plant         ,5000,187775,1.5,7
Arkalgud,2015,Solar Light,50000,187775,1.5,1
Arkalgud,2013,Gobar Gas Plant         ,8000,187775,1.5,5
Arkalgud,2018,Solar Light,8000,187775,1.5,43
Arkalgud,2017,Solar Light,8492,187775,1.5,1
Arkalgud,2017,Solar Light,8944,187775,1.5,1
Arkalgud,2017,Solar Light,9000,187775,1.5,78
Arkalgud,2018,Solar Light,9000,187775,1.5,124
Arkalgud,2018,Solar Light Selco,9000,187775,1.5,58
Arkalgud,2017,Solar Light,9354,187775,1.5,1
Arkalgud,2015,Solar Light,9400,187775,1.5,1
Arkalgud,2017,Solar Light,9400,187775,1.5,2
Arkalgud,2017,Solar Light,9500,187775,1.5,6
Arkalgud,2017,Solar Light,9517,187775,1.5,1
Arsikere,2014,Gobar Gas Plant         ,10000,262123,11.6,1
Arsikere,2015,Gobar Gas Plant         ,10000,262123,11.6,1
Arsikere,2014,Solar Light,10000,262123,11.6,1
Arsikere,2015,Solar Light,10000,262123,11.6,6
Arsikere,2017,Solar Light,10000,262123,11.6,142
Arsikere,2018,Solar Light,10000,262123,11.6,100
Arsikere,2018,Solar Light,10500,262123,11.6,10
Arsikere,2018,Solar Light Selco,10500,262123,11.6,53
Arsikere,2016,Solar Light,10800,262123,11.6,2
Arsikere,2017,Solar Light,10800,262123,11.6,21
Arsikere,2016,Solar Light,11000,262123,11.6,1
Arsikere,2018,Solar Light,11500,262123,11.6,37
Arsikere,2014,Solar Light,11800,262123,11.6,1
Arsikere,2015,Solar Light,11800,262123,11.6,17
Arsikere,2016,Solar Light,11800,262123,11.6,21
Arsikere,2017,Solar Light,11800,262123,11.6,159
Arsikere,2018,Solar Light,11800,262123,11.6,57
Arsikere,2014,Solar Light,12000,262123,11.6,1
Arsikere,2015,Solar Light,12000,262123,11.6,5
Arsikere,2017,Solar Light,12000,262123,11.6,13
Arsikere,2018,Solar Light,12500,262123,11.6,69
Arsikere,2018,Solar Light Selco,12500,262123,11.6,26
Arsikere,2017,Solar Light,12750,262123,11.6,1
Arsikere,2014,Solar Light,12800,262123,11.6,7
Arsikere,2015,Solar Light,12800,262123,11.6,53
Arsikere,2016,Solar Light,12800,262123,11.6,10
Arsikere,2017,Solar Light,12800,262123,11.6,115
Arsikere,2018,Solar Light,12800,262123,11.6,44
Arsikere,2014,Cook Stove,1300,262123,11.6,43
Arsikere,2015,Cook Stove,1300,262123,11.6,15
Arsikere,2016,Cook Stove,1300,262123,11.6,14
Arsikere,2017,Cook Stove,1300,262123,11.6,11
Arsikere,2016,Solar Light,13000,262123,11.6,1
Arsikere,2015,Solar Light,13800,262123,11.6,1
Arsikere,2016,Solar Light,13800,262123,11.6,6
Arsikere,2017,Solar Light,13800,262123,11.6,23
Arsikere,2014,Solar Light,14000,262123,11.6,1
Arsikere,2015,Solar Light,14000,262123,11.6,3
Arsikere,2016,Solar Light,14000,262123,11.6,1
Arsikere,2014,Solar Light,14300,262123,11.6,1
Arsikere,2018,Solar Light Selco,14500,262123,11.6,1
Arsikere,2016,Solar Light,14800,262123,11.6,2
Arsikere,2014,Gobar Gas Plant         ,15000,262123,11.6,1
Arsikere,2014,Solar Light,15000,262123,11.6,1
Arsikere,2015,Solar Light,15000,262123,11.6,1
Arsikere,2016,Solar Light,15000,262123,11.6,5
Arsikere,2017,Solar Light,15000,262123,11.6,1
Arsikere,2014,Solar Light,15300,262123,11.6,1
Arsikere,2015,Solar Light,15300,262123,11.6,1
Arsikere,2016,Solar Light,15300,262123,11.6,4
Arsikere,2017,Solar Light,15300,262123,11.6,1
Arsikere,2018,Solar Light,15500,262123,11.6,12
Arsikere,2018,Solar Light Selco,15500,262123,11.6,1
Arsikere,2017,Solar Light,15750,262123,11.6,17
Arsikere,2018,Solar Light,15750,262123,11.6,14
Arsikere,2014,Solar Light,16000,262123,11.6,2
Arsikere,2015,Solar Light,16000,262123,11.6,2
Arsikere,2016,Solar Light,16000,262123,11.6,2
Arsikere,2014,Solar Light,16300,262123,11.6,1
Arsikere,2015,Solar Light,16300,262123,11.6,21
Arsikere,2016,Solar Light,16300,262123,11.6,7
Arsikere,2017,Solar Light,16300,262123,11.6,4
Arsikere,2015,Solar Light,16800,262123,11.6,1
Arsikere,2016,Solar Light,16800,262123,11.6,1
Arsikere,2017,Solar Light,16800,262123,11.6,1
Arsikere,2018,Solar Light,16800,262123,11.6,1
Arsikere,2014,Solar Light,17000,262123,11.6,1
Arsikere,2015,Solar Light,18000,262123,11.6,1
Arsikere,2017,Solar Light,19000,262123,11.6,1
Arsikere,2015,Gobar Gas Plant         ,20000,262123,11.6,1
Arsikere,2015,Solar Light,21000,262123,11.6,3
Arsikere,2017,Solar Light,22000,262123,11.6,3
Arsikere,2018,Solar Light Selco,22000,262123,11.6,1
Arsikere,2017,Solar Light,23000,262123,11.6,2
Arsikere,2018,Solar Light,23000,262123,11.6,2
Arsikere,2018,Cook Stove,2350,262123,11.6,23
Arsikere,2018,Greenway Jumbo Stove GJS1,2350,262123,11.6,82
Arsikere,2018,Solar Light,24500,262123,11.6,1
Arsikere,2014,Gobar Gas Plant         ,25000,262123,11.6,1
Arsikere,2015,Gobar Gas Plant         ,25000,262123,11.6,2
Arsikere,2014,Solar Light,25000,262123,11.6,1
Arsikere,2015,Solar Light,25000,262123,11.6,4
Arsikere,2015,Solar Light,25900,262123,11.6,2
Arsikere,2014,Cook Stove,2600,262123,11.6,2
Arsikere,2014,Solar Light,26000,262123,11.6,2
Arsikere,2015,Solar Light,26000,262123,11.6,5
Arsikere,2016,Solar Light,30000,262123,11.6,3
Arsikere,2017,Solar Light,30000,262123,11.6,1
Arsikere,2016,Solar Light,31600,262123,11.6,1
Arsikere,2015,Solar Light,32600,262123,11.6,1
Arsikere,2015,Solar Light,38700,262123,11.6,1
Arsikere,2015,Solar Light,40000,262123,11.6,1
Arsikere,2017,Solar Light,40000,262123,11.6,1
Arsikere,2018,Solar Light,40000,262123,11.6,1
Arsikere,2015,Solar Light,45000,262123,11.6,1
Arsikere,2018,Solar Light,45000,262123,11.6,3
Arsikere,2015,Solar Light,8000,262123,11.6,2
Arsikere,2016,Solar Light,8000,262123,11.6,5
Arsikere,2014,Solar Light,8400,262123,11.6,1
Arsikere,2015,Solar Light,8400,262123,11.6,40
Arsikere,2016,Solar Light,8400,262123,11.6,46
Arsikere,2017,Solar Light,8400,262123,11.6,2
Arsikere,2017,Solar Light,8800,262123,11.6,2
Arsikere,2015,Solar Light,9000,262123,11.6,10
Arsikere,2017,Solar Light,9000,262123,11.6,212
Arsikere,2018,Solar Light,9000,262123,11.6,151
Arsikere,2018,Solar Light Selco,9000,262123,11.6,41
Arsikere,2014,Solar Light,9400,262123,11.6,15
Arsikere,2015,Solar Light,9400,262123,11.6,93
Arsikere,2016,Solar Light,9400,262123,11.6,18
Arsikere,2017,Solar Light,9400,262123,11.6,28
Arsikere,2018,Solar Light,9500,262123,11.6,123
Arsikere,2018,Solar Light Selco,9500,262123,11.6,11
Arsikere,2017,Solar Light,9700,262123,11.6,3
Arsikere,2017,Solar Light,9750,262123,11.6,1
Athani,2012,Gobar Gas Plant         ,10000,477990,28.8,8
Athani,2013,Gobar Gas Plant         ,10000,477990,28.8,9
Athani,2014,Gobar Gas Plant         ,10000,477990,28.8,3
Athani,2012,Solar Light,10000,477990,28.8,2
Athani,2014,Solar Light,10000,477990,28.8,6
Athani,2015,Solar Light,10000,477990,28.8,15
Athani,2016,Solar Light,10000,477990,28.8,1
Athani,2017,Solar Light,10500,477990,28.8,1
Athani,2017,Solar Light,11300,477990,28.8,1
Athani,2014,Gobar Gas Plant         ,12000,477990,28.8,20
Athani,2015,Gobar Gas Plant         ,12000,477990,28.8,9
Athani,2017,Solar Light,12500,477990,28.8,4
Athani,2014,Cook Stove,1300,477990,28.8,420
Athani,2015,Cook Stove,1300,477990,28.8,52
Athani,2016,Cook Stove,1300,477990,28.8,31
Athani,2014,Gobar Gas Plant         ,13500,477990,28.8,1
Athani,2015,Solar Light,13500,477990,28.8,1
Athani,2013,Solar Light,13754,477990,28.8,1
Athani,2014,Solar Light,13754,477990,28.8,2
Athani,2014,Gobar Gas Plant         ,14000,477990,28.8,9
Athani,2015,Gobar Gas Plant         ,14000,477990,28.8,12
Athani,2013,Solar Light,14000,477990,28.8,3
Athani,2017,Solar Light,14000,477990,28.8,2
Athani,2018,Solar Light,14000,477990,28.8,1
Athani,2015,Solar Light,14800,477990,28.8,13
Athani,2016,Solar Light,14800,477990,28.8,1
Athani,2017,Solar Light,14800,477990,28.8,1
Athani,2013,Gobar Gas Plant         ,15000,477990,28.8,1
Athani,2014,Gobar Gas Plant         ,15000,477990,28.8,1
Athani,2013,Solar Light,15500,477990,28.8,8
Athani,2014,Solar Light,15500,477990,28.8,3
Athani,2013,Gobar Gas Plant         ,16000,477990,28.8,8
Athani,2015,Solar Light,16300,477990,28.8,5
Athani,2017,Solar Light,16500,477990,28.8,1
Athani,2013,Solar Light,16746,477990,28.8,2
Athani,2014,Solar Light,16746,477990,28.8,6
Athani,2015,Solar Light,16746,477990,28.8,1
Athani,2012,Gobar Gas Plant         ,20000,477990,28.8,3
Athani,2014,Solar Light,20500,477990,28.8,1
Athani,2015,Solar Light,20900,477990,28.8,1
Athani,2018,Cook Stove,2350,477990,28.8,92
Athani,2018,Greenway Jumbo Stove GJS1,2350,477990,28.8,27
Athani,2012,Gobar Gas Plant         ,25000,477990,28.8,1
Athani,2015,Gobar Gas Plant         ,25000,477990,28.8,1
Athani,2013,Solar Light,25446,477990,28.8,1
Athani,2013,Solar Light,25820,477990,28.8,3
Athani,2014,Solar Light,25820,477990,28.8,3
Athani,2014,Solar Light,25900,477990,28.8,2
Athani,2015,Solar Light,25900,477990,28.8,4
Athani,2016,Solar Light,25900,477990,28.8,1
Athani,2014,Cook Stove,2600,477990,28.8,7
Athani,2013,Gobar Gas Plant         ,30000,477990,28.8,1
Athani,2014,Solar Light,36449,477990,28.8,1
Athani,2014,Gobar Gas Plant         ,6000,477990,28.8,2
Athani,2017,Solar Light,8000,477990,28.8,1
Athani,2013,Solar Light,8500,477990,28.8,23
Athani,2013,Solar Light,8700,477990,28.8,11
Athani,2014,Solar Light,8700,477990,28.8,11
Athani,2014,Solar Light,9000,477990,28.8,8
Athani,2015,Solar Light,9000,477990,28.8,48
Athani,2017,Solar Light,9000,477990,28.8,1
Athani,2018,Solar Light,9000,477990,28.8,2
Athani,2014,Solar Light,9400,477990,28.8,1
Athani,2017,Solar Light,9500,477990,28.8,1
Aurad,2018,Solar Light Selco,10000,248299,35.1,2
Aurad,2018,Solar Light,10500,248299,35.1,19
Aurad,2018,Solar Light Selco,10500,248299,35.1,26
Aurad,2017,Solar Light,14500,248299,35.1,1
Aurad,2018,Solar Light,14500,248299,35.1,1
Aurad,2018,Solar Light,15500,248299,35.1,1
Aurad,2018,Solar Light,20000,248299,35.1,2
Aurad,2018,Solar Light Selco,20000,248299,35.1,3
Aurad,2018,Cook Stove,2350,248299,35.1,107
Aurad,2018,Greenway Jumbo Stove GJS1,2350,248299,35.1,182
Aurad,2018,Cook Stove,2500,248299,35.1,10
Aurad,2018,Solar Light,25000,248299,35.1,2
Aurad,2018,Solar Light,26000,248299,35.1,1
Aurad,2018,Solar Light Selco,8000,248299,35.1,15
Aurad,2018,Solar Light,8500,248299,35.1,1
Aurad,2018,Solar Light,9000,248299,35.1,1
Aurad,2018,Solar Light Selco,9000,248299,35.1,2
Badami,2014,Gobar Gas Plant         ,10000,246804,35.8,12
Badami,2016,Solar Light,10000,246804,35.8,4
Badami,2017,Solar Light,10000,246804,35.8,3
Badami,2018,Solar Light Selco,10000,246804,35.8,1
Badami,2014,Cook Stove,1300,246804,35.8,70
Badami,2015,Cook Stove,1300,246804,35.8,30
Badami,2016,Cook Stove,1300,246804,35.8,36
Badami,2016,Solar Light,14000,246804,35.8,1
Badami,2016,Solar Light,15000,246804,35.8,2
Badami,2018,Solar Light,15000,246804,35.8,1
Badami,2018,Solar Light,17000,246804,35.8,2
Badami,2018,Solar Light Selco,17000,246804,35.8,1
Badami,2018,Solar Light,19000,246804,35.8,1
Badami,2014,Gobar Gas Plant         ,20000,246804,35.8,1
Badami,2018,Solar Light,20000,246804,35.8,2
Badami,2018,Solar Light,21000,246804,35.8,1
Badami,2018,Greenway Jumbo Stove GJS1,2350,246804,35.8,73
Badami,2014,Gobar Gas Plant         ,25000,246804,35.8,2
Badami,2016,Solar Light,25000,246804,35.8,2
Badami,2017,Solar Light,30000,246804,35.8,1
Badami,2018,Solar Light,30000,246804,35.8,2
Badami,2018,Solar Light,35000,246804,35.8,1
Badami,2016,Solar Light,40000,246804,35.8,1
Badami,2016,Solar Light,45000,246804,35.8,1
Badami,2013,Gobar Gas Plant         ,5000,246804,35.8,1
Badami,2014,Gobar Gas Plant         ,5000,246804,35.8,4
Badami,2015,Gobar Gas Plant         ,5000,246804,35.8,1
Badami,2016,Solar Light,50000,246804,35.8,1
Badami,2018,Solar Light,9000,246804,35.8,4
Badami,2018,Solar Light Selco,9000,246804,35.8,1
Bagalkot ,2014,Gobar Gas Plant         ,10000,173181,35.8,10
Bagalkot ,2015,Solar Light,10000,173181,35.8,15
Bagalkot ,2016,Solar Light,10000,173181,35.8,2
Bagalkot ,2017,Solar Light,10000,173181,35.8,1
Bagalkot ,2018,Solar Light,10000,173181,35.8,5
Bagalkot ,2018,Solar Light Selco,10000,173181,35.8,1
Bagalkot ,2017,Solar Light,10969,173181,35.8,1
Bagalkot ,2017,Solar Light,11000,173181,35.8,5
Bagalkot ,2018,Solar Light,11000,173181,35.8,2
Bagalkot ,2014,Cook Stove,1300,173181,35.8,451
Bagalkot ,2015,Cook Stove,1300,173181,35.8,386
Bagalkot ,2016,Cook Stove,1300,173181,35.8,18
Bagalkot ,2014,Gobar Gas Plant         ,15000,173181,35.8,1
Bagalkot ,2015,Gobar Gas Plant         ,15000,173181,35.8,2
Bagalkot ,2014,Solar Light,15000,173181,35.8,1
Bagalkot ,2015,Solar Light,15000,173181,35.8,6
Bagalkot ,2016,Solar Light,15000,173181,35.8,5
Bagalkot ,2017,Solar Light,15000,173181,35.8,2
Bagalkot ,2016,Solar Light,15591,173181,35.8,1
Bagalkot ,2017,Solar Light,16000,173181,35.8,1
Bagalkot ,2018,Solar Light,16000,173181,35.8,1
Bagalkot ,2016,Solar Light,17000,173181,35.8,1
Bagalkot ,2014,Gobar Gas Plant         ,20000,173181,35.8,1
Bagalkot ,2015,Solar Light,20000,173181,35.8,7
Bagalkot ,2016,Solar Light,20000,173181,35.8,4
Bagalkot ,2017,Solar Light,20000,173181,35.8,4
Bagalkot ,2018,Solar Light,20000,173181,35.8,2
Bagalkot ,2017,Solar Light,21000,173181,35.8,1
Bagalkot ,2018,Solar Light,21000,173181,35.8,1
Bagalkot ,2017,Solar Light,22000,173181,35.8,1
Bagalkot ,2018,Cook Stove,2350,173181,35.8,69
Bagalkot ,2018,Greenway Jumbo Stove GJS1,2350,173181,35.8,62
Bagalkot ,2017,Solar Light,24000,173181,35.8,1
Bagalkot ,2015,Solar Light,25000,173181,35.8,7
Bagalkot ,2016,Solar Light,25000,173181,35.8,2
Bagalkot ,2015,Gobar Gas Plant         ,30000,173181,35.8,1
Bagalkot ,2015,Solar Light,30000,173181,35.8,10
Bagalkot ,2016,Solar Light,30000,173181,35.8,3
Bagalkot ,2015,Solar Light,35000,173181,35.8,1
Bagalkot ,2016,Solar Light,35000,173181,35.8,1
Bagalkot ,2015,Solar Light,40000,173181,35.8,6
Bagalkot ,2018,Solar Light,40000,173181,35.8,1
Bagalkot ,2015,Solar Light,45000,173181,35.8,2
Bagalkot ,2015,Solar Light,5000,173181,35.8,1
Bagalkot ,2018,Solar Light,50000,173181,35.8,1
Bagalkot ,2017,Solar Light,9000,173181,35.8,1
Bagepalli,2017,Solar Light,10000,150576,1.6,1
Bagepalli,2017,Solar Light,10500,150576,1.6,1
Bagepalli,2018,Solar Light Selco,10500,150576,1.6,3
Bagepalli,2017,Cook Stove,1240,150576,1.6,145
Bagepalli,2018,Cook Stove,1240,150576,1.6,103
Bagepalli,2016,Cook Stove,1300,150576,1.6,255
Bagepalli,2018,Solar Light,15500,150576,1.6,1
Bagepalli,2017,Solar Light,16400,150576,1.6,1
Bagepalli,2017,Solar Light,16500,150576,1.6,3
Bagepalli,2016,Solar Light,21000,150576,1.6,1
Bagepalli,2017,Cook Stove,2350,150576,1.6,5
Bagepalli,2018,Cook Stove,2350,150576,1.6,101
Bagepalli,2018,Greenway Jumbo Stove GJS1,2350,150576,1.6,26
Bagepalli,2018,Solar Light,9000,150576,1.6,3
Bagepalli,2017,Solar Light,9500,150576,1.6,4
Bailhongal,2012,Gobar Gas Plant         ,10000,88900,28.8,3
Bailhongal,2013,Gobar Gas Plant         ,10000,88900,28.8,8
Bailhongal,2014,Gobar Gas Plant         ,10000,88900,28.8,6
Bailhongal,2015,Gobar Gas Plant         ,10000,88900,28.8,10
Bailhongal,2013,Solar Light,10000,88900,28.8,5
Bailhongal,2014,Solar Light,10000,88900,28.8,4
Bailhongal,2015,Solar Light,10000,88900,28.8,20
Bailhongal,2016,Solar Light,10000,88900,28.8,7
Bailhongal,2017,Solar Light,10000,88900,28.8,2
Bailhongal,2018,Solar Light,10000,88900,28.8,1
Bailhongal,2017,Solar Light,10300,88900,28.8,4
Bailhongal,2014,Gobar Gas Plant         ,11000,88900,28.8,1
Bailhongal,2018,Solar Light,11500,88900,28.8,6
Bailhongal,2018,Solar Light Selco,11500,88900,28.8,11
Bailhongal,2017,Solar Light,11800,88900,28.8,17
Bailhongal,2013,Gobar Gas Plant         ,12000,88900,28.8,1
Bailhongal,2014,Gobar Gas Plant         ,12000,88900,28.8,5
Bailhongal,2015,Gobar Gas Plant         ,12000,88900,28.8,9
Bailhongal,2018,Solar Light,12500,88900,28.8,2
Bailhongal,2017,Solar Light,12800,88900,28.8,1
Bailhongal,2014,Cook Stove,1300,88900,28.8,29
Bailhongal,2015,Cook Stove,1300,88900,28.8,32
Bailhongal,2016,Cook Stove,1300,88900,28.8,15
Bailhongal,2015,Solar Light,13168,88900,28.8,1
Bailhongal,2014,Solar Light,13800,88900,28.8,1
Bailhongal,2016,Solar Light,14000,88900,28.8,2
Bailhongal,2017,Solar Light,14300,88900,28.8,11
Bailhongal,2018,Solar Light Selco,14500,88900,28.8,6
Bailhongal,2017,Solar Light,14750,88900,28.8,7
Bailhongal,2014,Gobar Gas Plant         ,15000,88900,28.8,1
Bailhongal,2015,Solar Light,15000,88900,28.8,13
Bailhongal,2016,Solar Light,15000,88900,28.8,3
Bailhongal,2017,Solar Light,15000,88900,28.8,3
Bailhongal,2018,Solar Light,15500,88900,28.8,3
Bailhongal,2015,Solar Light,16000,88900,28.8,2
Bailhongal,2014,Pyro Stoves,16300,88900,28.8,2
Bailhongal,2017,Solar Light,16500,88900,28.8,1
Bailhongal,2015,Gobar Gas Plant         ,19000,88900,28.8,1
Bailhongal,2018,Solar Light,19000,88900,28.8,1
Bailhongal,2013,Gobar Gas Plant         ,20000,88900,28.8,1
Bailhongal,2014,Gobar Gas Plant         ,20000,88900,28.8,1
Bailhongal,2015,Gobar Gas Plant         ,20000,88900,28.8,2
Bailhongal,2013,Solar Light,20000,88900,28.8,1
Bailhongal,2014,Solar Light,20000,88900,28.8,4
Bailhongal,2015,Solar Light,20000,88900,28.8,4
Bailhongal,2016,Solar Light,20000,88900,28.8,3
Bailhongal,2014,Solar Light,21000,88900,28.8,1
Bailhongal,2015,Solar Light,21000,88900,28.8,2
Bailhongal,2018,Solar Light,21000,88900,28.8,2
Bailhongal,2017,Solar Light,22000,88900,28.8,2
Bailhongal,2017,Solar Light,23000,88900,28.8,5
Bailhongal,2018,Solar Light,23000,88900,28.8,1
Bailhongal,2018,Cook Stove,2350,88900,28.8,186
Bailhongal,2018,Greenway Jumbo Stove GJS1,2350,88900,28.8,296
Bailhongal,2017,Solar Light,24000,88900,28.8,1
Bailhongal,2017,Solar Light,25000,88900,28.8,1
Bailhongal,2014,Solar Light,25870,88900,28.8,1
Bailhongal,2017,Solar Light,26000,88900,28.8,1
Bailhongal,2013,Gobar Gas Plant         ,27000,88900,28.8,1
Bailhongal,2018,Solar Light,27000,88900,28.8,1
Bailhongal,2017,Solar Light,28000,88900,28.8,1
Bailhongal,2014,Gobar Gas Plant         ,30000,88900,28.8,1
Bailhongal,2015,Gobar Gas Plant         ,30000,88900,28.8,2
Bailhongal,2013,Pyro Stoves,30000,88900,28.8,1
Bailhongal,2013,Solar Light,30000,88900,28.8,1
Bailhongal,2015,Solar Light,30000,88900,28.8,1
Bailhongal,2016,Solar Light,30000,88900,28.8,2
Bailhongal,2017,Solar Light,31500,88900,28.8,1
Bailhongal,2017,Solar Light,34000,88900,28.8,1
Bailhongal,2017,Solar Light,37800,88900,28.8,1
Bailhongal,2015,Solar Light,40000,88900,28.8,1
Bailhongal,2012,Gobar Gas Plant         ,5000,88900,28.8,4
Bailhongal,2013,Gobar Gas Plant         ,5000,88900,28.8,3
Bailhongal,2014,Gobar Gas Plant         ,5000,88900,28.8,4
Bailhongal,2015,Gobar Gas Plant         ,5000,88900,28.8,1
Bailhongal,2012,Pyro Stoves,5000,88900,28.8,1
Bailhongal,2013,Solar Light,5000,88900,28.8,1
Bailhongal,2014,Solar Light,5000,88900,28.8,2
Bailhongal,2015,Solar Light,50000,88900,28.8,1
Bailhongal,2014,Gobar Gas Plant         ,6000,88900,28.8,1
Bailhongal,2017,Solar Light,65000,88900,28.8,1
Bailhongal,2015,Solar Light,7000,88900,28.8,2
Bailhongal,2018,Solar Light Selco,7000,88900,28.8,11
Bailhongal,2013,Solar Light,8000,88900,28.8,4
Bailhongal,2014,Solar Light,8000,88900,28.8,1
Bailhongal,2018,Solar Light,8000,88900,28.8,38
Bailhongal,2018,Solar Light Selco,8000,88900,28.8,92
Bailhongal,2017,Solar Light,8221,88900,28.8,1
Bailhongal,2017,Solar Light,8500,88900,28.8,145
Bailhongal,2015,Solar Light,9000,88900,28.8,2
Bailhongal,2018,Solar Light,9000,88900,28.8,12
Bangarpet,2015,Solar Light,10000,235340,10,2
Bangarpet,2017,Solar Light,10000,235340,10,34
Bangarpet,2018,Solar Light,10000,235340,10,5
Bangarpet,2018,Solar Light,10500,235340,10,2
Bangarpet,2018,Solar Light Selco,10500,235340,10,1
Bangarpet,2017,Cook Stove,1240,235340,10,305
Bangarpet,2018,Cook Stove,1240,235340,10,201
Bangarpet,2018,Solar Light,12500,235340,10,4
Bangarpet,2018,Solar Light Selco,12500,235340,10,3
Bangarpet,2016,Cook Stove,1300,235340,10,40
Bangarpet,2017,Cook Stove,1300,235340,10,98
