emp_name,hours_worked,hourly_rate_emp,total_wage,total_tips,hourly_rate_avg,tips_avg,source
LUCKY LINCOLN HOUSE CORP,47.0,5.0,235.0,793.25,21.88,16.88,ESSP
LUCKY LINCOLN HOUSE CORP,7.0,5.0,35.0,189.32,32.05,27.05,ESSP
LUCKY LINCOLN HOUSE CORP,84.0,5.0,420.0,1538.37,23.31,18.31,ESSP
LUCKY LINCOLN HOUSE CORP,373.0,5.0,2115.0,6346.04,22.68,17.01,ESSP
LUCKY LINCOLN HOUSE CORP,35.0,5.0,175.0,782.73,27.36,22.36,ESSP
LUCKY LINCOLN HOUSE CORP,7.0,5.0,35.0,98.86,19.12,14.12,ESSP
LUCKY LINCOLN HOUSE CORP,95.0,5.0,475.0,1786.14,23.8,18.8,ESSP
LUCKY LINCOLN HOUSE CORP,28.0,5.0,140.0,566.0,25.21,20.21,ESSP
CEC INC,129.0,500.0,645.0,4046.0,36.36,31.36,ESSP
CEC INC,517.0,500.0,2585.0,19002.0,41.75,36.75,ESSP
CEC INC,235.0,500.0,1176.0,8450.0,40.96,35.96,ESSP
CEC INC,200.0,765.0,156.0,150.0,1.53,0.75,ESSP
CEC INC,250.0,100.0,275.0,100.0,1.5,0.4,ESSP
CEC INC,390.0,925.0,356.0,250.0,1.55,0.64,ESSP
CEC INC,400.0,650.0,260.0,340.0,1.5,0.85,ESSP
CEC INC,500.0,500.0,248.0,1603.0,3.7,3.21,ESSP
CEC INC,151.0,500.0,755.0,6881.0,50.57,45.57,ESSP
CEC INC,392.0,500.0,1960.0,14575.0,42.18,37.18,ESSP
CEC INC,360.0,500.0,1800.0,18307.0,55.85,50.85,ESSP
CEC INC,500.0,500.0,250.0,2134.0,4.77,4.27,ESSP
19TH & K INC,390.0,500.0,195.0,1311.0,3.86,3.36,ESSP
19TH & K INC,580.0,500.0,290.0,3418.0,6.39,5.89,ESSP
19TH & K INC,560.0,500.0,280.0,3421.0,6.61,6.11,ESSP
19TH & K INC,650.0,500.0,325.0,3662.0,6.13,5.63,ESSP
19TH & K INC,320.0,500.0,160.0,1617.0,5.55,5.05,ESSP
19TH & K INC,520.0,500.0,260.0,2897.0,6.07,5.57,ESSP
19TH & K INC,600.0,500.0,30.0,324.0,0.59,0.54,ESSP
19TH & K INC,320.0,500.0,160.0,1762.0,6.01,5.51,ESSP
19TH & K INC,830.0,500.0,415.0,5340.0,6.93,6.43,ESSP
19TH & K INC,550.0,500.0,275.0,3850.0,7.5,7.0,ESSP
19TH & K INC,116.0,500.0,580.0,5353.0,51.15,46.15,ESSP
19TH & K INC,201.0,500.0,1005.0,5231.0,31.02,26.02,ESSP
19TH & K INC,178.0,500.0,890.0,4428.0,29.88,24.88,ESSP
19TH & K INC,126.0,500.0,630.0,5388.0,47.76,42.76,ESSP
19TH & K INC,444.0,500.0,2220.0,7591.0,22.1,17.1,ESSP
19TH & K INC,900.0,500.0,45.0,538.0,0.65,0.6,ESSP
19TH & K INC,163.0,500.0,815.0,6762.0,46.48,41.48,ESSP
19TH & K INC,333.0,500.0,1665.0,5731.0,22.21,17.21,ESSP
19TH & K INC,364.0,500.0,1820.0,6674.0,23.34,18.34,ESSP
19TH & K INC,300.0,500.0,150.0,844.0,3.31,2.81,ESSP
19TH & K INC,370.0,500.0,185.0,2140.0,6.28,5.78,ESSP
19TH & K INC,700.0,500.0,35.0,697.0,1.05,1.0,ESSP
19TH & K INC,500.0,500.0,250.0,2910.0,6.32,5.82,ESSP
19TH & K INC,460.0,500.0,230.0,2605.0,6.16,5.66,ESSP
19TH & K INC,540.0,500.0,270.0,876.0,2.12,1.62,ESSP
19TH & K INC,510.0,500.0,255.0,2465.0,5.33,4.83,ESSP
19TH & K INC,124.0,500.0,620.0,3698.0,34.82,29.82,ESSP
RENAISSANCE HOTEL OPERATING CO,620.0,13.0,13.14,16.9,0.05,0.03,ESSP
RENAISSANCE HOTEL OPERATING CO,640.0,13.0,12.27,6.6,0.03,0.01,ESSP
RENAISSANCE HOTEL OPERATING CO,360.0,13.0,56.43,12.0,0.19,0.03,ESSP
RENAISSANCE HOTEL OPERATING CO,200.0,13.0,35.52,71.0,0.53,0.36,ESSP
RED RIVER GRILL LLC,63.0,12.0,751.0,950.0,27.0,15.08,ESSP
RED RIVER GRILL LLC,94.0,7.15,676.0,2161.0,30.18,22.99,ESSP
RED RIVER GRILL LLC,70.0,5.0,350.0,1974.0,33.2,28.2,ESSP
RED RIVER GRILL LLC,71.0,5.0,357.0,2007.0,33.3,28.27,ESSP
RED RIVER GRILL LLC,169.0,6.55,1108.0,4718.0,34.47,27.92,ESSP
RED RIVER GRILL LLC,89.0,10.0,889.0,948.0,20.64,10.65,ESSP
RED RIVER GRILL LLC,279.0,5.76,1608.0,7186.0,31.52,25.76,ESSP
RED RIVER GRILL LLC,232.0,8.06,1871.0,12344.0,61.27,53.21,ESSP
RED RIVER GRILL LLC,97.0,5.0,486.0,2137.0,27.04,22.03,ESSP
RED RIVER GRILL LLC,282.0,5.0,1408.0,6424.0,27.77,22.78,ESSP
RED RIVER GRILL LLC,88.0,5.0,442.0,2183.0,29.83,24.81,ESSP
RED RIVER GRILL LLC,61.0,9.16,558.0,2055.0,42.84,33.69,ESSP
RED RIVER GRILL LLC,60.0,5.0,298.0,1373.0,27.85,22.88,ESSP
RED RIVER GRILL LLC,141.0,5.0,704.0,3699.0,31.23,26.23,ESSP
RED RIVER GRILL LLC,334.0,5.0,1672.0,8345.0,29.99,24.99,ESSP
Starwood Hotels & Resorts Worldwide LLC,413.0,13.0,27990.0,18481.0,112.52,44.75,ESSP
Starwood Hotels & Resorts Worldwide LLC,325.0,13.0,9804.0,4598.0,44.31,14.15,ESSP
Starwood Hotels & Resorts Worldwide LLC,230.0,13.0,670.0,359.0,4.47,1.56,ESSP
Starwood Hotels & Resorts Worldwide LLC,315.0,13.0,9570.0,4120.0,43.46,13.08,ESSP
Starwood Hotels & Resorts Worldwide LLC,313.0,13.0,19251.0,12706.0,102.1,40.59,ESSP
Starwood Hotels & Resorts Worldwide LLC,307.0,13.0,16172.0,10103.0,85.59,32.91,ESSP
WASHINGTON PLAZA HOTEL L L C,7.0,7.22,112.0,20.0,18.86,2.86,ESSP
WASHINGTON PLAZA HOTEL L L C,34.0,6.8,510.0,95.8,17.82,2.82,ESSP
WASHINGTON PLAZA HOTEL L L C,237.0,6.8,3859.69,1863.45,24.15,7.86,ESSP
WASHINGTON PLAZA HOTEL L L C,79.0,6.8,1468.79,934.99,30.43,11.84,ESSP
WASHINGTON PLAZA HOTEL L L C,215.0,6.8,5374.59,3789.84,42.63,17.63,ESSP
WASHINGTON PLAZA HOTEL L L C,222.0,6.8,4627.46,3053.33,34.6,13.75,ESSP
WASHINGTON PLAZA HOTEL L L C,275.0,6.8,5460.76,3480.14,32.51,12.66,ESSP
WASHINGTON PLAZA HOTEL L L C,80.0,28.85,2412.8,105.1,31.47,1.31,ESSP
BANANA LEAVES,21.0,10.0,381.99,118.01,23.81,5.62,ESSP
BANANA LEAVES,15.0,10.5,157.5,70.71,15.21,4.71,ESSP
BANANA LEAVES,78.0,10.0,810.0,411.39,15.66,5.27,ESSP
NEW DYNASTY INC,510.0,52.94,27000.0,3900.0,60.59,7.65,ESSP
NEW DYNASTY INC,485.0,15.0,7275.0,280.0,15.58,0.58,ESSP
NEW DYNASTY INC,510.0,30.59,15600.0,1300.0,33.14,2.55,ESSP
NEW DYNASTY INC,200.0,15.0,3000.0,125.0,15.63,0.63,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,190.0,5.0,950.0,5256.0,32.66,27.66,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,243.0,5.0,1229.0,3638.0,20.03,14.97,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,197.0,5.0,986.0,2028.0,15.3,10.29,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,97.0,5.0,487.0,1745.0,23.01,17.99,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,68.0,5.0,342.0,1021.0,20.04,15.01,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,436.0,5.0,2483.0,6703.0,21.07,15.37,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,521.0,5.0,2791.0,9771.0,24.11,18.75,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,75.0,5.0,373.0,899.0,16.96,11.99,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,86.0,5.0,429.0,835.0,14.7,9.71,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,449.0,5.0,2588.0,4398.0,15.56,9.8,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,40.0,5.0,201.0,692.0,22.33,17.3,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,66.0,5.0,411.0,775.0,17.97,11.74,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,21.0,6.1,130.0,150.0,13.33,7.14,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,391.0,5.0,2012.0,4695.0,17.15,12.01,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,33.0,5.0,165.0,339.0,15.27,10.27,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,84.0,5.0,419.0,1221.0,19.52,14.54,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,99.0,5.0,493.0,1808.0,23.24,18.26,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,116.0,5.0,582.0,1215.0,15.49,10.47,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,201.0,5.0,1005.0,3654.0,23.18,18.18,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,3.0,5.0,15.0,25.0,13.33,8.33,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,57.0,5.0,287.0,575.0,15.12,10.09,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,34.0,5.0,172.0,344.0,15.18,10.12,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,330.0,5.0,1795.0,4740.0,19.8,14.36,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,253.0,5.0,1264.0,3542.0,19.0,14.0,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,30.0,5.0,152.0,3075.0,107.57,102.5,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,3.0,5.0,14.0,28.0,14.0,9.33,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,45.0,5.0,226.0,445.0,14.91,9.89,ESSP
BRINKER INTERNATIONAL PAYROLL CORP LP,32.0,5.0,162.0,391.0,17.28,12.22,ESSP
JOYOTI FOODS INC,520.0,22.25,4500.0,7071.0,22.25,13.6,ESSP
JOYOTI FOODS INC,80.0,21.11,500.0,1189.0,21.11,14.86,ESSP
JOYOTI FOODS INC,240.0,22.7,1800.0,3649.0,22.7,15.2,ESSP
YUNG FA INC,150.0,10.0,1500.0,2080.22,23.87,13.87,ESSP
CHINATOWN GARDEN,67.0,15.0,1000.0,3000.0,59.7,44.78,ESSP
CHINATOWN GARDEN,200.0,20.0,4000.0,4000.0,40.0,20.0,ESSP
MDM LLC,160.0,505.0,81.0,165.0,1.54,1.03,ESSP
MDM LLC,240.0,505.0,119.0,220.0,1.41,0.92,ESSP
MDM LLC,200.0,505.0,101.0,400.0,2.51,2.0,ESSP
MDM LLC,800.0,363.0,29.0,82.0,0.14,0.1,ESSP
MDM LLC,280.0,505.0,141.0,867.0,3.6,3.1,ESSP
MDM LLC,410.0,363.0,149.0,750.0,2.19,1.83,ESSP
MDM LLC,700.0,363.0,25.0,100.0,0.18,0.14,ESSP
MDM LLC,460.0,505.0,230.0,467.0,1.52,1.02,ESSP
MDM LLC,120.0,363.0,44.0,110.0,1.28,0.92,ESSP
MDM LLC,270.0,505.0,136.0,418.0,2.05,1.55,ESSP
MDM LLC,180.0,363.0,65.0,251.0,1.76,1.39,ESSP
MDM LLC,270.0,505.0,134.0,289.0,1.57,1.07,ESSP
NCUYEN CORPORATION,664.0,20.0,14313.0,1822.0,24.3,2.74,ESSP
NCUYEN CORPORATION,450.0,20.0,9027.0,1000.0,22.28,2.22,ESSP
NCUYEN CORPORATION,373.0,20.0,7516.0,837.0,22.39,2.24,ESSP
NCUYEN CORPORATION,593.0,20.0,12193.0,1511.0,23.11,2.55,ESSP
NCUYEN CORPORATION,522.0,20.0,10479.0,1159.0,22.3,2.22,ESSP
NCUYEN CORPORATION,420.0,22.0,9219.1,1019.83,24.38,2.43,ESSP
NCUYEN CORPORATION,598.0,20.0,12360.0,1437.0,23.07,2.4,ESSP
NCUYEN CORPORATION,493.0,20.0,10270.0,1151.0,23.17,2.33,ESSP
NCUYEN CORPORATION,393.0,20.0,7199.12,783.0,20.31,1.99,ESSP
NCUYEN CORPORATION,483.0,20.0,9817.0,490.0,21.34,1.01,ESSP
NCUYEN CORPORATION,203.0,20.0,4053.0,448.0,22.17,2.21,ESSP
NCUYEN CORPORATION,676.0,20.0,14817.0,1861.0,24.67,2.75,ESSP
NCUYEN CORPORATION,232.0,20.0,4621.0,511.0,22.12,2.2,ESSP
CAIRO INC,16.0,15.0,232.5,155.0,24.22,9.69,ESSP
CAIRO INC,18.0,18.84,339.0,249.0,32.67,13.83,ESSP
ZEWDIE INC.,10.0,5.0,369.07,319.07,68.81,31.91,ESSP
ZEWDIE INC.,236.0,15.0,3805.75,265.75,17.25,1.13,ESSP
ZEWDIE INC.,62.0,5.0,3582.0,3272.0,110.55,52.77,ESSP
ZEWDIE INC.,58.0,5.0,1739.2,1449.2,54.97,24.99,ESSP
KAZ INC,310.0,0.0,307.0,779.0,3.5,2.51,ESSP
KAZ INC,900.0,700.0,66.0,338.0,0.45,0.38,ESSP
KAZ INC,520.0,0.0,518.0,1452.0,3.79,2.79,ESSP
KAZ INC,500.0,700.0,38.0,184.0,0.44,0.37,ESSP
FROGGY BOTTOM PUB,380.0,500.0,189.0,448.0,1.68,1.18,ESSP
FROGGY BOTTOM PUB,150.0,500.0,76.0,252.0,2.19,1.68,ESSP
FROGGY BOTTOM PUB,160.0,445.0,73.0,643.0,4.48,4.02,ESSP
FROGGY BOTTOM PUB,268.0,500.0,1338.0,8741.0,37.61,32.62,ESSP
FROGGY BOTTOM PUB,217.0,500.0,1226.0,3252.0,20.64,14.99,ESSP
FROGGY BOTTOM PUB,190.0,500.0,949.0,4117.0,26.66,21.67,ESSP
FROGGY BOTTOM PUB,220.0,445.0,98.0,835.0,4.24,3.8,ESSP
FROGGY BOTTOM PUB,490.0,500.0,245.0,1119.0,2.78,2.28,ESSP
A R E INCOCRPORATED,410.0,500.0,205.0,181.0,0.94,0.44,ESSP
A R E INCOCRPORATED,545.0,500.0,3374.0,3993.0,13.52,7.33,ESSP
A R E INCOCRPORATED,600.0,500.0,28.0,5.0,0.06,0.01,ESSP
A R E INCOCRPORATED,370.0,500.0,183.0,166.0,0.94,0.45,ESSP
A R E INCOCRPORATED,115.0,500.0,607.0,1071.0,14.59,9.31,ESSP
A R E INCOCRPORATED,490.0,500.0,243.0,108.0,0.72,0.22,ESSP
A R E INCOCRPORATED,103.0,500.0,514.0,471.0,9.56,4.57,ESSP
A R E INCOCRPORATED,170.0,500.0,83.0,178.0,1.54,1.05,ESSP
A R E INCOCRPORATED,154.0,500.0,806.0,603.0,9.15,3.92,ESSP
A R E INCOCRPORATED,313.0,500.0,1822.0,2015.0,12.26,6.44,ESSP
A R E INCOCRPORATED,393.0,500.0,2005.0,3196.0,13.23,8.13,ESSP
A R E INCOCRPORATED,355.0,500.0,1814.0,1636.0,9.72,4.61,ESSP
A R E INCOCRPORATED,128.0,500.0,638.0,1346.0,15.5,10.52,ESSP
A R E INCOCRPORATED,381.0,500.0,2358.0,1659.0,10.54,4.35,ESSP
A R E INCOCRPORATED,900.0,500.0,47.0,169.0,0.24,0.19,ESSP
A R E INCOCRPORATED,176.0,500.0,896.0,998.0,10.76,5.67,ESSP
A R E INCOCRPORATED,283.0,500.0,1416.0,1472.0,10.2,5.2,ESSP
A R E INCOCRPORATED,237.0,500.0,2465.0,1116.0,15.11,4.71,ESSP
A R E INCOCRPORATED,122.0,500.0,621.0,736.0,11.12,6.03,ESSP
A R E INCOCRPORATED,280.0,500.0,591.0,24.0,2.2,0.09,ESSP
A R E INCOCRPORATED,280.0,500.0,1416.0,2477.0,13.9,8.85,ESSP
A R E INCOCRPORATED,251.0,533.0,2591.0,2752.0,21.29,10.96,ESSP
A R E INCOCRPORATED,577.0,500.0,3128.0,3866.0,12.12,6.7,ESSP
A R E INCOCRPORATED,800.0,500.0,41.0,24.0,0.08,0.03,ESSP
A R E INCOCRPORATED,201.0,500.0,1120.0,1462.0,12.85,7.27,ESSP
A R E INCOCRPORATED,193.0,500.0,976.0,847.0,9.45,4.39,ESSP
A R E INCOCRPORATED,543.0,500.0,2899.0,2194.0,9.38,4.04,ESSP
A R E INCOCRPORATED,588.0,500.0,3219.0,5466.0,14.77,9.3,ESSP
A R E INCOCRPORATED,170.0,500.0,84.0,191.0,1.62,1.12,ESSP
A R E INCOCRPORATED,810.0,500.0,403.0,556.0,1.18,0.69,ESSP
A R E INCOCRPORATED,353.0,500.0,1767.0,1583.0,9.49,4.48,ESSP
A R E INCOCRPORATED,250.0,500.0,126.0,170.0,1.18,0.68,ESSP
A R E INCOCRPORATED,426.0,500.0,2184.0,3263.0,12.79,7.66,ESSP
A R E INCOCRPORATED,401.0,500.0,2010.0,1860.0,9.65,4.64,ESSP
A R E INCOCRPORATED,202.0,500.0,1009.0,1309.0,11.48,6.48,ESSP
A R E INCOCRPORATED,114.0,500.0,570.0,484.0,9.25,4.25,ESSP
A R E INCOCRPORATED,430.0,500.0,221.0,338.0,1.3,0.79,ESSP
A R E INCOCRPORATED,450.0,500.0,2336.0,4890.0,16.06,10.87,ESSP
A R E INCOCRPORATED,180.0,500.0,118.0,109.0,1.26,0.61,ESSP
A R E INCOCRPORATED,495.0,500.0,2620.0,2292.0,9.92,4.63,ESSP
A R E INCOCRPORATED,334.0,500.0,1673.0,1292.0,8.88,3.87,ESSP
A R E INCOCRPORATED,555.0,500.0,2974.0,3859.0,12.31,6.95,ESSP
A R E INCOCRPORATED,370.0,500.0,187.0,187.0,1.01,0.51,ESSP
A R E INCOCRPORATED,260.0,500.0,130.0,295.0,1.63,1.13,ESSP
A R E INCOCRPORATED,167.0,500.0,837.0,926.0,10.56,5.54,ESSP
A R E INCOCRPORATED,155.0,500.0,776.0,1398.0,14.03,9.02,ESSP
A R E INCOCRPORATED,172.0,500.0,858.0,836.0,9.85,4.86,ESSP
A R E INCOCRPORATED,240.0,500.0,272.0,169.0,1.84,0.7,ESSP
ALERO INC,521.0,5.0,2605.0,12946.0,29.85,24.85,ESSP
ALERO INC,411.0,5.0,2251.0,9465.57,28.51,23.03,ESSP
ALERO INC,397.0,10.0,3970.0,2382.0,16.0,6.0,ESSP
CAFE DUPONT LLC,940.0,445.0,418.0,5063.0,5.83,5.39,ESSP
CAFE DUPONT LLC,130.0,445.0,58.0,307.0,2.81,2.36,ESSP
CAFE DUPONT LLC,390.0,600.0,185.0,845.0,2.64,2.17,ESSP
CAFE DUPONT LLC,710.0,800.0,568.0,1213.0,2.51,1.71,ESSP
CAFE DUPONT LLC,160.0,445.0,710.0,5661.0,39.82,35.38,ESSP
CAFE DUPONT LLC,800.0,445.0,356.0,5366.0,7.15,6.71,ESSP
CAFE DUPONT LLC,140.0,445.0,623.0,7174.0,55.69,51.24,ESSP
CAFE DUPONT LLC,210.0,500.0,105.0,1073.0,5.61,5.11,ESSP
CAFE DUPONT LLC,108.0,445.0,52.0,6234.0,58.2,57.72,ESSP
CAFE DUPONT LLC,150.0,500.0,75.0,325.0,2.67,2.17,ESSP
CAFE DUPONT LLC,690.0,445.0,305.0,3063.0,4.88,4.44,ESSP
CAFE DUPONT LLC,930.0,445.0,412.0,4934.0,5.75,5.31,ESSP
CAFE DUPONT LLC,510.0,445.0,227.0,974.0,2.35,1.91,ESSP
CAFE DUPONT LLC,580.0,445.0,258.0,2703.0,5.11,4.66,ESSP
CAFE DUPONT LLC,110.0,445.0,49.0,333.0,3.47,3.03,ESSP
CAFE DUPONT LLC,680.0,445.0,303.0,2557.0,4.21,3.76,ESSP
CAFE DUPONT LLC,102.0,445.0,452.0,4266.0,46.25,41.82,ESSP
CAFE DUPONT LLC,340.0,445.0,151.0,2643.0,8.22,7.77,ESSP
CAFE DUPONT LLC,660.0,800.0,524.0,2011.0,3.84,3.05,ESSP
CAFE DUPONT LLC,176.0,800.0,1404.0,7818.0,52.4,44.42,ESSP
CAFE DUPONT LLC,800.0,445.0,36.0,435.0,0.59,0.54,ESSP
CAFE DUPONT LLC,235.0,445.0,1044.0,11121.0,51.77,47.32,ESSP
CAFE DUPONT LLC,600.0,330.0,20.0,491.0,0.85,0.82,ESSP
CAFE DUPONT LLC,600.0,445.0,27.0,299.0,0.54,0.5,ESSP
TUPP INC,160.0,5.0,800.0,2180.0,18.63,13.63,ESSP
BISTRO DU COIN,293.0,700.0,2053.0,4789.0,23.35,16.34,ESSP
BISTRO DU COIN,203.0,500.0,1017.0,9480.0,51.71,46.7,ESSP
BISTRO DU COIN,560.0,700.0,394.0,780.0,2.1,1.39,ESSP
BISTRO DU COIN,700.0,500.0,34.0,204.0,0.34,0.29,ESSP
BISTRO DU COIN,152.0,500.0,759.0,7868.0,56.76,51.76,ESSP
BISTRO DU COIN,106.0,500.0,530.0,5096.0,53.08,48.08,ESSP
BISTRO DU COIN,185.0,500.0,927.0,9800.0,57.98,52.97,ESSP
BISTRO DU COIN,133.0,500.0,666.0,1735.0,18.05,13.05,ESSP
BISTRO DU COIN,700.0,500.0,349.0,3627.0,5.68,5.18,ESSP
BISTRO DU COIN,100.0,500.0,48.0,62.0,1.1,0.62,ESSP
BISTRO DU COIN,168.0,700.0,1176.0,7534.0,51.85,44.85,ESSP
BISTRO DU COIN,367.0,500.0,1836.0,7534.0,25.53,20.53,ESSP
BISTRO DU COIN,535.0,900.0,4817.0,23300.0,52.56,43.55,ESSP
BISTRO DU COIN,194.0,500.0,971.0,3836.0,24.78,19.77,ESSP
BISTRO DU COIN,238.0,500.0,1192.0,10984.0,51.16,46.15,ESSP
KELAMEWA CORPORATION BAR NONE,64.0,5.0,320.0,1450.4,27.66,22.66,ESSP
KELAMEWA CORPORATION BAR NONE,16.0,5.0,80.0,825.0,56.56,51.56,ESSP
KELAMEWA CORPORATION BAR NONE,51.0,5.0,255.0,1455.0,33.53,28.53,ESSP
KELAMEWA CORPORATION BAR NONE,35.0,15.0,527.0,215.0,21.2,6.14,ESSP
KELAMEWA CORPORATION BAR NONE,68.0,5.0,340.0,2219.0,37.63,32.63,ESSP
KELAMEWA CORPORATION BAR NONE,32.0,5.0,160.0,933.0,34.16,29.16,ESSP
KELAMEWA CORPORATION BAR NONE,47.0,5.0,235.0,839.0,22.85,17.85,ESSP
KELAMEWA CORPORATION BAR NONE,16.0,5.0,80.0,455.0,33.44,28.44,ESSP
KELAMEWA CORPORATION BAR NONE,80.0,5.0,400.0,2461.0,35.76,30.76,ESSP
KELAMEWA CORPORATION BAR NONE,125.0,5.0,625.0,3385.0,32.08,27.08,ESSP
KELAMEWA CORPORATION BAR NONE,104.0,5.0,520.0,2800.0,31.92,26.92,ESSP
TOSCO LLC,200.0,6.0,1740.0,10236.46,59.88,51.18,ESSP
TOSCO LLC,139.0,5.0,1035.0,4579.06,40.39,32.94,ESSP
TOSCO LLC,132.0,5.0,860.0,4844.76,43.22,36.7,ESSP
TOSCO LLC,82.0,15.0,1230.0,295.75,18.61,3.61,ESSP
TOSCO LLC,159.0,5.0,1045.0,7068.46,51.03,44.46,ESSP
TOSCO LLC,125.0,5.0,625.0,2910.84,28.29,23.29,ESSP
TOSCO LLC,209.0,5.0,1665.0,7068.46,41.79,33.82,ESSP
TOSCO LLC,180.0,5.0,1430.0,4949.13,35.44,27.5,ESSP
TOSCO LLC,20.0,5.0,100.0,319.57,20.98,15.98,ESSP
TOSCO LLC,27.0,5.0,135.0,334.0,17.37,12.37,ESSP
TOSCO LLC,148.0,5.0,740.0,3401.62,27.98,22.98,ESSP
TOSCO LLC,18.0,15.0,270.0,698.4,53.8,38.8,ESSP
TOSCO LLC,110.0,5.0,550.0,5885.97,58.51,53.51,ESSP
TOSCO LLC,109.0,5.0,545.0,2008.47,23.43,18.43,ESSP
TOSCO LLC,200.0,6.0,1740.0,10236.46,59.88,51.18,ESSP
TOSCO LLC,139.0,5.0,1035.0,4579.06,40.39,32.94,ESSP
TOSCO LLC,132.0,5.0,860.0,4844.76,43.22,36.7,ESSP
TOSCO LLC,82.0,15.0,1230.0,295.75,18.61,3.61,ESSP
TOSCO LLC,159.0,5.0,1045.0,7068.46,51.03,44.46,ESSP
TOSCO LLC,125.0,5.0,625.0,2910.84,28.29,23.29,ESSP
TOSCO LLC,209.0,5.0,1665.0,7068.46,41.79,33.82,ESSP
TOSCO LLC,180.0,5.0,1430.0,4949.13,35.44,27.5,ESSP
TOSCO LLC,20.0,5.0,100.0,319.57,20.98,15.98,ESSP
TOSCO LLC,27.0,5.0,135.0,334.0,17.37,12.37,ESSP
TOSCO LLC,148.0,5.0,740.0,3401.62,27.98,22.98,ESSP
TOSCO LLC,18.0,15.0,270.0,698.4,53.8,38.8,ESSP
TOSCO LLC,110.0,5.0,550.0,5885.97,58.51,53.51,ESSP
TOSCO LLC,109.0,5.0,545.0,2008.47,23.43,18.43,ESSP
EL RINCONCITO CAFE INC,255.0,5.0,1785.0,2040.0,15.0,8.0,ESSP
EL RINCONCITO CAFE INC,345.0,5.0,2760.0,2730.0,15.91,7.91,ESSP
EL RINCONCITO CAFE INC,100.0,5.0,500.0,1000.0,15.0,10.0,ESSP
DUPONT IMP LLC,197.0,5.05,8922.34,7933.92,85.56,40.27,ESSP
DUPONT IMP LLC,478.0,5.05,18790.61,14072.06,68.75,29.44,ESSP
DUPONT IMP LLC,254.0,9.0,3905.86,1796.0,22.45,7.07,ESSP
DUPONT IMP LLC,273.0,9.0,4229.92,1852.0,22.28,6.78,ESSP
DUPONT IMP LLC,480.0,5.05,21933.66,19487.86,86.29,40.6,ESSP
DUPONT IMP LLC,28.0,5.05,1268.8,1127.0,85.56,40.25,ESSP
DUPONT IMP LLC,114.0,9.0,1762.34,759.0,22.12,6.66,ESSP
MEZE INC,40.0,10.0,400.0,200.0,15.0,5.0,ESSP
KLYS INC.,500.0,30.0,15000.0,6556.37,43.11,13.11,ESSP
KLYS INC.,567.0,36.0,20400.0,3000.0,41.27,5.29,ESSP
PARADISE TOO LLC,210.0,6.97,1466.6,4212.79,27.04,20.06,ESSP
PARADISE TOO LLC,365.0,7.32,2673.7,7471.99,27.8,20.47,ESSP
PARADISE TOO LLC,58.0,6.26,361.2,1188.1,26.71,20.48,ESSP
PARADISE TOO LLC,17.0,5.0,84.85,549.19,37.3,32.31,ESSP
PARADISE TOO LLC,92.0,12.14,1117.55,630.79,19.0,6.86,ESSP
PARADISE TOO LLC,111.0,6.98,776.35,2272.95,27.47,20.48,ESSP
PARADISE TOO LLC,341.0,5.2,1776.25,10846.67,37.02,31.81,ESSP
PARADISE TOO LLC,91.0,7.34,666.75,1296.96,21.58,14.25,ESSP
PARADISE TOO LLC,178.0,6.74,1199.3,3446.15,26.1,19.36,ESSP
PARADISE TOO LLC,271.0,5.75,1557.15,7918.41,34.97,29.22,ESSP
PARADISE TOO LLC,210.0,7.44,1565.2,5507.11,33.68,26.22,ESSP
PARADISE TOO LLC,7.0,5.0,34.85,169.42,29.18,24.2,ESSP
PARADISE TOO LLC,214.0,5.41,1159.15,5741.45,32.25,26.83,ESSP
PARADISE TOO LLC,80.0,5.0,400.6,2689.39,38.62,33.62,ESSP
