"","district","branch","yr_applied","mo_applied","product","population","poverty","price","count","loan_per_branch","agg_date","pop_wt","weighted_loans_bybranchprod","weighted_count_bybranchprod","hml_cookstove","hml_gobargas","hml_jumbostove","hml_solarlight"
"5285","Koppal","Kushtagi",2016,11,"SolarLight",259914,40.7,168,1.75,294,"2016-11-01",0.7337276,215.7159,1.284023,"Low","Medium","Low","Medium"
"5286","Koppal","Kushtagi",2016,1,"CookStove",259914,40.7,161,2,322,"2016-01-01",0.7337276,236.2603,1.467455,"Low","Medium","Low","Medium"
"5287","Koppal","Gangavathi",2014,9,"GobarGasPlant",345263,40.7,254,1,254,"2014-09-01",0.9746646,247.5648,0.9746646,"Low","Medium","Low","Medium"
"5288","Koppal","Kushtagi",2014,6,"SolarLight",259914,40.7,10,2,20,"2014-06-01",0.7337276,14.67455,1.467455,"Low","Medium","Low","Medium"
"5289","Koppal","Yelburga",2014,9,"SolarLight",252628,40.7,288,1,288,"2014-09-01",0.7131594,205.3899,0.7131594,"Low","Medium","Low","Medium"
"5290","Koppal","Kushtagi",2017,6,"CookStove",259914,40.7,396,6,2376,"2017-06-01",0.7337276,1743.337,4.402365,"Low","Medium","Low","Medium"
"5291","Koppal","Kushtagi",2015,5,"CookStove",259914,40.7,161,17,2737,"2015-05-01",0.7337276,2008.212,12.47337,"Low","Medium","Low","Medium"
"5292","Koppal","Kushtagi",2015,7,"SolarLight",259914,40.7,125,3.5,437.5,"2015-07-01",0.7337276,321.0058,2.568047,"Low","Medium","Low","Medium"
"5293","Koppal","Yelburga",2015,9,"SolarLight",252628,40.7,10,2,20,"2015-09-01",0.7131594,14.26319,1.426319,"Low","Medium","Low","Medium"
"5294","Koppal","Kushtagi",2015,12,"SolarLight",259914,40.7,291,1.666667,485,"2015-12-01",0.7337276,355.8579,1.222879,"Low","Medium","Low","Medium"
"5295","Koppal","Yelburga",2014,9,"CookStove",252628,40.7,161,22,3542,"2014-09-01",0.7131594,2526.011,15.68951,"Low","Medium","Low","Medium"
"5296","Koppal","Koppal",2016,7,"SolarLight",298411,40.7,376.3333,1,376.3333,"2016-07-01",0.8424032,317.0244,0.8424032,"Low","Medium","Low","Medium"
"5297","Koppal","Kushtagi",2017,8,"SolarLight",259914,40.7,208.5,1,208.5,"2017-08-01",0.7337276,152.9822,0.7337276,"Low","Medium","Low","Medium"
"5298","Koppal","Yelburga",2017,9,"SolarLight",252628,40.7,356.6667,1,356.6667,"2017-09-01",0.7131594,254.3602,0.7131594,"Low","Medium","Low","Medium"
"5299","Koppal","Gangavathi",2015,7,"SolarLight",345263,40.7,10,1,10,"2015-07-01",0.9746646,9.746646,0.9746646,"Low","Medium","Low","Medium"
"5300","Koppal","Kushtagi",2014,8,"CookStove",259914,40.7,161,30,4830,"2014-08-01",0.7337276,3543.904,22.01183,"Low","Medium","Low","Medium"
"5301","Koppal","Kushtagi",2015,11,"SolarLight",259914,40.7,209.6667,2.666667,559.1111,"2015-11-01",0.7337276,410.2352,1.956607,"Low","Medium","Low","Medium"
"5302","Koppal","Koppal",2016,11,"SolarLight",298411,40.7,285,2.5,712.5,"2016-11-01",0.8424032,600.2123,2.106008,"Low","Medium","Low","Medium"
"5303","Koppal","Gangavathi",2017,11,"CookStove",345263,40.7,161,1,161,"2017-11-01",0.9746646,156.921,0.9746646,"Low","Medium","Low","Medium"
"5304","Koppal","Gangavathi",2017,10,"CookStove",345263,40.7,161,7,1127,"2017-10-01",0.9746646,1098.447,6.822652,"Low","Medium","Low","Medium"
"5305","Koppal","Gangavathi",2014,11,"SolarLight",345263,40.7,249.3333,1.333333,332.4445,"2014-11-01",0.9746646,324.0219,1.299553,"Low","Medium","Low","Medium"
"5306","Koppal","Gangavathi",2018,1,"SolarLight",345263,40.7,175,1.25,218.75,"2018-01-01",0.9746646,213.2079,1.218331,"Low","Medium","Low","Medium"
"5307","Koppal","Kushtagi",2017,3,"SolarLight",259914,40.7,331.5,1.75,580.125,"2017-03-01",0.7337276,425.6537,1.284023,"Low","Medium","Low","Medium"
"5308","Koppal","Kushtagi",2017,4,"CookStove",259914,40.7,278.5,10.5,2924.25,"2017-04-01",0.7337276,2145.603,7.704139,"Low","Medium","Low","Medium"
"5309","Koppal","Koppal",2016,7,"CookStove",298411,40.7,161,11,1771,"2016-07-01",0.8424032,1491.896,9.266435,"Low","Medium","Low","Medium"
"5310","Koppal","Koppal",2017,4,"CookStove",298411,40.7,278.5,3,835.5,"2017-04-01",0.8424032,703.8278,2.52721,"Low","Medium","Low","Medium"
"5311","Koppal","Koppal",2018,2,"SolarLight",298411,40.7,88,1,88,"2018-02-01",0.8424032,74.13148,0.8424032,"Low","Medium","Low","Medium"
"5312","Koppal","Koppal",2014,10,"GobarGasPlant",298411,40.7,360.5,1,360.5,"2014-10-01",0.8424032,303.6863,0.8424032,"Low","Medium","Low","Medium"
"5313","Koppal","Koppal",2016,4,"CookStove",298411,40.7,161,5,805,"2016-04-01",0.8424032,678.1345,4.212016,"Low","Medium","Low","Medium"
"5314","Koppal","Kushtagi",2015,10,"SolarLight",259914,40.7,221.875,3.75,832.0313,"2015-10-01",0.7337276,610.4843,2.751478,"Low","Medium","Low","Medium"
"5315","Koppal","Yelburga",2014,7,"CookStove",252628,40.7,161,41,6601,"2014-07-01",0.7131594,4707.565,29.23954,"Low","Medium","Low","Medium"
"5316","Koppal","Koppal",2014,9,"SolarLight",298411,40.7,187.5,1,187.5,"2014-09-01",0.8424032,157.9506,0.8424032,"Low","Medium","Low","Medium"
"5317","Koppal","Kushtagi",2015,8,"CookStove",259914,40.7,329.5,14.5,4777.75,"2015-08-01",0.7337276,3505.567,10.63905,"Low","Medium","Low","Medium"
"5318","Koppal","Kushtagi",2014,5,"CookStove",259914,40.7,329.5,8,2636,"2014-05-01",0.7337276,1934.106,5.869821,"Low","Medium","Low","Medium"
"5319","Koppal","Kushtagi",2017,12,"SolarLight",259914,40.7,300,1,300,"2017-12-01",0.7337276,220.1183,0.7337276,"Low","Medium","Low","Medium"
"5320","Koppal","Yelburga",2014,10,"CookStove",252628,40.7,161,2,322,"2014-10-01",0.7131594,229.6373,1.426319,"Low","Medium","Low","Medium"
"5321","Koppal","Koppal",2017,7,"CookStove",298411,40.7,396,6,2376,"2017-07-01",0.8424032,2001.55,5.054419,"Low","Medium","Low","Medium"
"5322","Koppal","Gangavathi",2016,1,"CookStove",345263,40.7,161,722,116242,"2016-01-01",0.9746646,113297,703.7078,"Low","Medium","Low","Medium"
"5323","Koppal","Koppal",2015,9,"SolarLight",298411,40.7,309.5,2.166667,670.5833,"2015-09-01",0.8424032,564.9015,1.825207,"Low","Medium","Low","Medium"
"5324","Koppal","Koppal",2018,1,"CookStove",298411,40.7,264.5,33,8728.5,"2018-01-01",0.8424032,7352.916,27.7993,"Low","Medium","Low","Medium"
"5325","Koppal","Koppal",2017,8,"SolarLight",298411,40.7,232.6667,1,232.6667,"2017-08-01",0.8424032,195.9991,0.8424032,"Low","Medium","Low","Medium"
"5326","Koppal","Koppal",2018,8,"CookStove",298411,40.7,396,1,396,"2018-08-01",0.8424032,333.5916,0.8424032,"Low","Medium","Low","Medium"
"5327","Koppal","Koppal",2015,6,"SolarLight",298411,40.7,10,1,10,"2015-06-01",0.8424032,8.424031,0.8424032,"Low","Medium","Low","Medium"
"5328","Koppal","Kushtagi",2015,9,"SolarLight",259914,40.7,425,1,425,"2015-09-01",0.7337276,311.8342,0.7337276,"Low","Medium","Low","Medium"
"5329","Koppal","Kushtagi",2017,5,"SolarLight",259914,40.7,269,1,269,"2017-05-01",0.7337276,197.3727,0.7337276,"Low","Medium","Low","Medium"
"5330","Koppal","Yelburga",2015,2,"GobarGasPlant",252628,40.7,699.5,1,699.5,"2015-02-01",0.7131594,498.855,0.7131594,"Low","Medium","Low","Medium"
"5331","Koppal","Gangavathi",2015,9,"SolarLight",345263,40.7,311.3333,4,1245.333,"2015-09-01",0.9746646,1213.782,3.898659,"Low","Medium","Low","Medium"
"5332","Koppal","Kushtagi",2017,1,"SolarLight",259914,40.7,238.4444,2.222222,529.8765,"2017-01-01",0.7337276,388.785,1.630506,"Low","Medium","Low","Medium"
"5333","Koppal","Koppal",2017,10,"CookStove",298411,40.7,396,12,4752,"2017-10-01",0.8424032,4003.1,10.10884,"Low","Medium","Low","Medium"
"5334","Koppal","Yelburga",2014,5,"SolarLight",252628,40.7,10,1,10,"2014-05-01",0.7131594,7.131595,0.7131594,"Low","Medium","Low","Medium"
"5335","Koppal","Yelburga",2013,6,"GobarGasPlant",252628,40.7,10,1,10,"2013-06-01",0.7131594,7.131595,0.7131594,"Low","Medium","Low","Medium"
"5336","Koppal","Koppal",2014,8,"SolarLight",298411,40.7,934,1,934,"2014-08-01",0.8424032,786.8046,0.8424032,"Low","Medium","Low","Medium"
"5337","Koppal","Yelburga",2014,8,"SolarLight",252628,40.7,269,1.333333,358.6667,"2014-08-01",0.7131594,255.7865,0.9508793,"Low","Medium","Low","Medium"
"5338","Koppal","Yelburga",2014,11,"SolarLight",252628,40.7,316,1.5,474,"2014-11-01",0.7131594,338.0376,1.069739,"Low","Medium","Low","Medium"
"5339","Koppal","Gangavathi",2015,1,"CookStove",345263,40.7,346.5,2.5,866.25,"2015-01-01",0.9746646,844.3032,2.436661,"Low","Medium","Low","Medium"
"5340","Koppal","Gangavathi",2016,3,"SolarLight",345263,40.7,422,1.5,633,"2016-03-01",0.9746646,616.9627,1.461997,"Low","Medium","Low","Medium"
"5341","Mandya","Maddur",2016,2,"SolarLight",260285,16.4,270,2.5,675,"2016-02-01",0.7347749,495.9731,1.836937,"High","Low","High","High"
"5342","Mandya","Maddur",2017,9,"SolarLight",260285,16.4,371.6667,22.66667,8424.444,"2017-09-01",0.7347749,6190.07,16.6549,"High","Low","High","High"
"5343","Mandya","Maddur",2018,3,"SolarLight",260285,16.4,245.2857,2.571429,630.7347,"2018-03-01",0.7347749,463.448,1.889421,"High","Low","High","High"
"5344","Mandya","Krishnarajapete",2016,7,"SolarLight",234533,16.4,240,1,240,"2016-07-01",0.662078,158.8987,0.662078,"High","Low","High","High"
"5345","Mandya","Maddur",2016,5,"SolarLight",260285,16.4,390.6667,1.333333,520.8889,"2016-05-01",0.7347749,382.7361,0.9796999,"High","Low","High","High"
"5346","Mandya","Shrirangapatna",2017,11,"SolarLight",146056,19.6,323.3333,7.5,2425,"2017-11-01",0.4123107,999.8533,3.09233,"High","Low","High","High"
"5347","Mandya","Mandya",2015,1,"SolarLight",277795,16.4,292.75,1,292.75,"2015-01-01",0.784205,229.576,0.784205,"High","Low","High","High"
"5348","Mandya","Maddur",2018,7,"SolarLight",260285,16.4,359.6,6.8,2445.28,"2018-07-01",0.7347749,1796.73,4.996469,"High","Low","High","High"
"5349","Mandya","Pandavapura",2015,4,"CookStove",162953,16.4,161,8,1288,"2015-04-01",0.4600103,592.4932,3.680082,"High","Low","High","High"
"5350","Mandya","Krishnarajapete",2017,12,"CookStove",234533,16.4,133,11,1463,"2017-12-01",0.662078,968.6201,7.282857,"High","Low","High","High"
"5351","Mandya","Malavalli",2018,1,"CookStove",245664,16.4,133,17,2261,"2018-01-01",0.6935003,1568.004,11.78951,"High","Low","High","High"
"5352","Mandya","Krishnarajapete",2016,3,"SolarLight",234533,16.4,118,1,118,"2016-03-01",0.662078,78.1252,0.662078,"High","Low","High","High"
"5353","Mandya","Maddur",2018,7,"CookStove",260285,16.4,396,7,2772,"2018-07-01",0.7347749,2036.796,5.143424,"High","Low","High","High"
"5354","Mandya","Mandya",2018,8,"CookStove",277795,16.4,396,34,13464,"2018-08-01",0.784205,10558.54,26.66297,"High","Low","High","High"
"5355","Mandya","Krishnarajapete",2018,4,"SolarLight",234533,16.4,50,9,450,"2018-04-01",0.662078,297.9351,5.958702,"High","Low","High","High"
"5356","Mandya","Krishnarajapete",2017,3,"SolarLight",234533,16.4,142.75,6,856.5,"2017-03-01",0.662078,567.0698,3.972468,"High","Low","High","High"
"5357","Mandya","Mandya",2017,9,"SolarLight",277795,16.4,597.8,3.8,2271.64,"2017-09-01",0.784205,1781.431,2.979979,"High","Low","High","High"
"5358","Mandya","Krishnarajapete",2017,2,"SolarLight",234533,16.4,283.8333,6.333333,1797.611,"2017-02-01",0.662078,1190.159,4.19316,"High","Low","High","High"
"5359","Mandya","Krishnarajapete",2017,1,"SolarLight",234533,16.4,196,5.5,1078,"2017-01-01",0.662078,713.72,3.641429,"High","Low","High","High"
"5360","Mandya","Maddur",2015,12,"SolarLight",260285,16.4,262.25,1.5,393.375,"2015-12-01",0.7347749,289.0421,1.102162,"High","Low","High","High"
"5361","Mandya","Mandya",2014,12,"SolarLight",277795,16.4,526,1.5,789,"2014-12-01",0.784205,618.7377,1.176307,"High","Low","High","High"
"5362","Mandya","Maddur",2015,1,"GobarGasPlant",260285,16.4,422,1,422,"2015-01-01",0.7347749,310.075,0.7347749,"High","Low","High","High"
"5363","Mandya","Krishnarajapete",2017,10,"SolarLight",234533,16.4,332,6.5,2158,"2017-10-01",0.662078,1428.764,4.303507,"High","Low","High","High"
"5364","Mandya","Krishnarajapete",2018,9,"SolarLight",234533,16.4,538.3333,6,3230,"2018-09-01",0.662078,2138.512,3.972468,"High","Low","High","High"
"5365","Mandya","Krishnarajapete",2017,8,"SolarLight",234533,16.4,372.25,7.5,2791.875,"2017-08-01",0.662078,1848.439,4.965585,"High","Low","High","High"
"5366","Mandya","Krishnarajapete",2018,2,"SolarLight",234533,16.4,50,2,100,"2018-02-01",0.662078,66.20779,1.324156,"High","Low","High","High"
"5367","Mandya","Krishnarajapete",2015,10,"CookStove",234533,16.4,161,27,4347,"2015-10-01",0.662078,2878.053,17.8761,"High","Low","High","High"
"5368","Mandya","Krishnarajapete",2015,8,"CookStove",234533,16.4,161,8,1288,"2015-08-01",0.662078,852.7564,5.296624,"High","Low","High","High"
"5369","Mandya","Krishnarajapete",2017,5,"SolarLight",234533,16.4,358.5,1.5,537.75,"2017-05-01",0.662078,356.0324,0.9931169,"High","Low","High","High"
"5370","Mandya","Krishnarajapete",2016,2,"SolarLight",234533,16.4,274,1,274,"2016-02-01",0.662078,181.4094,0.662078,"High","Low","High","High"
"5371","Mandya","Krishnarajapete",2015,8,"SolarLight",234533,16.4,301.6667,2,603.3333,"2015-08-01",0.662078,399.4537,1.324156,"High","Low","High","High"
"5372","Mandya","Krishnarajapete",2015,3,"GobarGasPlant",234533,16.4,178,1.5,267,"2015-03-01",0.662078,176.7748,0.9931169,"High","Low","High","High"
"5373","Mandya","Malavalli",2016,7,"SolarLight",245664,16.4,689,1,689,"2016-07-01",0.6935003,477.8217,0.6935003,"High","Low","High","High"
"5374","Mandya","Krishnarajapete",2016,11,"SolarLight",234533,16.4,155.5,1.5,233.25,"2016-11-01",0.662078,154.4297,0.9931169,"High","Low","High","High"
"5375","Mandya","Maddur",2017,1,"SolarLight",260285,16.4,333.75,3.875,1293.281,"2017-01-01",0.7347749,950.2706,2.847253,"High","Low","High","High"
"5376","Mandya","Krishnarajapete",2018,8,"CookStove",234533,16.4,396,61,24156,"2018-08-01",0.662078,15993.15,40.38675,"High","Low","High","High"
"5377","Mandya","Malavalli",2018,5,"SolarLight",245664,16.4,50,2,100,"2018-05-01",0.6935003,69.35004,1.387001,"High","Low","High","High"
"5378","Mandya","Krishnarajapete",2015,9,"SolarLight",234533,16.4,241.5,1,241.5,"2015-09-01",0.662078,159.8918,0.662078,"High","Low","High","High"
"5379","Mandya","Malavalli",2017,11,"SolarLight",245664,16.4,265.4,7.2,1910.88,"2017-11-01",0.6935003,1325.196,4.993202,"High","Low","High","High"
"5380","Mandya","Malavalli",2016,12,"SolarLight",245664,16.4,196,1.5,294,"2016-12-01",0.6935003,203.8891,1.040251,"High","Low","High","High"
"5381","Mandya","Krishnarajapete",2014,10,"CookStove",234533,16.4,161,116,18676,"2014-10-01",0.662078,12364.97,76.80104,"High","Low","High","High"
"5382","Mandya","Malavalli",2017,10,"CookStove",245664,16.4,133,12,1596,"2017-10-01",0.6935003,1106.827,8.322004,"High","Low","High","High"
"5383","Mandya","Malavalli",2017,1,"SolarLight",245664,16.4,148.3333,2.333333,346.1111,"2017-01-01",0.6935003,240.0282,1.618167,"High","Low","High","High"
"5384","Mandya","Krishnarajapete",2018,3,"SolarLight",234533,16.4,152,11,1672,"2018-03-01",0.662078,1106.994,7.282857,"High","Low","High","High"
"5385","Mandya","Krishnarajapete",2015,11,"CookStove",234533,16.4,161,7,1127,"2015-11-01",0.662078,746.1619,4.634546,"High","Low","High","High"
"5386","Mandya","Krishnarajapete",2016,12,"CookStove",234533,16.4,161,9,1449,"2016-12-01",0.662078,959.351,5.958702,"High","Low","High","High"
"5387","Mandya","Krishnarajapete",2016,10,"SolarLight",234533,16.4,274,3,822,"2016-10-01",0.662078,544.2281,1.986234,"High","Low","High","High"
"5388","Mandya","Mandya",2014,7,"GobarGasPlant",277795,16.4,10,2,20,"2014-07-01",0.784205,15.6841,1.56841,"High","Low","High","High"
"5389","Mandya","Krishnarajapete",2015,7,"CookStove",234533,16.4,161,26,4186,"2015-07-01",0.662078,2771.458,17.21403,"High","Low","High","High"
"5390","Mandya","Krishnarajapete",2017,3,"CookStove",234533,16.4,278.5,27.5,7658.75,"2017-03-01",0.662078,5070.689,18.20714,"High","Low","High","High"
"5391","Mandya","Krishnarajapete",2017,10,"CookStove",234533,16.4,234.3333,41.66667,9763.889,"2017-10-01",0.662078,6464.456,27.58658,"High","Low","High","High"
"5392","Mandya","Nagamangala",2015,1,"SolarLight",170121,16.4,280.5,1.5,420.75,"2015-01-01",0.4802453,202.0632,0.7203679,"High","Low","High","High"
"5393","Mandya","Krishnarajapete",2017,11,"CookStove",234533,16.4,264.5,18.5,4893.25,"2017-11-01",0.662078,3239.713,12.24844,"High","Low","High","High"
"5394","Mandya","Malavalli",2017,2,"SolarLight",245664,16.4,202,4,808,"2017-02-01",0.6935003,560.3483,2.774001,"High","Low","High","High"
"5395","Mandya","Krishnarajapete",2017,8,"CookStove",234533,16.4,264.5,21,5554.5,"2017-08-01",0.662078,3677.512,13.90364,"High","Low","High","High"
"5396","Mandya","Mandya",2018,3,"SolarLight",277795,16.4,377.3333,4.666667,1760.889,"2018-03-01",0.784205,1380.898,3.659623,"High","Low","High","High"
"5397","Mandya","Malavalli",2018,8,"SolarLight",245664,16.4,341.6,4.6,1571.36,"2018-08-01",0.6935003,1089.739,3.190102,"High","Low","High","High"
"5398","Mandya","Malavalli",2018,2,"SolarLight",245664,16.4,324.25,5.25,1702.313,"2018-02-01",0.6935003,1180.554,3.640877,"High","Low","High","High"
"5399","Mandya","Malavalli",2015,3,"GobarGasPlant",245664,16.4,346,1,346,"2015-03-01",0.6935003,239.9511,0.6935003,"High","Low","High","High"
"5400","Mandya","Krishnarajapete",2016,12,"SolarLight",234533,16.4,233.5,1,233.5,"2016-12-01",0.662078,154.5952,0.662078,"High","Low","High","High"
"5401","Mandya","Malavalli",2016,10,"SolarLight",245664,16.4,118,1,118,"2016-10-01",0.6935003,81.83304,0.6935003,"High","Low","High","High"
"5402","Mandya","Mandya",2015,2,"SolarLight",277795,16.4,320,1,320,"2015-02-01",0.784205,250.9456,0.784205,"High","Low","High","High"
"5403","Mandya","Mandya",2014,6,"SolarLight",277795,16.4,10,2,20,"2014-06-01",0.784205,15.6841,1.56841,"High","Low","High","High"
"5404","Mandya","Mandya",2015,8,"SolarLight",277795,16.4,358.25,7.25,2597.313,"2015-08-01",0.784205,2036.825,5.685486,"High","Low","High","High"
"5405","Mandya","Krishnarajapete",2017,9,"SolarLight",234533,16.4,483,25,12075,"2017-09-01",0.662078,7994.591,16.55195,"High","Low","High","High"
"5406","Mandya","Krishnarajapete",2017,6,"SolarLight",234533,16.4,192,2,384,"2017-06-01",0.662078,254.2379,1.324156,"High","Low","High","High"
"5407","Mandya","Krishnarajapete",2018,5,"SolarLight",234533,16.4,50,2,100,"2018-05-01",0.662078,66.20779,1.324156,"High","Low","High","High"
"5408","Mandya","Krishnarajapete",2018,7,"CookStove",234533,16.4,396,195,77220,"2018-07-01",0.662078,51125.66,129.1052,"High","Low","High","High"
"5409","Mandya","Krishnarajapete",2015,12,"CookStove",234533,16.4,161,3,483,"2015-12-01",0.662078,319.7836,1.986234,"High","Low","High","High"
"5410","Mandya","Mandya",2017,10,"CookStove",277795,16.4,264.5,38,10051,"2017-10-01",0.784205,7882.044,29.79979,"High","Low","High","High"
"5411","Mandya","Mandya",2014,12,"CookStove",277795,16.4,404.3333,21.66667,8760.556,"2014-12-01",0.784205,6870.071,16.99111,"High","Low","High","High"
"5412","Mandya","Mandya",2016,1,"CookStove",277795,16.4,161,9,1449,"2016-01-01",0.784205,1136.313,7.057845,"High","Low","High","High"
"5413","Mandya","Mandya",2015,2,"CookStove",277795,16.4,161,17,2737,"2015-02-01",0.784205,2146.369,13.33148,"High","Low","High","High"
"5414","Mandya","Mandya",2014,10,"GobarGasPlant",277795,16.4,10,1,10,"2014-10-01",0.784205,7.84205,0.784205,"High","Low","High","High"
"5415","Mandya","Krishnarajapete",2018,3,"CookStove",234533,16.4,133,19,2527,"2018-03-01",0.662078,1673.071,12.57948,"High","Low","High","High"
"5416","Mandya","Mandya",2015,1,"CookStove",277795,16.4,161,21,3381,"2015-01-01",0.784205,2651.397,16.4683,"High","Low","High","High"
"5417","Mandya","Mandya",2013,12,"SolarLight",277795,16.4,10,1,10,"2013-12-01",0.784205,7.84205,0.784205,"High","Low","High","High"
"5418","Mandya","Mandya",2015,7,"CookStove",277795,16.4,301.5,53,15979.5,"2015-07-01",0.784205,12531.2,41.56286,"High","Low","High","High"
"5419","Mandya","Mandya",2016,12,"SolarLight",277795,16.4,355.2857,4.857143,1725.673,"2016-12-01",0.784205,1353.282,3.808995,"High","Low","High","High"
"5420","Mandya","Mandya",2015,10,"CookStove",277795,16.4,161,24,3864,"2015-10-01",0.784205,3030.168,18.82092,"High","Low","High","High"
"5421","Mandya","Mandya",2017,7,"SolarLight",277795,16.4,67,2.333333,156.3333,"2017-07-01",0.784205,122.5974,1.829812,"High","Low","High","High"
"5422","Mandya","Mandya",2018,5,"SolarLight",277795,16.4,267.5,11,2942.5,"2018-05-01",0.784205,2307.523,8.626254,"High","Low","High","High"
"5423","Mandya","Mandya",2017,1,"SolarLight",277795,16.4,240.6667,8.5,2045.667,"2017-01-01",0.784205,1604.222,6.665742,"High","Low","High","High"
"5424","Mandya","Mandya",2017,5,"SolarLight",277795,16.4,118,3,354,"2017-05-01",0.784205,277.6086,2.352615,"High","Low","High","High"
"5425","Mandya","Mandya",2018,6,"SolarLight",277795,16.4,50,10,500,"2018-06-01",0.784205,392.1025,7.84205,"High","Low","High","High"
"5426","Mandya","Mandya",2018,7,"CookStove",277795,16.4,396,44,17424,"2018-07-01",0.784205,13663.99,34.50502,"High","Low","High","High"
"5427","Mandya","Mandya",2014,9,"CookStove",277795,16.4,161,58,9338,"2014-09-01",0.784205,7322.906,45.48389,"High","Low","High","High"
"5428","Mandya","Mandya",2018,8,"SolarLight",277795,16.4,96,7,672,"2018-08-01",0.784205,526.9857,5.489435,"High","Low","High","High"
"5429","Mandya","Mandya",2017,12,"CookStove",277795,16.4,264.5,9.5,2512.75,"2017-12-01",0.784205,1970.511,7.449947,"High","Low","High","High"
"5430","Mandya","Mandya",2017,3,"CookStove",277795,16.4,278.5,36,10026,"2017-03-01",0.784205,7862.439,28.23138,"High","Low","High","High"
"5431","Mandya","Krishnarajapete",2014,11,"CookStove",234533,16.4,161,171,27531,"2014-11-01",0.662078,18227.67,113.2153,"High","Low","High","High"
"5432","Mandya","Krishnarajapete",2017,4,"SolarLight",234533,16.4,174.5,1.5,261.75,"2017-04-01",0.662078,173.2989,0.9931169,"High","Low","High","High"
"5433","Mandya","Mandya",2016,6,"CookStove",277795,16.4,161,7,1127,"2016-06-01",0.784205,883.799,5.489435,"High","Low","High","High"
"5434","Mandya","Krishnarajapete",2018,7,"SolarLight",234533,16.4,254.5,4.75,1208.875,"2018-07-01",0.662078,800.3694,3.14487,"High","Low","High","High"
"5435","Mandya","Mandya",2017,5,"CookStove",277795,16.4,133,3,399,"2017-05-01",0.784205,312.8978,2.352615,"High","Low","High","High"
"5436","Mandya","Krishnarajapete",2016,8,"SolarLight",234533,16.4,361,2.666667,962.6667,"2016-08-01",0.662078,637.3604,1.765541,"High","Low","High","High"
"5437","Mandya","Pandavapura",2015,10,"CookStove",162953,16.4,161,21,3381,"2015-10-01",0.4600103,1555.295,9.660215,"High","Low","High","High"
"5438","Mandya","Pandavapura",2017,9,"CookStove",162953,16.4,264.5,58,15341,"2017-09-01",0.4600103,7057.018,26.6806,"High","Low","High","High"
"5439","Mandya","Mandya",2017,7,"CookStove",277795,16.4,264.5,7,1851.5,"2017-07-01",0.784205,1451.955,5.489435,"High","Low","High","High"
"5440","Mandya","Pandavapura",2016,1,"SolarLight",162953,16.4,421,2.333333,982.3333,"2016-01-01",0.4600103,451.8834,1.073357,"High","Low","High","High"
"5441","Mandya","Krishnarajapete",2017,12,"SolarLight",234533,16.4,50,1,50,"2017-12-01",0.662078,33.1039,0.662078,"High","Low","High","High"
"5442","Mandya","Nagamangala",2015,8,"CookStove",170121,16.4,161,10,1610,"2015-08-01",0.4802453,773.1949,4.802453,"High","Low","High","High"
"5443","Mandya","Nagamangala",2015,3,"SolarLight",170121,16.4,443,1,443,"2015-03-01",0.4802453,212.7487,0.4802453,"High","Low","High","High"
"5444","Mandya","Nagamangala",2017,7,"CookStove",170121,16.4,264.5,20.5,5422.25,"2017-07-01",0.4802453,2604.01,9.845028,"High","Low","High","High"
"5445","Mandya","Nagamangala",2017,12,"SolarLight",170121,16.4,241,1,241,"2017-12-01",0.4802453,115.7391,0.4802453,"High","Low","High","High"
"5446","Mandya","Nagamangala",2018,8,"GreenwayJumboStoveGJS1",170121,16.4,396,12,4752,"2018-08-01",0.4802453,2282.125,5.762943,"High","Low","High","High"
"5447","Mandya","Nagamangala",2018,1,"CookStove",170121,16.4,264.5,19.5,5157.75,"2018-01-01",0.4802453,2476.985,9.364782,"High","Low","High","High"
"5448","Mandya","Nagamangala",2017,7,"SolarLight",170121,16.4,208.5,2.5,521.25,"2017-07-01",0.4802453,250.3278,1.200613,"High","Low","High","High"
"5449","Mandya","Nagamangala",2014,12,"SolarLight",170121,16.4,381,1,381,"2014-12-01",0.4802453,182.9734,0.4802453,"High","Low","High","High"
"5450","Mandya","Krishnarajapete",2018,8,"GreenwayJumboStoveGJS1",234533,16.4,396,8,3168,"2018-08-01",0.662078,2097.463,5.296624,"High","Low","High","High"
"5451","Mandya","Krishnarajapete",2015,10,"SolarLight",234533,16.4,118,2,236,"2015-10-01",0.662078,156.2504,1.324156,"High","Low","High","High"
"5452","Mandya","Pandavapura",2017,9,"SolarLight",162953,16.4,184.5,3,553.5,"2017-09-01",0.4600103,254.6157,1.380031,"High","Low","High","High"
"5453","Mandya","Krishnarajapete",2016,9,"SolarLight",234533,16.4,274,3,822,"2016-09-01",0.662078,544.2281,1.986234,"High","Low","High","High"
"5454","Mandya","Krishnarajapete",2014,10,"GobarGasPlant",234533,16.4,10,1,10,"2014-10-01",0.662078,6.62078,0.662078,"High","Low","High","High"
"5455","Mandya","Krishnarajapete",2018,9,"GreenwayJumboStoveGJS1",234533,16.4,396,94,37224,"2018-09-01",0.662078,24645.19,62.23532,"High","Low","High","High"
"5456","Mandya","Malavalli",2018,7,"SolarLight",245664,16.4,454.3333,6.111111,2776.481,"2018-07-01",0.6935003,1925.491,4.238058,"High","Low","High","High"
"5457","Mandya","Malavalli",2016,11,"SolarLight",245664,16.4,118,2,236,"2016-11-01",0.6935003,163.6661,1.387001,"High","Low","High","High"
