"","district","branch","yr_applied","mo_applied","product","population","poverty","price","count","loan_per_branch","agg_date","pop_wt","weighted_loans_bybranchprod","weighted_count_bybranchprod","hml_cookstove","hml_gobargas","hml_jumbostove","hml_solarlight"
"1192","Bellary","Hosapete",2016,8,"SolarLight",188965,40.8,10,1,10,"2016-08-01",0.5334412,5.334412,0.5334412,"Medium","Low","Medium","Medium"
"1193","Bellary","Siruguppa",2015,2,"GobarGasPlant",190388,40.8,422,1,422,"2015-02-01",0.5374582,226.8074,0.5374582,"Medium","Low","Medium","Medium"
"1194","Bellary","Bellary",2017,1,"CookStove",360484,40.8,161,6,966,"2017-01-01",1.017633,983.0334,6.105798,"Medium","Low","Medium","Medium"
"1195","Bellary","Sandur",2017,1,"CookStove",181097,40.8,161,7,1127,"2017-01-01",0.5112301,576.1563,3.578611,"Medium","Low","Medium","Medium"
"1196","Bellary","Huvinahadagali",2017,9,"CookStove",27967,40.8,133,30,3990,"2017-09-01",0.0789498,315.0097,2.368494,"Medium","Low","Medium","Medium"
"1197","Bellary","Bellary",2014,9,"CookStove",360484,40.8,404.3333,7.333333,2965.111,"2014-09-01",1.017633,3017.395,7.462642,"Medium","Low","Medium","Medium"
"1198","Bellary","Bellary",2018,3,"SolarLight",360484,40.8,381,1,381,"2018-03-01",1.017633,387.7181,1.017633,"Medium","Low","Medium","Medium"
"1199","Bellary","Sandur",2017,7,"SolarLight",181097,40.8,274,1,274,"2017-07-01",0.5112301,140.077,0.5112301,"Medium","Low","Medium","Medium"
"1200","Bellary","Bellary",2018,9,"GreenwayJumboStoveGJS1",360484,40.8,396,3,1188,"2018-09-01",1.017633,1208.948,3.052899,"Medium","Low","Medium","Medium"
"1201","Bellary","Bellary",2015,1,"CookStove",360484,40.8,385.5,17.5,6746.25,"2015-01-01",1.017633,6865.206,17.80858,"Medium","Low","Medium","Medium"
"1202","Bellary","Hagaribommanahalli",2017,10,"SolarLight",188238,40.8,399.6667,2.666667,1065.778,"2017-10-01",0.5313889,566.3425,1.417037,"Medium","Low","Medium","Medium"
"1203","Bellary","Sandur",2016,2,"CookStove",181097,40.8,161,57,9177,"2016-02-01",0.5112301,4691.559,29.14012,"Medium","Low","Medium","Medium"
"1204","Bellary","Bellary",2017,12,"CookStove",360484,40.8,133,2,266,"2017-12-01",1.017633,270.6904,2.035266,"Medium","Low","Medium","Medium"
"1205","Bellary","Hagaribommanahalli",2018,3,"CookStove",188238,40.8,133,14,1862,"2018-03-01",0.5313889,989.4461,7.439444,"Medium","Low","Medium","Medium"
"1206","Bellary","Sandur",2017,2,"CookStove",181097,40.8,161,6,966,"2017-02-01",0.5112301,493.8483,3.067381,"Medium","Low","Medium","Medium"
"1207","Bellary","Bellary",2018,1,"CookStove",360484,40.8,396,3,1188,"2018-01-01",1.017633,1208.948,3.052899,"Medium","Low","Medium","Medium"
"1208","Bellary","Huvinahadagali",2018,3,"SolarLight",27967,40.8,940,3,2820,"2018-03-01",0.0789498,222.6384,0.2368494,"Medium","Low","Medium","Medium"
"1209","Bellary","Bellary",2015,3,"CookStove",360484,40.8,301.5,13,3919.5,"2015-03-01",1.017633,3988.612,13.22923,"Medium","Low","Medium","Medium"
"1210","Bellary","Sandur",2015,12,"CookStove",181097,40.8,161,78,12558,"2015-12-01",0.5112301,6420.027,39.87595,"Medium","Low","Medium","Medium"
"1211","Bellary","Huvinahadagali",2018,7,"CookStove",27967,40.8,396,15,5940,"2018-07-01",0.0789498,468.9618,1.184247,"Medium","Low","Medium","Medium"
"1212","Bellary","Kudligi",2018,8,"CookStove",255932,40.8,396,25,9900,"2018-08-01",0.7224865,7152.617,18.06216,"Medium","Low","Medium","Medium"
"1213","Bellary","Bellary",2015,2,"CookStove",360484,40.8,161,34,5474,"2015-02-01",1.017633,5570.522,34.59952,"Medium","Low","Medium","Medium"
"1214","Bellary","Bellary",2018,5,"CookStove",360484,40.8,133,3,399,"2018-05-01",1.017633,406.0356,3.052899,"Medium","Low","Medium","Medium"
"1215","Bellary","Bellary",2016,2,"SolarLight",360484,40.8,656,1,656,"2016-02-01",1.017633,667.5672,1.017633,"Medium","Low","Medium","Medium"
"1216","Bellary","Bellary",2016,1,"CookStove",360484,40.8,161,71,11431,"2016-01-01",1.017633,11632.56,72.25194,"Medium","Low","Medium","Medium"
"1217","Bellary","Siruguppa",2014,9,"CookStove",190388,40.8,161,19,3059,"2014-09-01",0.5374582,1644.085,10.21171,"Medium","Low","Medium","Medium"
"1218","Bellary","Bellary",2016,2,"CookStove",360484,40.8,161,75,12075,"2016-02-01",1.017633,12287.92,76.32247,"Medium","Low","Medium","Medium"
"1219","Bellary","Hosapete",2014,11,"SolarLight",188965,40.8,199,1.5,298.5,"2014-11-01",0.5334412,159.2322,0.8001618,"Medium","Low","Medium","Medium"
"1220","Bellary","Sandur",2016,7,"SolarLight",181097,40.8,274,1,274,"2016-07-01",0.5112301,140.077,0.5112301,"Medium","Low","Medium","Medium"
"1221","Bellary","Huvinahadagali",2016,10,"SolarLight",27967,40.8,10,2,20,"2016-10-01",0.0789498,1.578996,0.1578996,"Medium","Low","Medium","Medium"
"1222","Bellary","Sandur",2017,1,"SolarLight",181097,40.8,365,1,365,"2017-01-01",0.5112301,186.599,0.5112301,"Medium","Low","Medium","Medium"
"1223","Bellary","Hosapete",2018,2,"SolarLight",188965,40.8,10,1,10,"2018-02-01",0.5334412,5.334412,0.5334412,"Medium","Low","Medium","Medium"
"1224","Bellary","Bellary",2018,5,"SolarLight",360484,40.8,411,1,411,"2018-05-01",1.017633,418.2471,1.017633,"Medium","Low","Medium","Medium"
"1225","Bellary","Hosapete",2017,7,"SolarLight",188965,40.8,208.6667,8.333333,1738.889,"2017-07-01",0.5334412,927.5949,4.445343,"Medium","Low","Medium","Medium"
"1226","Bellary","Hagaribommanahalli",2014,10,"GobarGasPlant",188238,40.8,10,1,10,"2014-10-01",0.5313889,5.313889,0.5313889,"Medium","Low","Medium","Medium"
"1227","Bellary","Huvinahadagali",2015,8,"SolarLight",27967,40.8,10,1,10,"2015-08-01",0.0789498,0.789498,0.0789498,"Medium","Low","Medium","Medium"
"1228","Bellary","Huvinahadagali",2018,9,"SolarLight",27967,40.8,940,1,940,"2018-09-01",0.0789498,74.21281,0.0789498,"Medium","Low","Medium","Medium"
"1229","Bellary","Hosapete",2014,9,"CookStove",188965,40.8,161,4,644,"2014-09-01",0.5334412,343.5361,2.133765,"Medium","Low","Medium","Medium"
"1230","Bellary","Bellary",2016,8,"SolarLight",360484,40.8,10,1,10,"2016-08-01",1.017633,10.17633,1.017633,"Medium","Low","Medium","Medium"
"1231","Bellary","Hosapete",2018,9,"GreenwayJumboStoveGJS1",188965,40.8,396,157,62172,"2018-09-01",0.5334412,33165.11,83.75027,"Medium","Low","Medium","Medium"
"1232","Bellary","Hosapete",2018,6,"SolarLight",188965,40.8,179,1,179,"2018-06-01",0.5334412,95.48597,0.5334412,"Medium","Low","Medium","Medium"
"1233","Bellary","Hosapete",2018,8,"CookStove",188965,40.8,396,41,16236,"2018-08-01",0.5334412,8660.951,21.87109,"Medium","Low","Medium","Medium"
"1234","Bellary","Sandur",2015,11,"SolarLight",181097,40.8,190.5,1.5,285.75,"2015-11-01",0.5112301,146.084,0.7668452,"Medium","Low","Medium","Medium"
"1235","Bellary","Bellary",2017,7,"CookStove",360484,40.8,133,4,532,"2017-07-01",1.017633,541.3807,4.070532,"Medium","Low","Medium","Medium"
"1236","Bellary","Bellary",2018,6,"SolarLight",360484,40.8,411,1,411,"2018-06-01",1.017633,418.2471,1.017633,"Medium","Low","Medium","Medium"
"1237","Bellary","Hagaribommanahalli",2016,9,"SolarLight",188238,40.8,145,1,145,"2016-09-01",0.5313889,77.05138,0.5313889,"Medium","Low","Medium","Medium"
"1238","Bellary","Kudligi",2015,12,"CookStove",255932,40.8,161,16,2576,"2015-12-01",0.7224865,1861.125,11.55978,"Medium","Low","Medium","Medium"
"1239","Bellary","Hagaribommanahalli",2017,8,"CookStove",188238,40.8,133,19,2527,"2017-08-01",0.5313889,1342.82,10.09639,"Medium","Low","Medium","Medium"
"1240","Bellary","Hagaribommanahalli",2015,1,"GobarGasPlant",188238,40.8,10,1,10,"2015-01-01",0.5313889,5.313889,0.5313889,"Medium","Low","Medium","Medium"
"1241","Bellary","Hagaribommanahalli",2014,9,"GobarGasPlant",188238,40.8,64,1,64,"2014-09-01",0.5313889,34.00889,0.5313889,"Medium","Low","Medium","Medium"
"1242","Bellary","Bellary",2017,11,"SolarLight",360484,40.8,498,1,498,"2017-11-01",1.017633,506.7812,1.017633,"Medium","Low","Medium","Medium"
"1243","Bellary","Hosapete",2017,11,"CookStove",188965,40.8,133,6,798,"2017-11-01",0.5334412,425.6861,3.200647,"Medium","Low","Medium","Medium"
"1244","Bellary","Siruguppa",2018,7,"SolarLight",190388,40.8,498,1,498,"2018-07-01",0.5374582,267.6542,0.5374582,"Medium","Low","Medium","Medium"
"1245","Bellary","Hosapete",2018,7,"CookStove",188965,40.8,396,122,48312,"2018-07-01",0.5334412,25771.61,65.07983,"Medium","Low","Medium","Medium"
"1246","Bellary","Huvinahadagali",2014,10,"SolarLight",27967,40.8,10,3,30,"2014-10-01",0.0789498,2.368494,0.2368494,"Medium","Low","Medium","Medium"
"1247","Bellary","Hosapete",2015,5,"SolarLight",188965,40.8,319.5,1.5,479.25,"2015-05-01",0.5334412,255.6517,0.8001618,"Medium","Low","Medium","Medium"
"1248","Bellary","Bellary",2015,4,"CookStove",360484,40.8,161,14,2254,"2015-04-01",1.017633,2293.745,14.24686,"Medium","Low","Medium","Medium"
"1249","Bellary","Hosapete",2018,9,"SolarLight",188965,40.8,451,2.8,1262.8,"2018-09-01",0.5334412,673.6295,1.493635,"Medium","Low","Medium","Medium"
"1250","Bellary","Hosapete",2017,10,"SolarLight",188965,40.8,198,1.5,297,"2017-10-01",0.5334412,158.432,0.8001618,"Medium","Low","Medium","Medium"
"1251","Bellary","Hosapete",2018,1,"CookStove",188965,40.8,133,23,3059,"2018-01-01",0.5334412,1631.797,12.26915,"Medium","Low","Medium","Medium"
"1252","Bellary","Bellary",2016,3,"CookStove",360484,40.8,161,2,322,"2016-03-01",1.017633,327.6778,2.035266,"Medium","Low","Medium","Medium"
"1253","Bellary","Hosapete",2015,2,"SolarLight",188965,40.8,558,1.333333,744,"2015-02-01",0.5334412,396.8802,0.7112549,"Medium","Low","Medium","Medium"
"1254","Bellary","Hosapete",2018,1,"SolarLight",188965,40.8,270,2,540,"2018-01-01",0.5334412,288.0582,1.066882,"Medium","Low","Medium","Medium"
"1255","Bellary","Hosapete",2015,1,"CookStove",188965,40.8,483.25,25.75,12443.69,"2015-01-01",0.5334412,6637.975,13.73611,"Medium","Low","Medium","Medium"
"1256","Bellary","Sandur",2016,3,"SolarLight",181097,40.8,274,1,274,"2016-03-01",0.5112301,140.077,0.5112301,"Medium","Low","Medium","Medium"
"1257","Bellary","Kudligi",2017,11,"SolarLight",255932,40.8,10,4,40,"2017-11-01",0.7224865,28.89946,2.889946,"Medium","Low","Medium","Medium"
"1258","Bellary","Hosapete",2017,8,"SolarLight",188965,40.8,274.5,4.75,1303.875,"2017-08-01",0.5334412,695.5406,2.533846,"Medium","Low","Medium","Medium"
"1259","Bellary","Sandur",2016,5,"SolarLight",181097,40.8,254,1,254,"2016-05-01",0.5112301,129.8524,0.5112301,"Medium","Low","Medium","Medium"
"1260","Bellary","Hosapete",2018,7,"SolarLight",188965,40.8,386.3333,1.666667,643.8889,"2018-07-01",0.5334412,343.4768,0.8890686,"Medium","Low","Medium","Medium"
"1261","Bellary","Sandur",2016,12,"CookStove",181097,40.8,161,4,644,"2016-12-01",0.5112301,329.2322,2.04492,"Medium","Low","Medium","Medium"
"1262","Bellary","Hosapete",2015,12,"CookStove",188965,40.8,161,62,9982,"2015-12-01",0.5334412,5324.81,33.07335,"Medium","Low","Medium","Medium"
"1263","Bellary","Huvinahadagali",2018,9,"GreenwayJumboStoveGJS1",27967,40.8,396,22,8712,"2018-09-01",0.0789498,687.8107,1.736896,"Medium","Low","Medium","Medium"
"1264","Bellary","Huvinahadagali",2018,8,"CookStove",27967,40.8,396,1,396,"2018-08-01",0.0789498,31.26412,0.0789498,"Medium","Low","Medium","Medium"
"1265","Bellary","Kudligi",2015,8,"SolarLight",255932,40.8,302.5,1.5,453.75,"2015-08-01",0.7224865,327.8282,1.08373,"Medium","Low","Medium","Medium"
"1266","Bellary","Hosapete",2016,10,"CookStove",188965,40.8,161,19,3059,"2016-10-01",0.5334412,1631.797,10.13538,"Medium","Low","Medium","Medium"
"1267","Bellary","Bellary",2015,1,"GobarGasPlant",360484,40.8,52,1,52,"2015-01-01",1.017633,52.91691,1.017633,"Medium","Low","Medium","Medium"
"1268","Bellary","Sandur",2015,10,"CookStove",181097,40.8,161,45,7245,"2015-10-01",0.5112301,3703.862,23.00535,"Medium","Low","Medium","Medium"
"1269","Bellary","Hosapete",2015,2,"CookStove",188965,40.8,161,32,5152,"2015-02-01",0.5334412,2748.289,17.07012,"Medium","Low","Medium","Medium"
"1270","Bellary","Hosapete",2015,6,"SolarLight",188965,40.8,216.3333,1.666667,360.5555,"2015-06-01",0.5334412,192.3352,0.8890686,"Medium","Low","Medium","Medium"
"1271","Bellary","Siruguppa",2017,12,"SolarLight",190388,40.8,346,1,346,"2017-12-01",0.5374582,185.9606,0.5374582,"Medium","Low","Medium","Medium"
"1272","Bellary","Hagaribommanahalli",2017,10,"CookStove",188238,40.8,133,36,4788,"2017-10-01",0.5313889,2544.29,19.13,"Medium","Low","Medium","Medium"
"1273","Bellary","Huvinahadagali",2014,11,"CookStove",27967,40.8,161,13,2093,"2014-11-01",0.0789498,165.2419,1.026347,"Medium","Low","Medium","Medium"
"1274","Bellary","Bellary",2017,2,"CookStove",360484,40.8,161,8,1288,"2017-02-01",1.017633,1310.711,8.141064,"Medium","Low","Medium","Medium"
"1275","Bellary","Bellary",2016,1,"SolarLight",360484,40.8,293,1,293,"2016-01-01",1.017633,298.1664,1.017633,"Medium","Low","Medium","Medium"
"1276","Bellary","Hagaribommanahalli",2017,12,"SolarLight",188238,40.8,10,1,10,"2017-12-01",0.5313889,5.313889,0.5313889,"Medium","Low","Medium","Medium"
"1277","Bellary","Hosapete",2017,3,"CookStove",188965,40.8,161,2,322,"2017-03-01",0.5334412,171.7681,1.066882,"Medium","Low","Medium","Medium"
"1278","Bellary","Hosapete",2016,11,"CookStove",188965,40.8,161,4,644,"2016-11-01",0.5334412,343.5361,2.133765,"Medium","Low","Medium","Medium"
"1279","Bellary","Hosapete",2017,9,"CookStove",188965,40.8,133,2,266,"2017-09-01",0.5334412,141.8954,1.066882,"Medium","Low","Medium","Medium"
"1280","Bellary","Hosapete",2015,5,"CookStove",188965,40.8,301.5,6,1809,"2015-05-01",0.5334412,964.9951,3.200647,"Medium","Low","Medium","Medium"
"1281","Bellary","Hosapete",2017,10,"CookStove",188965,40.8,133,9,1197,"2017-10-01",0.5334412,638.5291,4.800971,"Medium","Low","Medium","Medium"
"1282","Bellary","Huvinahadagali",2014,12,"SolarLight",27967,40.8,10,2,20,"2014-12-01",0.0789498,1.578996,0.1578996,"Medium","Low","Medium","Medium"
"1283","Bellary","Kudligi",2015,7,"CookStove",255932,40.8,301.5,6,1809,"2015-07-01",0.7224865,1306.978,4.334919,"Medium","Low","Medium","Medium"
"1284","Bellary","Kudligi",2015,12,"SolarLight",255932,40.8,280.8,1.4,393.12,"2015-12-01",0.7224865,284.0239,1.011481,"Medium","Low","Medium","Medium"
"1285","Bellary","Huvinahadagali",2015,1,"SolarLight",27967,40.8,235,2,470,"2015-01-01",0.0789498,37.10641,0.1578996,"Medium","Low","Medium","Medium"
"1286","Bellary","Siruguppa",2014,12,"SolarLight",190388,40.8,10,1,10,"2014-12-01",0.5374582,5.374582,0.5374582,"Medium","Low","Medium","Medium"
"1287","Bellary","Kudligi",2014,12,"CookStove",255932,40.8,301.5,30,9045,"2014-12-01",0.7224865,6534.891,21.67459,"Medium","Low","Medium","Medium"
"1288","Bellary","Kudligi",2017,10,"CookStove",255932,40.8,133,16,2128,"2017-10-01",0.7224865,1537.451,11.55978,"Medium","Low","Medium","Medium"
"1289","Bellary","Huvinahadagali",2014,9,"CookStove",27967,40.8,301.5,21.5,6482.25,"2014-09-01",0.0789498,511.7723,1.697421,"Medium","Low","Medium","Medium"
"1290","Bellary","Huvinahadagali",2014,11,"SolarLight",27967,40.8,10,2,20,"2014-11-01",0.0789498,1.578996,0.1578996,"Medium","Low","Medium","Medium"
"1291","Bellary","Kudligi",2015,10,"SolarLight",255932,40.8,240.5714,2,481.1429,"2015-10-01",0.7224865,347.6192,1.444973,"Medium","Low","Medium","Medium"
"1292","Bellary","Kudligi",2018,7,"CookStove",255932,40.8,396,5,1980,"2018-07-01",0.7224865,1430.523,3.612433,"Medium","Low","Medium","Medium"
"1293","Bellary","Bellary",2017,7,"SolarLight",360484,40.8,320.6,1.2,384.72,"2017-07-01",1.017633,391.5038,1.22116,"Medium","Low","Medium","Medium"
"1294","Bellary","Huvinahadagali",2015,4,"SolarLight",27967,40.8,240,1,240,"2015-04-01",0.0789498,18.94795,0.0789498,"Medium","Low","Medium","Medium"
"1295","Bellary","Bellary",2017,2,"SolarLight",360484,40.8,371.6667,1,371.6667,"2017-02-01",1.017633,378.2202,1.017633,"Medium","Low","Medium","Medium"
"1296","Bellary","Bellary",2014,12,"GobarGasPlant",360484,40.8,94,1,94,"2014-12-01",1.017633,95.65749,1.017633,"Medium","Low","Medium","Medium"
"1297","Bellary","Sandur",2016,3,"CookStove",181097,40.8,161,21,3381,"2016-03-01",0.5112301,1728.469,10.73583,"Medium","Low","Medium","Medium"
"1298","Bellary","Sandur",2015,7,"SolarLight",181097,40.8,10,1,10,"2015-07-01",0.5112301,5.112301,0.5112301,"Medium","Low","Medium","Medium"
"1299","Bellary","Sandur",2014,9,"SolarLight",181097,40.8,413.25,2,826.5,"2014-09-01",0.5112301,422.5317,1.02246,"Medium","Low","Medium","Medium"
"1300","Bellary","Hosapete",2017,11,"SolarLight",188965,40.8,110,1.666667,183.3333,"2017-11-01",0.5334412,97.79755,0.8890686,"Medium","Low","Medium","Medium"
"1301","Bellary","Hosapete",2018,8,"SolarLight",188965,40.8,166,1.333333,221.3333,"2018-08-01",0.5334412,118.0683,0.7112549,"Medium","Low","Medium","Medium"
"1302","Bellary","Siruguppa",2017,3,"SolarLight",190388,40.8,10,1,10,"2017-03-01",0.5374582,5.374582,0.5374582,"Medium","Low","Medium","Medium"
"1303","Bellary","Bellary",2018,8,"CookStove",360484,40.8,396,1,396,"2018-08-01",1.017633,402.9826,1.017633,"Medium","Low","Medium","Medium"
"1304","Bellary","Siruguppa",2015,9,"SolarLight",190388,40.8,254,1,254,"2015-09-01",0.5374582,136.5144,0.5374582,"Medium","Low","Medium","Medium"
"1305","Bellary","Hagaribommanahalli",2018,9,"SolarLight",188238,40.8,473.75,1.25,592.1875,"2018-09-01",0.5313889,314.6819,0.6642361,"Medium","Low","Medium","Medium"
"1306","Bellary","Kudligi",2014,12,"SolarLight",255932,40.8,174.6667,2.666667,465.7778,"2014-12-01",0.7224865,336.5182,1.926631,"Medium","Low","Medium","Medium"
"1307","Bellary","Huvinahadagali",2017,8,"SolarLight",27967,40.8,588,1,588,"2017-08-01",0.0789498,46.42248,0.0789498,"Medium","Low","Medium","Medium"
"1308","Bellary","Huvinahadagali",2017,8,"CookStove",27967,40.8,133,29,3857,"2017-08-01",0.0789498,304.5094,2.289544,"Medium","Low","Medium","Medium"
"1309","Bellary","Sandur",2018,7,"CookStove",181097,40.8,396,24,9504,"2018-07-01",0.5112301,4858.731,12.26952,"Medium","Low","Medium","Medium"
"1310","Bellary","Hagaribommanahalli",2015,12,"SolarLight",188238,40.8,10,1,10,"2015-12-01",0.5313889,5.313889,0.5313889,"Medium","Low","Medium","Medium"
"1311","Bellary","Hosapete",2015,1,"SolarLight",188965,40.8,604,2,1208,"2015-01-01",0.5334412,644.3969,1.066882,"Medium","Low","Medium","Medium"
"1312","Bellary","Hosapete",2017,9,"SolarLight",188965,40.8,224.5714,2,449.1429,"2017-09-01",0.5334412,239.5913,1.066882,"Medium","Low","Medium","Medium"
"1313","Bellary","Siruguppa",2015,1,"CookStove",190388,40.8,161,9,1449,"2015-01-01",0.5374582,778.777,4.837124,"Medium","Low","Medium","Medium"
"1314","Bellary","Hosapete",2015,6,"CookStove",188965,40.8,301.5,3,904.5,"2015-06-01",0.5334412,482.4975,1.600324,"Medium","Low","Medium","Medium"
"1315","Bellary","Sandur",2018,6,"CookStove",181097,40.8,396,1,396,"2018-06-01",0.5112301,202.4471,0.5112301,"Medium","Low","Medium","Medium"
"1316","Bellary","Hosapete",2016,1,"CookStove",188965,40.8,161,197,31717,"2016-01-01",0.5334412,16919.15,105.0879,"Medium","Low","Medium","Medium"
"1317","Bellary","Huvinahadagali",2016,1,"SolarLight",27967,40.8,10,2,20,"2016-01-01",0.0789498,1.578996,0.1578996,"Medium","Low","Medium","Medium"
"1318","Bellary","Huvinahadagali",2016,10,"CookStove",27967,40.8,161,6,966,"2016-10-01",0.0789498,76.26551,0.4736988,"Medium","Low","Medium","Medium"
"1319","Bellary","Kudligi",2017,2,"SolarLight",255932,40.8,381,1.5,571.5,"2017-02-01",0.7224865,412.9011,1.08373,"Medium","Low","Medium","Medium"
"1320","Bellary","Kudligi",2015,4,"CookStove",255932,40.8,161,1,161,"2015-04-01",0.7224865,116.3203,0.7224865,"Medium","Low","Medium","Medium"
"1321","Bellary","Hosapete",2015,4,"SolarLight",188965,40.8,642,2,1284,"2015-04-01",0.5334412,684.9385,1.066882,"Medium","Low","Medium","Medium"
"1322","Bellary","Hagaribommanahalli",2018,6,"CookStove",188238,40.8,396,20,7920,"2018-06-01",0.5313889,4208.6,10.62778,"Medium","Low","Medium","Medium"
"1323","Bellary","Huvinahadagali",2017,7,"CookStove",27967,40.8,133,19,2527,"2017-07-01",0.0789498,199.5061,1.500046,"Medium","Low","Medium","Medium"
"1324","Bellary","Siruguppa",2017,9,"SolarLight",190388,40.8,346,1,346,"2017-09-01",0.5374582,185.9606,0.5374582,"Medium","Low","Medium","Medium"
"1325","Bellary","Kudligi",2014,8,"GobarGasPlant",255932,40.8,240,1,240,"2014-08-01",0.7224865,173.3968,0.7224865,"Medium","Low","Medium","Medium"
"1326","Bellary","Kudligi",2017,9,"SolarLight",255932,40.8,10,2,20,"2017-09-01",0.7224865,14.44973,1.444973,"Medium","Low","Medium","Medium"
"1327","Bellary","Hagaribommanahalli",2014,10,"CookStove",188238,40.8,161,3,483,"2014-10-01",0.5313889,256.6608,1.594167,"Medium","Low","Medium","Medium"
"1328","Bellary","Siruguppa",2015,6,"CookStove",190388,40.8,161,5,805,"2015-06-01",0.5374582,432.6539,2.687291,"Medium","Low","Medium","Medium"
"1329","Bellary","Huvinahadagali",2015,1,"GobarGasPlant",27967,40.8,254,1.5,381,"2015-01-01",0.0789498,30.07987,0.1184247,"Medium","Low","Medium","Medium"
"1330","Bellary","Huvinahadagali",2017,11,"SolarLight",27967,40.8,909,1,909,"2017-11-01",0.0789498,71.76537,0.0789498,"Medium","Low","Medium","Medium"
"1331","Bellary","Huvinahadagali",2014,9,"SolarLight",27967,40.8,934,1,934,"2014-09-01",0.0789498,73.73911,0.0789498,"Medium","Low","Medium","Medium"
"1332","Bellary","Kudligi",2015,8,"CookStove",255932,40.8,301.5,5.5,1658.25,"2015-08-01",0.7224865,1198.063,3.973676,"Medium","Low","Medium","Medium"
"1333","Bellary","Bellary",2015,2,"GobarGasPlant",360484,40.8,94,3,282,"2015-02-01",1.017633,286.9725,3.052899,"Medium","Low","Medium","Medium"
"1334","Bellary","Bellary",2017,3,"SolarLight",360484,40.8,283.5,1,283.5,"2017-03-01",1.017633,288.4989,1.017633,"Medium","Low","Medium","Medium"
"1335","Bellary","Sandur",2014,12,"SolarLight",181097,40.8,274,1,274,"2014-12-01",0.5112301,140.077,0.5112301,"Medium","Low","Medium","Medium"
"1336","Bellary","Hosapete",2018,8,"GreenwayJumboStoveGJS1",188965,40.8,396,3,1188,"2018-08-01",0.5334412,633.7281,1.600324,"Medium","Low","Medium","Medium"
"1337","Bellary","Hosapete",2018,2,"CookStove",188965,40.8,133,21,2793,"2018-02-01",0.5334412,1489.901,11.20226,"Medium","Low","Medium","Medium"
"1338","Bellary","Sandur",2018,4,"CookStove",181097,40.8,133,31,4123,"2018-04-01",0.5112301,2107.802,15.84813,"Medium","Low","Medium","Medium"
"1339","Bellary","Sandur",2018,7,"SolarLight",181097,40.8,605,2.5,1512.5,"2018-07-01",0.5112301,773.2355,1.278075,"Medium","Low","Medium","Medium"
"1340","Bellary","Hosapete",2018,3,"SolarLight",188965,40.8,265,1,265,"2018-03-01",0.5334412,141.3619,0.5334412,"Medium","Low","Medium","Medium"
"1341","Bellary","Bellary",2018,2,"SolarLight",360484,40.8,270,1,270,"2018-02-01",1.017633,274.7609,1.017633,"Medium","Low","Medium","Medium"
"1342","Bellary","Siruguppa",2018,2,"SolarLight",190388,40.8,439.5,1,439.5,"2018-02-01",0.5374582,236.2129,0.5374582,"Medium","Low","Medium","Medium"
"1343","Bellary","Bellary",2014,12,"CookStove",360484,40.8,433,27.66667,11979.67,"2014-12-01",1.017633,12190.9,28.15451,"Medium","Low","Medium","Medium"
"1344","Bellary","Kudligi",2018,6,"SolarLight",255932,40.8,940,1,940,"2018-06-01",0.7224865,679.1373,0.7224865,"Medium","Low","Medium","Medium"
"1345","Bellary","Huvinahadagali",2017,11,"CookStove",27967,40.8,264.5,5.5,1454.75,"2017-11-01",0.0789498,114.8522,0.4342239,"Medium","Low","Medium","Medium"
"1346","Bellary","Siruguppa",2014,12,"CookStove",190388,40.8,161,23,3703,"2014-12-01",0.5374582,1990.208,12.36154,"Medium","Low","Medium","Medium"
"1347","Bellary","Siruguppa",2018,3,"SolarLight",190388,40.8,732,1,732,"2018-03-01",0.5374582,393.4194,0.5374582,"Medium","Low","Medium","Medium"
"1348","Bellary","Hosapete",2015,12,"SolarLight",188965,40.8,274,4,1096,"2015-12-01",0.5334412,584.6516,2.133765,"Medium","Low","Medium","Medium"
"1349","Bellary","Siruguppa",2014,11,"CookStove",190388,40.8,161,14,2254,"2014-11-01",0.5374582,1211.431,7.524415,"Medium","Low","Medium","Medium"
"1350","Bellary","Siruguppa",2017,10,"SolarLight",190388,40.8,445,1,445,"2017-10-01",0.5374582,239.1689,0.5374582,"Medium","Low","Medium","Medium"
"1351","Bellary","Hagaribommanahalli",2018,8,"GreenwayJumboStoveGJS1",188238,40.8,396,5,1980,"2018-08-01",0.5313889,1052.15,2.656944,"Medium","Low","Medium","Medium"
"1352","Bellary","Hagaribommanahalli",2014,11,"CookStove",188238,40.8,161,28,4508,"2014-11-01",0.5313889,2395.501,14.87889,"Medium","Low","Medium","Medium"
"1353","Bellary","Huvinahadagali",2018,1,"SolarLight",27967,40.8,909,1,909,"2018-01-01",0.0789498,71.76537,0.0789498,"Medium","Low","Medium","Medium"
"1354","Bellary","Kudligi",2018,1,"SolarLight",255932,40.8,10,1,10,"2018-01-01",0.7224865,7.224865,0.7224865,"Medium","Low","Medium","Medium"
"1355","Bellary","Sandur",2017,8,"CookStove",181097,40.8,264.5,5,1322.5,"2017-08-01",0.5112301,676.1018,2.55615,"Medium","Low","Medium","Medium"
"1356","Bellary","Hosapete",2015,4,"CookStove",188965,40.8,525.6667,2,1051.333,"2015-04-01",0.5334412,560.8245,1.066882,"Medium","Low","Medium","Medium"
"1357","Bellary","Sandur",2015,1,"CookStove",181097,40.8,301.5,33.5,10100.25,"2015-01-01",0.5112301,5163.552,17.12621,"Medium","Low","Medium","Medium"
