branch,district,yr_applied,mo_applied,product,population,poverty,price,count,loan_per_branch,agg_date,pop_wt,weighted_loans_bybranchprod,weighted_count_bybranchprod
"Kadur","Chikmagalur",2017,1,"CookStove",234794,14.7,161,13,2093,"2017-01-01",.6628147,1387.271,8.616591
"Kadur","Chikmagalur",2014,12,"SolarLight",234794,14.7,417.7778,2.222222,928.3951,"2014-12-01",.6628147,615.3539,1.472922
"Kadur","Chikmagalur",2013,3,"SolarLight",234794,14.7,313.125,1.625,508.8281,"2013-03-01",.6628147,337.2588,1.077074
"Kadur","Chikmagalur",2013,11,"SolarLight",234794,14.7,623,1,623,"2013-11-01",.6628147,412.9336,.6628147
"Kadur","Chikmagalur",2017,8,"SolarLight",234794,14.7,379.75,2,759.5,"2017-08-01",.6628147,503.4078,1.325629
"Kadur","Chikmagalur",2017,3,"SolarLight",234794,14.7,329.4,1.8,592.92,"2017-03-01",.6628147,392.9961,1.193066
"Kadur","Chikmagalur",2016,12,"SolarLight",234794,14.7,355.8,4.6,1636.68,"2016-12-01",.6628147,1084.816,3.048948
"Kadur","Chikmagalur",2016,1,"SolarLight",234794,14.7,189,2.5,472.5,"2016-01-01",.6628147,313.18,1.657037
"Kadur","Chikmagalur",2014,1,"SolarLight",234794,14.7,332.2143,3.928571,1305.128,"2014-01-01",.6628147,865.0578,2.603915
"Kadur","Chikmagalur",2013,6,"GobarGasPlant",234794,14.7,10,1,10,"2013-06-01",.6628147,6.628147,.6628147
"Kadur","Chikmagalur",2013,12,"SolarLight",234794,14.7,349.5,1.9375,677.1563,"2013-12-01",.6628147,448.8291,1.284204
"Kadur","Chikmagalur",2018,7,"SolarLight",234794,14.7,308.8333,6.5,2007.417,"2018-07-01",.6628147,1330.545,4.308296
"Kadur","Chikmagalur",2015,8,"CookStove",234794,14.7,161,73,11753,"2015-08-01",.6628147,7790.062,48.38548
"Kadur","Chikmagalur",2014,2,"SolarLight",234794,14.7,326,2.75,896.5,"2014-02-01",.6628147,594.2134,1.822741
"Kadur","Chikmagalur",2012,10,"GobarGasPlant",234794,14.7,535.25,1.5,802.875,"2012-10-01",.6628147,532.1574,.9942221
"Kadur","Chikmagalur",2017,6,"SolarLight",234794,14.7,437.75,1.5,656.625,"2017-06-01",.6628147,435.2207,.9942221
"Kadur","Chikmagalur",2017,3,"CookStove",234794,14.7,133,32,4256,"2017-03-01",.6628147,2820.939,21.21007
"Kadur","Chikmagalur",2015,6,"SolarLight",234794,14.7,347.125,2.125,737.6406,"2015-06-01",.6628147,488.9191,1.408481
"Kadur","Chikmagalur",2015,4,"SolarLight",234794,14.7,364,1.571429,572,"2015-04-01",.6628147,379.13,1.041566
"Kadur","Chikmagalur",2015,7,"SolarLight",234794,14.7,564.2857,3.285714,1854.082,"2015-07-01",.6628147,1228.913,2.17782
"Kadur","Chikmagalur",2014,6,"SolarLight",234794,14.7,351.5555,1.333333,468.7408,"2014-06-01",.6628147,310.6883,.883753
"Kadur","Chikmagalur",2017,10,"SolarLight",234794,14.7,507.5,1.5,761.25,"2017-10-01",.6628147,504.5677,.9942221
"Kadur","Chikmagalur",2014,10,"CookStove",234794,14.7,301.5,112,33768,"2014-10-01",.6628147,22381.93,74.23525
"Kadur","Chikmagalur",2016,1,"CookStove",234794,14.7,161,53,8533,"2016-01-01",.6628147,5655.798,35.12918
"Kadur","Chikmagalur",2017,12,"CookStove",234794,14.7,264.5,4.5,1190.25,"2017-12-01",.6628147,788.9152,2.982666
"Kadur","Chikmagalur",2014,3,"SolarLight",234794,14.7,376.2222,1.555556,585.2346,"2014-03-01",.6628147,387.9021,1.031045
"Kadur","Chikmagalur",2018,9,"GreenwayJumboStoveGJS1",234794,14.7,396,30,11880,"2018-09-01",.6628147,7874.239,19.88444
"Kadur","Chikmagalur",2017,2,"SolarLight",234794,14.7,270.3333,2.333333,630.7778,"2017-02-01",.6628147,418.0888,1.546568
"Kadur","Chikmagalur",2015,2,"CookStove",234794,14.7,301.5,26,7839,"2015-02-01",.6628147,5195.805,17.23318
"Kadur","Chikmagalur",2013,9,"SolarLight",234794,14.7,340,1.75,595,"2013-09-01",.6628147,394.3748,1.159926
"Kadur","Chikmagalur",2014,8,"SolarLight",234794,14.7,352.4286,1.928571,679.6837,"2014-08-01",.6628147,450.5044,1.278286
"Kadur","Chikmagalur",2014,7,"SolarLight",234794,14.7,360.9231,1.692308,610.7929,"2014-07-01",.6628147,404.8425,1.121686
"Kadur","Chikmagalur",2013,4,"SolarLight",234794,14.7,337.75,2.125,717.7188,"2013-04-01",.6628147,475.7146,1.408481
"Kadur","Chikmagalur",2015,11,"CookStove",234794,14.7,161,51,8211,"2015-11-01",.6628147,5442.372,33.80355
"Kadur","Chikmagalur",2014,9,"SolarLight",234794,14.7,284.2,1.7,483.14,"2014-09-01",.6628147,320.2323,1.126785
"Kadur","Chikmagalur",2017,7,"CookStove",234794,14.7,133,9,1197,"2017-07-01",.6628147,793.3892,5.965333
"Kadur","Chikmagalur",2013,5,"SolarLight",234794,14.7,483,1.333333,644,"2013-05-01",.6628147,426.8527,.883753
"Kadur","Chikmagalur",2014,11,"SolarLight",234794,14.7,312.7778,3.555556,1112.099,"2014-11-01",.6628147,737.1154,2.356675
"Kadur","Chikmagalur",2017,11,"CookStove",234794,14.7,264.5,13,3438.5,"2017-11-01",.6628147,2279.088,8.616591
"Kadur","Chikmagalur",2016,7,"SolarLight",234794,14.7,353.2857,1.714286,605.6326,"2016-07-01",.6628147,401.4222,1.136254
"Kadur","Chikmagalur",2013,1,"SolarLight",234794,14.7,295.8571,4.142857,1225.694,"2013-01-01",.6628147,812.408,2.745947
"Kadur","Chikmagalur",2017,10,"CookStove",234794,14.7,264.5,25,6612.5,"2017-10-01",.6628147,4382.862,16.57037
"Kadur","Chikmagalur",2013,4,"GobarGasPlant",234794,14.7,10,5,50,"2013-04-01",.6628147,33.14074,3.314074
"Kadur","Chikmagalur",2017,12,"SolarLight",234794,14.7,327.4,1.8,589.32,"2017-12-01",.6628147,390.61,1.193066
"Kadur","Chikmagalur",2015,1,"SolarLight",234794,14.7,278.1,2.4,667.44,"2015-01-01",.6628147,442.3891,1.590755
"Kadur","Chikmagalur",2017,7,"SolarLight",234794,14.7,387.5,1.75,678.125,"2017-07-01",.6628147,449.4713,1.159926
"Kadur","Chikmagalur",2015,3,"SolarLight",234794,14.7,353.1429,1.571429,554.9388,"2015-03-01",.6628147,367.8216,1.041566
"Kadur","Chikmagalur",2015,7,"CookStove",234794,14.7,301.5,17,5125.5,"2015-07-01",.6628147,3397.257,11.26785
"Kadur","Chikmagalur",2015,10,"SolarLight",234794,14.7,360,2.75,990,"2015-10-01",.6628147,656.1866,1.822741
"Kadur","Chikmagalur",2013,7,"SolarLight",234794,14.7,402.75,1.5,604.125,"2013-07-01",.6628147,400.4229,.9942221
"Kadur","Chikmagalur",2018,1,"SolarLight",234794,14.7,337.2,1.8,606.96,"2018-01-01",.6628147,402.302,1.193066
"Kadur","Chikmagalur",2015,5,"CookStove",234794,14.7,301.5,60,18090,"2015-05-01",.6628147,11990.32,39.76888
"Kadur","Chikmagalur",2018,2,"SolarLight",234794,14.7,372.4,3.6,1340.64,"2018-02-01",.6628147,888.5959,2.386133
"Kadur","Chikmagalur",2018,7,"CookStove",234794,14.7,396,8,3168,"2018-07-01",.6628147,2099.797,5.302518
"Kadur","Chikmagalur",2015,9,"SolarLight",234794,14.7,420.5555,3,1261.667,"2015-09-01",.6628147,836.2513,1.988444
"Kadur","Chikmagalur",2016,3,"SolarLight",234794,14.7,164,2,328,"2016-03-01",.6628147,217.4032,1.325629
"Kadur","Chikmagalur",2014,2,"GobarGasPlant",234794,14.7,10,1,10,"2014-02-01",.6628147,6.628147,.6628147
"Kadur","Chikmagalur",2014,12,"CookStove",234794,14.7,404.3333,59.66667,24125.22,"2014-12-01",.6628147,15990.55,39.54795
"Kadur","Chikmagalur",2015,8,"SolarLight",234794,14.7,230.1667,1.5,345.25,"2015-08-01",.6628147,228.8368,.9942221
"Kadur","Chikmagalur",2013,6,"SolarLight",234794,14.7,341,1,341,"2013-06-01",.6628147,226.0198,.6628147
"Kadur","Chikmagalur",2013,10,"SolarLight",234794,14.7,368.5,1.5,552.75,"2013-10-01",.6628147,366.3708,.9942221
"Kadur","Chikmagalur",2017,5,"SolarLight",234794,14.7,300.3333,1,300.3333,"2017-05-01",.6628147,199.0654,.6628147
"Kadur","Chikmagalur",2013,8,"SolarLight",234794,14.7,398.3333,7.333333,2921.111,"2013-08-01",.6628147,1936.156,4.860641
"Kadur","Chikmagalur",2012,12,"SolarLight",234794,14.7,397.6,2.8,1113.28,"2012-12-01",.6628147,737.8984,1.855881
"Kadur","Chikmagalur",2018,6,"SolarLight",234794,14.7,452,4.333333,1958.667,"2018-06-01",.6628147,1298.233,2.872197
"Kadur","Chikmagalur",2016,7,"CookStove",234794,14.7,161,42,6762,"2016-07-01",.6628147,4481.953,27.83822
"Kanakapura","Ramanagara",2017,10,"SolarLight",296863,10.5,430.2857,7.285714,3134.939,"2017-10-01",.8380332,2627.183,6.10567
"Kanakapura","Ramanagara",2018,8,"GreenwayJumboStoveGJS1",296863,10.5,396,1,396,"2018-08-01",.8380332,331.8611,.8380332
"Kanakapura","Ramanagara",2018,6,"SolarLight",296863,10.5,555.5,10.5,5832.75,"2018-06-01",.8380332,4888.038,8.799349
"Kanakapura","Ramanagara",2018,6,"CookStove",296863,10.5,396,38,15048,"2018-06-01",.8380332,12610.72,31.84526
"Kanakapura","Ramanagara",2017,11,"SolarLight",296863,10.5,455,2.333333,1061.667,"2017-11-01",.8380332,889.7119,1.955411
"Kanakapura","Ramanagara",2017,11,"CookStove",296863,10.5,133,100,13300,"2017-11-01",.8380332,11145.84,83.80332
"Kanakapura","Ramanagara",2017,7,"SolarLight",296863,10.5,909,2,1818,"2017-07-01",.8380332,1523.544,1.676066
"Kanakapura","Ramanagara",2017,3,"SolarLight",296863,10.5,274,1,274,"2017-03-01",.8380332,229.6211,.8380332
"Kanakapura","Ramanagara",2018,7,"CookStove",296863,10.5,396,14,5544,"2018-07-01",.8380332,4646.056,11.73246
"Kanakapura","Ramanagara",2017,5,"SolarLight",296863,10.5,193,1,193,"2017-05-01",.8380332,161.7404,.8380332
"Kanakapura","Ramanagara",2018,1,"CookStove",296863,10.5,264.5,120.5,31872.25,"2018-01-01",.8380332,26710,100.983
"Kanakapura","Ramanagara",2017,7,"CookStove",296863,10.5,133,236,31388,"2017-07-01",.8380332,26304.19,197.7758
"Kanakapura","Ramanagara",2017,12,"CookStove",296863,10.5,133,112,14896,"2017-12-01",.8380332,12483.34,93.85972
"Kanakapura","Ramanagara",2018,4,"SolarLight",296863,10.5,555.5,2,1111,"2018-04-01",.8380332,931.0549,1.676066
"Kanakapura","Ramanagara",2018,3,"SolarLight",296863,10.5,594.5,2,1189,"2018-03-01",.8380332,996.4215,1.676066
"Kanakapura","Ramanagara",2017,2,"SolarLight",296863,10.5,255,2.5,637.5,"2017-02-01",.8380332,534.2462,2.095083
"Kanakapura","Ramanagara",2017,8,"SolarLight",296863,10.5,546.25,2,1092.5,"2017-08-01",.8380332,915.5513,1.676066
"Kanakapura","Ramanagara",2018,8,"SolarLight",296863,10.5,455,8,3640,"2018-08-01",.8380332,3050.441,6.704266
"Kanakapura","Ramanagara",2017,1,"CookStove",296863,10.5,278.5,10.5,2924.25,"2017-01-01",.8380332,2450.619,8.799349
"Kanakapura","Ramanagara",2017,6,"CookStove",296863,10.5,264.5,264,69828,"2017-06-01",.8380332,58518.18,221.2408
"Kanakapura","Ramanagara",2017,9,"CookStove",296863,10.5,133,80,10640,"2017-09-01",.8380332,8916.674,67.04266
"Kanakapura","Ramanagara",2018,9,"SolarLight",296863,10.5,909,6,5454,"2018-09-01",.8380332,4570.633,5.028199
"Kanakapura","Ramanagara",2018,9,"GreenwayJumboStoveGJS1",296863,10.5,396,22,8712,"2018-09-01",.8380332,7300.945,18.43673
"Kanakapura","Ramanagara",2017,2,"CookStove",296863,10.5,325.3333,28.66667,9326.223,"2017-02-01",.8380332,7815.684,24.02362
"Kanakapura","Ramanagara",2015,12,"SolarLight",296863,10.5,263,1,263,"2015-12-01",.8380332,220.4027,.8380332
"Kanakapura","Ramanagara",2017,9,"SolarLight",296863,10.5,466.3333,4.666667,2176.222,"2017-09-01",.8380332,1823.746,3.910822
"Kanakapura","Ramanagara",2016,12,"SolarLight",296863,10.5,274,2,548,"2016-12-01",.8380332,459.2422,1.676066
"Kanakapura","Ramanagara",2016,12,"CookStove",296863,10.5,161,21,3381,"2016-12-01",.8380332,2833.39,17.5987
"Kanakapura","Ramanagara",2016,11,"CookStove",296863,10.5,161,1,161,"2016-11-01",.8380332,134.9233,.8380332
"Kanakapura","Ramanagara",2017,5,"CookStove",296863,10.5,133,4,532,"2017-05-01",.8380332,445.8337,3.352133
