"","Region","Year","specialization","seats"
"1376","East",2008,"kids",66
"1377","East",2009,"kids",71
"1378","East",2010,"kids",73
"1379","East",2011,"kids",89
"1380","East",2012,"kids",124
"1381","East",2013,"kids",128
"1382","East",2014,"kids",137
"1383","East",2015,"kids",150
"1384","East",2016,"kids",152
"1385","East",2017,"kids",193
"1386","East",2018,"kids",211
"1387","East",1998,"liver",0
"1388","East",1999,"liver",0
"1389","East",2000,"liver",0
"1390","East",2001,"liver",0
"1391","East",2002,"liver",0
"1392","East",2003,"liver",0
"1393","East",2004,"liver",0
"1394","East",2005,"liver",0
"1395","East",2006,"liver",0
"1396","East",2007,"liver",0
"1397","East",2008,"liver",0
"1398","East",2009,"liver",0
"1399","East",2010,"liver",0
"1400","East",2011,"liver",0
"1401","East",2012,"liver",2
"1402","East",2013,"liver",2
"1403","East",2014,"liver",2
"1404","East",2015,"liver",2
"1405","East",2016,"liver",2
"1406","East",2017,"liver",2
"1407","East",2018,"liver",2
"1408","East",1998,"lung",14
"1409","East",1999,"lung",14
"1410","East",2000,"lung",14
"1411","East",2001,"lung",14
"1412","East",2002,"lung",14
"1413","East",2003,"lung",14
"1414","East",2004,"lung",14
"1415","East",2005,"lung",14
"1416","East",2006,"lung",14
"1417","East",2007,"lung",14
"1418","East",2008,"lung",14
"1419","East",2009,"lung",16
"1420","East",2010,"lung",16
"1421","East",2011,"lung",16
"1422","East",2012,"lung",16
"1423","East",2013,"lung",16
"1424","East",2014,"lung",26
"1425","East",2015,"lung",28
"1426","East",2016,"lung",29
"1427","East",2017,"lung",41
"1428","East",2018,"lung",42
"1429","East",1998,"microscopic",27
"1430","East",1999,"microscopic",27
"1431","East",2000,"microscopic",27
"1432","East",2001,"microscopic",27
"1433","East",2002,"microscopic",27
"1434","East",2003,"microscopic",27
"1435","East",2004,"microscopic",31
"1436","East",2005,"microscopic",31
"1437","East",2006,"microscopic",31
"1438","East",2007,"microscopic",33
"1439","East",2008,"microscopic",39
"1440","East",2009,"microscopic",44
"1441","East",2010,"microscopic",44
"1442","East",2011,"microscopic",57
"1443","East",2012,"microscopic",61
"1444","East",2013,"microscopic",66
"1445","East",2014,"microscopic",66
"1446","East",2015,"microscopic",73
"1447","East",2016,"microscopic",73
"1448","East",2017,"microscopic",85
"1449","East",2018,"microscopic",98
"1450","East",1998,"pain",0
"1451","East",1999,"pain",0
"1452","East",2000,"pain",0
"1453","East",2001,"pain",0
"1454","East",2002,"pain",0
"1455","East",2003,"pain",0
"1456","East",2004,"pain",0
"1457","East",2005,"pain",0
"1458","East",2006,"pain",0
"1459","East",2007,"pain",0
"1460","East",2008,"pain",0
"1461","East",2009,"pain",0
"1462","East",2010,"pain",0
"1463","East",2011,"pain",0
"1464","East",2012,"pain",0
"1465","East",2013,"pain",0
"1466","East",2014,"pain",0
"1467","East",2015,"pain",0
"1468","East",2016,"pain",0
"1469","East",2017,"pain",0
"1470","East",2018,"pain",0
"1471","East",1998,"pathology",39
"1472","East",1999,"pathology",39
"1473","East",2000,"pathology",39
"1474","East",2001,"pathology",39
"1475","East",2002,"pathology",39
"1476","East",2003,"pathology",39
"1477","East",2004,"pathology",43
"1478","East",2005,"pathology",43
"1479","East",2006,"pathology",45
"1480","East",2007,"pathology",46
"1481","East",2008,"pathology",55
"1482","East",2009,"pathology",81
"1483","East",2010,"pathology",93
"1484","East",2011,"pathology",110
"1485","East",2012,"pathology",119
"1486","East",2013,"pathology",117
"1487","East",2014,"pathology",117
"1488","East",2015,"pathology",120
"1489","East",2016,"pathology",139
"1490","East",2017,"pathology",147
"1491","East",2018,"pathology",173
"1492","East",1998,"pharma",20
"1493","East",1999,"pharma",20
"1494","East",2000,"pharma",20
"1495","East",2001,"pharma",20
"1496","East",2002,"pharma",20
"1497","East",2003,"pharma",20
"1498","East",2004,"pharma",28
"1499","East",2005,"pharma",28
"1500","East",2006,"pharma",28
"1501","East",2007,"pharma",31
"1502","East",2008,"pharma",31
"1503","East",2009,"pharma",31
"1504","East",2010,"pharma",35
"1505","East",2011,"pharma",52
"1506","East",2012,"pharma",62
"1507","East",2013,"pharma",70
"1508","East",2014,"pharma",72
"1509","East",2015,"pharma",84
"1510","East",2016,"pharma",86
"1511","East",2017,"pharma",101
"1512","East",2018,"pharma",103
"1513","East",1998,"physiology",26
"1514","East",1999,"physiology",26
"1515","East",2000,"physiology",26
"1516","East",2001,"physiology",26
"1517","East",2002,"physiology",26
"1518","East",2003,"physiology",26
"1519","East",2004,"physiology",29
"1520","East",2005,"physiology",29
"1521","East",2006,"physiology",29
"1522","East",2007,"physiology",29
"1523","East",2008,"physiology",34
"1524","East",2009,"physiology",41
"1525","East",2010,"physiology",43
"1526","East",2011,"physiology",58
"1527","East",2012,"physiology",67
"1528","East",2013,"physiology",70
"1529","East",2014,"physiology",77
"1530","East",2015,"physiology",85
"1531","East",2016,"physiology",87
"1532","East",2017,"physiology",87
"1533","East",2018,"physiology",98
"1534","East",1998,"plastic",6
"1535","East",1999,"plastic",6
"1536","East",2000,"plastic",6
"1537","East",2001,"plastic",6
"1538","East",2002,"plastic",6
"1539","East",2003,"plastic",6
"1540","East",2004,"plastic",6
"1541","East",2005,"plastic",6
"1542","East",2006,"plastic",6
"1543","East",2007,"plastic",8
"1544","East",2008,"plastic",9
"1545","East",2009,"plastic",9
"1546","East",2010,"plastic",15
"1547","East",2011,"plastic",15
"1548","East",2012,"plastic",16
"1549","East",2013,"plastic",16
"1550","East",2014,"plastic",17
"1551","East",2015,"plastic",18
"1552","East",2016,"plastic",18
"1553","East",2017,"plastic",26
"1554","East",2018,"plastic",26
"1555","East",1998,"psych",0
"1556","East",1999,"psych",0
"1557","East",2000,"psych",0
"1558","East",2001,"psych",0
"1559","East",2002,"psych",0
"1560","East",2003,"psych",0
"1561","East",2004,"psych",0
"1562","East",2005,"psych",0
"1563","East",2006,"psych",0
"1564","East",2007,"psych",0
"1565","East",2008,"psych",0
"1566","East",2009,"psych",0
"1567","East",2010,"psych",0
"1568","East",2011,"psych",0
"1569","East",2012,"psych",0
"1570","East",2013,"psych",0
"1571","East",2014,"psych",0
"1572","East",2015,"psych",0
"1573","East",2016,"psych",0
"1574","East",2017,"psych",0
"1575","East",2018,"psych",0
"1576","East",1998,"public_health",22
"1577","East",1999,"public_health",22
"1578","East",2000,"public_health",22
"1579","East",2001,"public_health",22
"1580","East",2002,"public_health",22
"1581","East",2003,"public_health",22
"1582","East",2004,"public_health",25
"1583","East",2005,"public_health",25
"1584","East",2006,"public_health",25
"1585","East",2007,"public_health",25
"1586","East",2008,"public_health",25
"1587","East",2009,"public_health",35
"1588","East",2010,"public_health",40
"1589","East",2011,"public_health",106
"1590","East",2012,"public_health",117
"1591","East",2013,"public_health",120
"1592","East",2014,"public_health",74
"1593","East",2015,"public_health",84
"1594","East",2016,"public_health",84
"1595","East",2017,"public_health",90
"1596","East",2018,"public_health",98
"1597","East",1998,"radiation",31
"1598","East",1999,"radiation",31
"1599","East",2000,"radiation",31
"1600","East",2001,"radiation",31
"1601","East",2002,"radiation",31
"1602","East",2003,"radiation",31
"1603","East",2004,"radiation",37
"1604","East",2005,"radiation",37
"1605","East",2006,"radiation",39
"1606","East",2007,"radiation",39
"1607","East",2008,"radiation",39
"1608","East",2009,"radiation",39
"1609","East",2010,"radiation",49
"1610","East",2011,"radiation",51
"1611","East",2012,"radiation",60
"1612","East",2013,"radiation",61
"1613","East",2014,"radiation",70
"1614","East",2015,"radiation",76
"1615","East",2016,"radiation",85
"1616","East",2017,"radiation",124
"1617","East",2018,"radiation",136
"1618","East",1998,"rehab",5
"1619","East",1999,"rehab",5
"1620","East",2000,"rehab",5
"1621","East",2001,"rehab",5
"1622","East",2002,"rehab",5
"1623","East",2003,"rehab",5
"1624","East",2004,"rehab",5
"1625","East",2005,"rehab",5
"1626","East",2006,"rehab",5
"1627","East",2007,"rehab",5
"1628","East",2008,"rehab",5
"1629","East",2009,"rehab",5
"1630","East",2010,"rehab",5
"1631","East",2011,"rehab",6
"1632","East",2012,"rehab",6
"1633","East",2013,"rehab",6
"1634","East",2014,"rehab",6
"1635","East",2015,"rehab",6
"1636","East",2016,"rehab",7
"1637","East",2017,"rehab",10
"1638","East",2018,"rehab",10
"1639","East",1998,"reproduction",107
"1640","East",1999,"reproduction",107
"1641","East",2000,"reproduction",107
"1642","East",2001,"reproduction",107
"1643","East",2002,"reproduction",107
"1644","East",2003,"reproduction",107
"1645","East",2004,"reproduction",121
"1646","East",2005,"reproduction",121
"1647","East",2006,"reproduction",125
"1648","East",2007,"reproduction",133
"1649","East",2008,"reproduction",133
"1650","East",2009,"reproduction",139
"1651","East",2010,"reproduction",145
"1652","East",2011,"reproduction",151
"1653","East",2012,"reproduction",185
"1654","East",2013,"reproduction",187
"1655","East",2014,"reproduction",187
"1656","East",2015,"reproduction",200
"1657","East",2016,"reproduction",219
"1658","East",2017,"reproduction",296
"1659","East",2018,"reproduction",317
"1660","East",1998,"research",0
"1661","East",1999,"research",0
"1662","East",2000,"research",0
"1663","East",2001,"research",0
"1664","East",2002,"research",0
"1665","East",2003,"research",0
"1666","East",2004,"research",0
"1667","East",2005,"research",0
"1668","East",2006,"research",0
"1669","East",2007,"research",0
"1670","East",2008,"research",0
"1671","East",2009,"research",0
"1672","East",2010,"research",0
"1673","East",2011,"research",0
"1674","East",2012,"research",0
"1675","East",2013,"research",0
"1676","East",2014,"research",0
"1677","East",2015,"research",0
"1678","East",2016,"research",0
"1679","East",2017,"research",0
"1680","East",2018,"research",0
"1681","East",1998,"skin",15
"1682","East",1999,"skin",15
"1683","East",2000,"skin",15
"1684","East",2001,"skin",15
"1685","East",2002,"skin",15
"1686","East",2003,"skin",15
"1687","East",2004,"skin",15
"1688","East",2005,"skin",15
"1689","East",2006,"skin",15
"1690","East",2007,"skin",16
"1691","East",2008,"skin",19
"1692","East",2009,"skin",22
"1693","East",2010,"skin",24
"1694","East",2011,"skin",26
"1695","East",2012,"skin",26
"1696","East",2013,"skin",28
"1697","East",2014,"skin",36
"1698","East",2015,"skin",41
"1699","East",2016,"skin",50
"1700","East",2017,"skin",61
"1701","East",2018,"skin",69
"1702","East",1998,"sport",0
"1703","East",1999,"sport",0
"1704","East",2000,"sport",0
"1705","East",2001,"sport",0
"1706","East",2002,"sport",0
"1707","East",2003,"sport",0
"1708","East",2004,"sport",0
"1709","East",2005,"sport",0
"1710","East",2006,"sport",0
"1711","East",2007,"sport",0
"1712","East",2008,"sport",0
"1713","East",2009,"sport",0
"1714","East",2010,"sport",0
"1715","East",2011,"sport",0
"1716","East",2012,"sport",0
"1717","East",2013,"sport",0
"1718","East",2014,"sport",0
"1719","East",2015,"sport",0
"1720","East",2016,"sport",0
"1721","East",2017,"sport",0
"1722","East",2018,"sport",0
"1723","East",1998,"std",15
"1724","East",1999,"std",15
"1725","East",2000,"std",15
"1726","East",2001,"std",15
"1727","East",2002,"std",15
"1728","East",2003,"std",15
"1729","East",2004,"std",15
"1730","East",2005,"std",15
"1731","East",2006,"std",15
"1732","East",2007,"std",16
"1733","East",2008,"std",19
"1734","East",2009,"std",22
"1735","East",2010,"std",24
"1736","East",2011,"std",26
"1737","East",2012,"std",26
"1738","East",2013,"std",28
"1739","East",2014,"std",36
"1740","East",2015,"std",41
"1741","East",2016,"std",50
"1742","East",2017,"std",61
"1743","East",2018,"std",69
"1744","East",1998,"transport",0
"1745","East",1999,"transport",0
"1746","East",2000,"transport",0
"1747","East",2001,"transport",0
"1748","East",2002,"transport",0
"1749","East",2003,"transport",0
"1750","East",2004,"transport",0
"1751","East",2005,"transport",0
"1752","East",2006,"transport",0
"1753","East",2007,"transport",0
"1754","East",2008,"transport",0
"1755","East",2009,"transport",0
"1756","East",2010,"transport",0
"1757","East",2011,"transport",0
"1758","East",2012,"transport",0
"1759","East",2013,"transport",0
"1760","East",2014,"transport",0
"1761","East",2015,"transport",0
"1762","East",2016,"transport",0
"1763","East",2017,"transport",0
"1764","East",2018,"transport",0
"1765","East",1998,"tropical",7
"1766","East",1999,"tropical",7
"1767","East",2000,"tropical",7
"1768","East",2001,"tropical",7
"1769","East",2002,"tropical",7
"1770","East",2003,"tropical",7
"1771","East",2004,"tropical",7
"1772","East",2005,"tropical",7
"1773","East",2006,"tropical",7
"1774","East",2007,"tropical",7
"1775","East",2008,"tropical",7
"1776","East",2009,"tropical",7
"1777","East",2010,"tropical",7
"1778","East",2011,"tropical",7
"1779","East",2012,"tropical",19
"1780","East",2013,"tropical",19
"1781","East",2014,"tropical",19
"1782","East",2015,"tropical",19
"1783","East",2016,"tropical",31
"1784","East",2017,"tropical",31
"1785","East",2018,"tropical",31
"1786","East",1998,"urine",13
"1787","East",1999,"urine",13
"1788","East",2000,"urine",13
"1789","East",2001,"urine",13
"1790","East",2002,"urine",13
"1791","East",2003,"urine",13
"1792","East",2004,"urine",13
"1793","East",2005,"urine",13
"1794","East",2006,"urine",13
"1795","East",2007,"urine",13
"1796","East",2008,"urine",13
"1797","East",2009,"urine",18
"1798","East",2010,"urine",20
"1799","East",2011,"urine",23
"1800","East",2012,"urine",27
"1801","East",2013,"urine",28
"1802","East",2014,"urine",31
"1803","East",2015,"urine",32
"1804","East",2016,"urine",32
"1805","East",2017,"urine",36
"1806","East",2018,"urine",37
"1807","North",1998,"addiction",0
"1808","North",1999,"addiction",0
"1809","North",2000,"addiction",0
"1810","North",2001,"addiction",0
"1811","North",2002,"addiction",0
"1812","North",2003,"addiction",0
"1813","North",2004,"addiction",0
"1814","North",2005,"addiction",0
"1815","North",2006,"addiction",0
"1816","North",2007,"addiction",0
"1817","North",2008,"addiction",0
"1818","North",2009,"addiction",0
"1819","North",2010,"addiction",0
"1820","North",2011,"addiction",0
"1821","North",2012,"addiction",0
"1822","North",2013,"addiction",0
"1823","North",2014,"addiction",0
"1824","North",2015,"addiction",0
"1825","North",2016,"addiction",0
"1826","North",2017,"addiction",0
"1827","North",2018,"addiction",0
"1828","North",1998,"admin1",58
"1829","North",1999,"admin1",58
"1830","North",2000,"admin1",58
"1831","North",2001,"admin1",58
"1832","North",2002,"admin1",58
"1833","North",2003,"admin1",58
"1834","North",2004,"admin1",58
"1835","North",2005,"admin1",58
"1836","North",2006,"admin1",58
"1837","North",2007,"admin1",58
"1838","North",2008,"admin1",58
"1839","North",2009,"admin1",58
"1840","North",2010,"admin1",58
"1841","North",2011,"admin1",60
"1842","North",2012,"admin1",62
"1843","North",2013,"admin1",62
"1844","North",2014,"admin1",62
"1845","North",2015,"admin1",62
"1846","North",2016,"admin1",62
"1847","North",2017,"admin1",62
"1848","North",2018,"admin1",62
"1849","North",1998,"anatomy",68
"1850","North",1999,"anatomy",68
"1851","North",2000,"anatomy",68
"1852","North",2001,"anatomy",70
"1853","North",2002,"anatomy",70
"1854","North",2003,"anatomy",70
"1855","North",2004,"anatomy",70
"1856","North",2005,"anatomy",70
"1857","North",2006,"anatomy",70
"1858","North",2007,"anatomy",70
"1859","North",2008,"anatomy",70
"1860","North",2009,"anatomy",78
"1861","North",2010,"anatomy",81
"1862","North",2011,"anatomy",105
"1863","North",2012,"anatomy",111
"1864","North",2013,"anatomy",122
"1865","North",2014,"anatomy",127
"1866","North",2015,"anatomy",141
"1867","North",2016,"anatomy",153
"1868","North",2017,"anatomy",156
"1869","North",2018,"anatomy",178
"1870","North",1998,"anesthesia",261
"1871","North",1999,"anesthesia",261
"1872","North",2000,"anesthesia",261
"1873","North",2001,"anesthesia",263
"1874","North",2002,"anesthesia",263
"1875","North",2003,"anesthesia",263
"1876","North",2004,"anesthesia",263
"1877","North",2005,"anesthesia",263
"1878","North",2006,"anesthesia",281
"1879","North",2007,"anesthesia",285
"1880","North",2008,"anesthesia",285
"1881","North",2009,"anesthesia",295
"1882","North",2010,"anesthesia",305
"1883","North",2011,"anesthesia",325
"1884","North",2012,"anesthesia",334
"1885","North",2013,"anesthesia",339
"1886","North",2014,"anesthesia",384
"1887","North",2015,"anesthesia",444
"1888","North",2016,"anesthesia",528
"1889","North",2017,"anesthesia",763
"1890","North",2018,"anesthesia",808
"1891","North",1998,"blood",63
"1892","North",1999,"blood",63
"1893","North",2000,"blood",63
"1894","North",2001,"blood",63
"1895","North",2002,"blood",63
"1896","North",2003,"blood",63
"1897","North",2004,"blood",63
"1898","North",2005,"blood",63
"1899","North",2006,"blood",63
"1900","North",2007,"blood",65
"1901","North",2008,"blood",68
"1902","North",2009,"blood",74
"1903","North",2010,"blood",80
"1904","North",2011,"blood",84
"1905","North",2012,"blood",88
"1906","North",2013,"blood",91
"1907","North",2014,"blood",92
"1908","North",2015,"blood",92
"1909","North",2016,"blood",92
"1910","North",2017,"blood",92
"1911","North",2018,"blood",103
"1912","North",1998,"bones",146
"1913","North",1999,"bones",146
"1914","North",2000,"bones",146
"1915","North",2001,"bones",146
"1916","North",2002,"bones",147
"1917","North",2003,"bones",147
"1918","North",2004,"bones",147
"1919","North",2005,"bones",147
"1920","North",2006,"bones",147
"1921","North",2007,"bones",149
"1922","North",2008,"bones",149
"1923","North",2009,"bones",163
"1924","North",2010,"bones",170
"1925","North",2011,"bones",172
"1926","North",2012,"bones",169
"1927","North",2013,"bones",182
"1928","North",2014,"bones",211
"1929","North",2015,"bones",235
"1930","North",2016,"bones",260
"1931","North",2017,"bones",318
"1932","North",2018,"bones",351
"1933","North",1998,"brain",137
"1934","North",1999,"brain",137
"1935","North",2000,"brain",137
"1936","North",2001,"brain",137
"1937","North",2002,"brain",137
"1938","North",2003,"brain",137
"1939","North",2004,"brain",137
"1940","North",2005,"brain",137
"1941","North",2006,"brain",137
"1942","North",2007,"brain",137
"1943","North",2008,"brain",142
"1944","North",2009,"brain",142
"1945","North",2010,"brain",150
"1946","North",2011,"brain",151
"1947","North",2012,"brain",154
"1948","North",2013,"brain",154
"1949","North",2014,"brain",156
"1950","North",2015,"brain",179
"1951","North",2016,"brain",176
"1952","North",2017,"brain",182
"1953","North",2018,"brain",187
"1954","North",1998,"cancer",69
"1955","North",1999,"cancer",69
"1956","North",2000,"cancer",69
"1957","North",2001,"cancer",69
"1958","North",2002,"cancer",69
"1959","North",2003,"cancer",69
"1960","North",2004,"cancer",70
"1961","North",2005,"cancer",70
"1962","North",2006,"cancer",71
"1963","North",2007,"cancer",71
"1964","North",2008,"cancer",71
"1965","North",2009,"cancer",71
"1966","North",2010,"cancer",71
"1967","North",2011,"cancer",73
"1968","North",2012,"cancer",73
"1969","North",2013,"cancer",73
"1970","North",2014,"cancer",73
"1971","North",2015,"cancer",74
"1972","North",2016,"cancer",74
"1973","North",2017,"cancer",74
"1974","North",2018,"cancer",76
"1975","North",1998,"chest",38
"1976","North",1999,"chest",38
"1977","North",2000,"chest",38
"1978","North",2001,"chest",38
"1979","North",2002,"chest",38
"1980","North",2003,"chest",38
"1981","North",2004,"chest",38
"1982","North",2005,"chest",38
"1983","North",2006,"chest",38
"1984","North",2007,"chest",38
"1985","North",2008,"chest",41
"1986","North",2009,"chest",41
"1987","North",2010,"chest",47
"1988","North",2011,"chest",50
"1989","North",2012,"chest",50
"1990","North",2013,"chest",54
"1991","North",2014,"chest",55
"1992","North",2015,"chest",67
"1993","North",2016,"chest",67
"1994","North",2017,"chest",67
"1995","North",2018,"chest",75
"1996","North",1998,"critical",0
"1997","North",1999,"critical",0
"1998","North",2000,"critical",0
"1999","North",2001,"critical",0
"2000","North",2002,"critical",0
"2001","North",2003,"critical",0
"2002","North",2004,"critical",0
"2003","North",2005,"critical",0
"2004","North",2006,"critical",0
"2005","North",2007,"critical",0
"2006","North",2008,"critical",0
"2007","North",2009,"critical",0
"2008","North",2010,"critical",1
"2009","North",2011,"critical",7
"2010","North",2012,"critical",7
"2011","North",2013,"critical",9
"2012","North",2014,"critical",9
"2013","North",2015,"critical",9
"2014","North",2016,"critical",9
"2015","North",2017,"critical",11
"2016","North",2018,"critical",11
"2017","North",1998,"diabetes",0
"2018","North",1999,"diabetes",0
"2019","North",2000,"diabetes",0
"2020","North",2001,"diabetes",0
"2021","North",2002,"diabetes",0
"2022","North",2003,"diabetes",0
"2023","North",2004,"diabetes",0
"2024","North",2005,"diabetes",0
"2025","North",2006,"diabetes",0
"2026","North",2007,"diabetes",0
"2027","North",2008,"diabetes",0
"2028","North",2009,"diabetes",0
"2029","North",2010,"diabetes",0
"2030","North",2011,"diabetes",0
"2031","North",2012,"diabetes",0
"2032","North",2013,"diabetes",0
"2033","North",2014,"diabetes",0
"2034","North",2015,"diabetes",0
"2035","North",2016,"diabetes",0
"2036","North",2017,"diabetes",0
"2037","North",2018,"diabetes",0
"2038","North",1998,"digestion",48
"2039","North",1999,"digestion",48
"2040","North",2000,"digestion",48
"2041","North",2001,"digestion",48
"2042","North",2002,"digestion",48
"2043","North",2003,"digestion",48
"2044","North",2004,"digestion",48
"2045","North",2005,"digestion",48
"2046","North",2006,"digestion",49
"2047","North",2007,"digestion",49
"2048","North",2008,"digestion",50
"2049","North",2009,"digestion",50
"2050","North",2010,"digestion",50
"2051","North",2011,"digestion",53
"2052","North",2012,"digestion",55
"2053","North",2013,"digestion",55
"2054","North",2014,"digestion",57
"2055","North",2015,"digestion",57
"2056","North",2016,"digestion",57
"2057","North",2017,"digestion",59
"2058","North",2018,"digestion",62
"2059","North",1998,"education",0
"2060","North",1999,"education",0
"2061","North",2000,"education",0
"2062","North",2001,"education",0
"2063","North",2002,"education",0
"2064","North",2003,"education",0
"2065","North",2004,"education",0
"2066","North",2005,"education",0
"2067","North",2006,"education",0
"2068","North",2007,"education",0
"2069","North",2008,"education",0
"2070","North",2009,"education",0
"2071","North",2010,"education",0
"2072","North",2011,"education",0
"2073","North",2012,"education",0
"2074","North",2013,"education",0
"2075","North",2014,"education",0
"2076","North",2015,"education",0
"2077","North",2016,"education",20
"2078","North",2017,"education",20
"2079","North",2018,"education",20
"2080","North",1998,"elderly",15
"2081","North",1999,"elderly",15
"2082","North",2000,"elderly",15
"2083","North",2001,"elderly",15
"2084","North",2002,"elderly",15
"2085","North",2003,"elderly",15
"2086","North",2004,"elderly",15
"2087","North",2005,"elderly",15
"2088","North",2006,"elderly",15
"2089","North",2007,"elderly",15
"2090","North",2008,"elderly",15
"2091","North",2009,"elderly",15
"2092","North",2010,"elderly",15
"2093","North",2011,"elderly",16
"2094","North",2012,"elderly",16
"2095","North",2013,"elderly",16
"2096","North",2014,"elderly",16
"2097","North",2015,"elderly",16
"2098","North",2016,"elderly",16
"2099","North",2017,"elderly",16
"2100","North",2018,"elderly",16
"2101","North",1998,"eye",211
"2102","North",1999,"eye",211
"2103","North",2000,"eye",211
"2104","North",2001,"eye",213
"2105","North",2002,"eye",213
"2106","North",2003,"eye",213
"2107","North",2004,"eye",216
"2108","North",2005,"eye",216
"2109","North",2006,"eye",217
"2110","North",2007,"eye",219
"2111","North",2008,"eye",223
"2112","North",2009,"eye",226
"2113","North",2010,"eye",234
"2114","North",2011,"eye",243
"2115","North",2012,"eye",245
"2116","North",2013,"eye",248
"2117","North",2014,"eye",258
"2118","North",2015,"eye",302
"2119","North",2016,"eye",331
"2120","North",2017,"eye",370
"2121","North",2018,"eye",388
"2122","North",1998,"forensics",41
"2123","North",1999,"forensics",41
"2124","North",2000,"forensics",41
"2125","North",2001,"forensics",41
"2126","North",2002,"forensics",41
"2127","North",2003,"forensics",42
"2128","North",2004,"forensics",44
"2129","North",2005,"forensics",44
"2130","North",2006,"forensics",45
"2131","North",2007,"forensics",45
"2132","North",2008,"forensics",45
"2133","North",2009,"forensics",48
"2134","North",2010,"forensics",53
"2135","North",2011,"forensics",57
"2136","North",2012,"forensics",62
"2137","North",2013,"forensics",67
"2138","North",2014,"forensics",71
"2139","North",2015,"forensics",73
"2140","North",2016,"forensics",80
"2141","North",2017,"forensics",86
"2142","North",2018,"forensics",93
"2143","North",1998,"heart",105
"2144","North",1999,"heart",105
"2145","North",2000,"heart",105
"2146","North",2001,"heart",106
"2147","North",2002,"heart",106
"2148","North",2003,"heart",106
"2149","North",2004,"heart",106
"2150","North",2005,"heart",106
"2151","North",2006,"heart",107
"2152","North",2007,"heart",107
"2153","North",2008,"heart",116
"2154","North",2009,"heart",116
"2155","North",2010,"heart",124
"2156","North",2011,"heart",129
"2157","North",2012,"heart",134
"2158","North",2013,"heart",137
"2159","North",2014,"heart",148
"2160","North",2015,"heart",179
"2161","North",2016,"heart",180
"2162","North",2017,"heart",182
"2163","North",2018,"heart",190
"2164","North",1998,"hormones",16
"2165","North",1999,"hormones",16
"2166","North",2000,"hormones",16
"2167","North",2001,"hormones",16
"2168","North",2002,"hormones",16
"2169","North",2003,"hormones",16
"2170","North",2004,"hormones",20
"2171","North",2005,"hormones",20
"2172","North",2006,"hormones",20
"2173","North",2007,"hormones",20
"2174","North",2008,"hormones",20
"2175","North",2009,"hormones",24
"2176","North",2010,"hormones",24
"2177","North",2011,"hormones",24
"2178","North",2012,"hormones",24
"2179","North",2013,"hormones",24
"2180","North",2014,"hormones",24
"2181","North",2015,"hormones",34
"2182","North",2016,"hormones",34
"2183","North",2017,"hormones",34
"2184","North",2018,"hormones",34
"2185","North",1998,"immunology",4
"2186","North",1999,"immunology",4
"2187","North",2000,"immunology",4
"2188","North",2001,"immunology",4
"2189","North",2002,"immunology",4
"2190","North",2003,"immunology",4
"2191","North",2004,"immunology",4
"2192","North",2005,"immunology",4
"2193","North",2006,"immunology",4
"2194","North",2007,"immunology",4
"2195","North",2008,"immunology",4
"2196","North",2009,"immunology",4
"2197","North",2010,"immunology",4
"2198","North",2011,"immunology",4
"2199","North",2012,"immunology",4
"2200","North",2013,"immunology",4
"2201","North",2014,"immunology",4
"2202","North",2015,"immunology",4
"2203","North",2016,"immunology",4
"2204","North",2017,"immunology",4
"2205","North",2018,"immunology",4
"2206","North",1998,"infectious",57
"2207","North",1999,"infectious",57
"2208","North",2000,"infectious",57
"2209","North",2001,"infectious",57
"2210","North",2002,"infectious",57
"2211","North",2003,"infectious",57
"2212","North",2004,"infectious",57
"2213","North",2005,"infectious",57
"2214","North",2006,"infectious",57
"2215","North",2007,"infectious",57
"2216","North",2008,"infectious",57
"2217","North",2009,"infectious",57
"2218","North",2010,"infectious",57
"2219","North",2011,"infectious",57
"2220","North",2012,"infectious",59
"2221","North",2013,"infectious",59
"2222","North",2014,"infectious",59
"2223","North",2015,"infectious",59
"2224","North",2016,"infectious",59
"2225","North",2017,"infectious",59
"2226","North",2018,"infectious",59
"2227","North",1998,"interdiscipline",58
"2228","North",1999,"interdiscipline",58
"2229","North",2000,"interdiscipline",58
"2230","North",2001,"interdiscipline",58
"2231","North",2002,"interdiscipline",58
"2232","North",2003,"interdiscipline",59
"2233","North",2004,"interdiscipline",59
"2234","North",2005,"interdiscipline",59
"2235","North",2006,"interdiscipline",59
"2236","North",2007,"interdiscipline",59
"2237","North",2008,"interdiscipline",60
"2238","North",2009,"interdiscipline",67
"2239","North",2010,"interdiscipline",73
"2240","North",2011,"interdiscipline",96
"2241","North",2012,"interdiscipline",98
"2242","North",2013,"interdiscipline",101
"2243","North",2014,"interdiscipline",110
"2244","North",2015,"interdiscipline",114
"2245","North",2016,"interdiscipline",124
"2246","North",2017,"interdiscipline",129
"2247","North",2018,"interdiscipline",137
"2248","North",1998,"kidney",25
"2249","North",1999,"kidney",25
"2250","North",2000,"kidney",25
"2251","North",2001,"kidney",25
"2252","North",2002,"kidney",25
"2253","North",2003,"kidney",25
"2254","North",2004,"kidney",25
"2255","North",2005,"kidney",25
"2256","North",2006,"kidney",26
"2257","North",2007,"kidney",26
"2258","North",2008,"kidney",26
"2259","North",2009,"kidney",26
"2260","North",2010,"kidney",27
"2261","North",2011,"kidney",27
"2262","North",2012,"kidney",28
"2263","North",2013,"kidney",30
"2264","North",2014,"kidney",30
"2265","North",2015,"kidney",40
