"","Region","Year","specialization","seats"
"2760","North-East",2006,"anatomy",20
"2761","North-East",2007,"anatomy",20
"2762","North-East",2008,"anatomy",20
"2763","North-East",2009,"anatomy",20
"2764","North-East",2010,"anatomy",22
"2765","North-East",2011,"anatomy",22
"2766","North-East",2012,"anatomy",22
"2767","North-East",2013,"anatomy",22
"2768","North-East",2014,"anatomy",24
"2769","North-East",2015,"anatomy",26
"2770","North-East",2016,"anatomy",28
"2771","North-East",2017,"anatomy",28
"2772","North-East",2018,"anatomy",28
"2773","North-East",1998,"anesthesia",30
"2774","North-East",1999,"anesthesia",30
"2775","North-East",2000,"anesthesia",30
"2776","North-East",2001,"anesthesia",30
"2777","North-East",2002,"anesthesia",30
"2778","North-East",2003,"anesthesia",30
"2779","North-East",2004,"anesthesia",30
"2780","North-East",2005,"anesthesia",30
"2781","North-East",2006,"anesthesia",30
"2782","North-East",2007,"anesthesia",30
"2783","North-East",2008,"anesthesia",30
"2784","North-East",2009,"anesthesia",32
"2785","North-East",2010,"anesthesia",32
"2786","North-East",2011,"anesthesia",34
"2787","North-East",2012,"anesthesia",40
"2788","North-East",2013,"anesthesia",40
"2789","North-East",2014,"anesthesia",37
"2790","North-East",2015,"anesthesia",37
"2791","North-East",2016,"anesthesia",50
"2792","North-East",2017,"anesthesia",59
"2793","North-East",2018,"anesthesia",66
"2794","North-East",1998,"blood",0
"2795","North-East",1999,"blood",0
"2796","North-East",2000,"blood",0
"2797","North-East",2001,"blood",0
"2798","North-East",2002,"blood",0
"2799","North-East",2003,"blood",0
"2800","North-East",2004,"blood",0
"2801","North-East",2005,"blood",0
"2802","North-East",2006,"blood",0
"2803","North-East",2007,"blood",0
"2804","North-East",2008,"blood",0
"2805","North-East",2009,"blood",2
"2806","North-East",2010,"blood",2
"2807","North-East",2011,"blood",2
"2808","North-East",2012,"blood",2
"2809","North-East",2013,"blood",2
"2810","North-East",2014,"blood",2
"2811","North-East",2015,"blood",2
"2812","North-East",2016,"blood",2
"2813","North-East",2017,"blood",2
"2814","North-East",2018,"blood",2
"2815","North-East",1998,"bones",10
"2816","North-East",1999,"bones",10
"2817","North-East",2000,"bones",10
"2818","North-East",2001,"bones",10
"2819","North-East",2002,"bones",10
"2820","North-East",2003,"bones",10
"2821","North-East",2004,"bones",10
"2822","North-East",2005,"bones",10
"2823","North-East",2006,"bones",10
"2824","North-East",2007,"bones",10
"2825","North-East",2008,"bones",12
"2826","North-East",2009,"bones",12
"2827","North-East",2010,"bones",12
"2828","North-East",2011,"bones",12
"2829","North-East",2012,"bones",14
"2830","North-East",2013,"bones",14
"2831","North-East",2014,"bones",15
"2832","North-East",2015,"bones",15
"2833","North-East",2016,"bones",17
"2834","North-East",2017,"bones",35
"2835","North-East",2018,"bones",43
"2836","North-East",1998,"brain",2
"2837","North-East",1999,"brain",2
"2838","North-East",2000,"brain",2
"2839","North-East",2001,"brain",2
"2840","North-East",2002,"brain",2
"2841","North-East",2003,"brain",2
"2842","North-East",2004,"brain",2
"2843","North-East",2005,"brain",2
"2844","North-East",2006,"brain",2
"2845","North-East",2007,"brain",2
"2846","North-East",2008,"brain",3
"2847","North-East",2009,"brain",3
"2848","North-East",2010,"brain",3
"2849","North-East",2011,"brain",3
"2850","North-East",2012,"brain",3
"2851","North-East",2013,"brain",3
"2852","North-East",2014,"brain",4
"2853","North-East",2015,"brain",4
"2854","North-East",2016,"brain",4
"2855","North-East",2017,"brain",4
"2856","North-East",2018,"brain",4
"2857","North-East",1998,"cancer",0
"2858","North-East",1999,"cancer",0
"2859","North-East",2000,"cancer",0
"2860","North-East",2001,"cancer",0
"2861","North-East",2002,"cancer",0
"2862","North-East",2003,"cancer",0
"2863","North-East",2004,"cancer",0
"2864","North-East",2005,"cancer",0
"2865","North-East",2006,"cancer",0
"2866","North-East",2007,"cancer",0
"2867","North-East",2008,"cancer",0
"2868","North-East",2009,"cancer",0
"2869","North-East",2010,"cancer",0
"2870","North-East",2011,"cancer",0
"2871","North-East",2012,"cancer",0
"2872","North-East",2013,"cancer",0
"2873","North-East",2014,"cancer",0
"2874","North-East",2015,"cancer",0
"2875","North-East",2016,"cancer",3
"2876","North-East",2017,"cancer",5
"2877","North-East",2018,"cancer",5
"2878","North-East",1998,"chest",2
"2879","North-East",1999,"chest",2
"2880","North-East",2000,"chest",2
"2881","North-East",2001,"chest",2
"2882","North-East",2002,"chest",2
"2883","North-East",2003,"chest",2
"2884","North-East",2004,"chest",2
"2885","North-East",2005,"chest",2
"2886","North-East",2006,"chest",2
"2887","North-East",2007,"chest",2
"2888","North-East",2008,"chest",2
"2889","North-East",2009,"chest",2
"2890","North-East",2010,"chest",2
"2891","North-East",2011,"chest",2
"2892","North-East",2012,"chest",2
"2893","North-East",2013,"chest",2
"2894","North-East",2014,"chest",2
"2895","North-East",2015,"chest",2
"2896","North-East",2016,"chest",2
"2897","North-East",2017,"chest",2
"2898","North-East",2018,"chest",2
"2899","North-East",1998,"critical",0
"2900","North-East",1999,"critical",0
"2901","North-East",2000,"critical",0
"2902","North-East",2001,"critical",0
"2903","North-East",2002,"critical",0
"2904","North-East",2003,"critical",0
"2905","North-East",2004,"critical",0
"2906","North-East",2005,"critical",0
"2907","North-East",2006,"critical",0
"2908","North-East",2007,"critical",0
"2909","North-East",2008,"critical",0
"2910","North-East",2009,"critical",0
"2911","North-East",2010,"critical",0
"2912","North-East",2011,"critical",0
"2913","North-East",2012,"critical",0
"2914","North-East",2013,"critical",0
"2915","North-East",2014,"critical",0
"2916","North-East",2015,"critical",0
"2917","North-East",2016,"critical",0
"2918","North-East",2017,"critical",0
"2919","North-East",2018,"critical",0
"2920","North-East",1998,"diabetes",0
"2921","North-East",1999,"diabetes",0
"2922","North-East",2000,"diabetes",0
"2923","North-East",2001,"diabetes",0
"2924","North-East",2002,"diabetes",0
"2925","North-East",2003,"diabetes",0
"2926","North-East",2004,"diabetes",0
"2927","North-East",2005,"diabetes",0
"2928","North-East",2006,"diabetes",0
"2929","North-East",2007,"diabetes",0
"2930","North-East",2008,"diabetes",0
"2931","North-East",2009,"diabetes",0
"2932","North-East",2010,"diabetes",0
"2933","North-East",2011,"diabetes",0
"2934","North-East",2012,"diabetes",0
"2935","North-East",2013,"diabetes",0
"2936","North-East",2014,"diabetes",0
"2937","North-East",2015,"diabetes",0
"2938","North-East",2016,"diabetes",0
"2939","North-East",2017,"diabetes",0
"2940","North-East",2018,"diabetes",0
"2941","North-East",1998,"digestion",0
"2942","North-East",1999,"digestion",0
"2943","North-East",2000,"digestion",0
"2944","North-East",2001,"digestion",0
"2945","North-East",2002,"digestion",0
"2946","North-East",2003,"digestion",0
"2947","North-East",2004,"digestion",0
"2948","North-East",2005,"digestion",0
"2949","North-East",2006,"digestion",0
"2950","North-East",2007,"digestion",0
"2951","North-East",2008,"digestion",0
"2952","North-East",2009,"digestion",0
"2953","North-East",2010,"digestion",0
"2954","North-East",2011,"digestion",0
"2955","North-East",2012,"digestion",0
"2956","North-East",2013,"digestion",0
"2957","North-East",2014,"digestion",0
"2958","North-East",2015,"digestion",0
"2959","North-East",2016,"digestion",0
"2960","North-East",2017,"digestion",0
"2961","North-East",2018,"digestion",0
"2962","North-East",1998,"education",0
"2963","North-East",1999,"education",0
"2964","North-East",2000,"education",0
"2965","North-East",2001,"education",0
"2966","North-East",2002,"education",0
"2967","North-East",2003,"education",0
"2968","North-East",2004,"education",0
"2969","North-East",2005,"education",0
"2970","North-East",2006,"education",0
"2971","North-East",2007,"education",0
"2972","North-East",2008,"education",0
"2973","North-East",2009,"education",0
"2974","North-East",2010,"education",0
"2975","North-East",2011,"education",0
"2976","North-East",2012,"education",0
"2977","North-East",2013,"education",0
"2978","North-East",2014,"education",0
"2979","North-East",2015,"education",0
"2980","North-East",2016,"education",0
"2981","North-East",2017,"education",0
"2982","North-East",2018,"education",0
"2983","North-East",1998,"elderly",0
"2984","North-East",1999,"elderly",0
"2985","North-East",2000,"elderly",0
"2986","North-East",2001,"elderly",0
"2987","North-East",2002,"elderly",0
"2988","North-East",2003,"elderly",0
"2989","North-East",2004,"elderly",0
"2990","North-East",2005,"elderly",0
"2991","North-East",2006,"elderly",0
"2992","North-East",2007,"elderly",0
"2993","North-East",2008,"elderly",0
"2994","North-East",2009,"elderly",0
"2995","North-East",2010,"elderly",0
"2996","North-East",2011,"elderly",0
"2997","North-East",2012,"elderly",0
"2998","North-East",2013,"elderly",0
"2999","North-East",2014,"elderly",0
"3000","North-East",2015,"elderly",0
"3001","North-East",2016,"elderly",0
"3002","North-East",2017,"elderly",0
"3003","North-East",2018,"elderly",0
"3004","North-East",1998,"eye",25
"3005","North-East",1999,"eye",25
"3006","North-East",2000,"eye",25
"3007","North-East",2001,"eye",25
"3008","North-East",2002,"eye",25
"3009","North-East",2003,"eye",25
"3010","North-East",2004,"eye",25
"3011","North-East",2005,"eye",25
"3012","North-East",2006,"eye",18
"3013","North-East",2007,"eye",18
"3014","North-East",2008,"eye",18
"3015","North-East",2009,"eye",18
"3016","North-East",2010,"eye",18
"3017","North-East",2011,"eye",18
"3018","North-East",2012,"eye",20
"3019","North-East",2013,"eye",20
"3020","North-East",2014,"eye",20
"3021","North-East",2015,"eye",20
"3022","North-East",2016,"eye",20
"3023","North-East",2017,"eye",22
"3024","North-East",2018,"eye",32
"3025","North-East",1998,"forensics",10
"3026","North-East",1999,"forensics",13
"3027","North-East",2000,"forensics",13
"3028","North-East",2001,"forensics",13
"3029","North-East",2002,"forensics",13
"3030","North-East",2003,"forensics",13
"3031","North-East",2004,"forensics",13
"3032","North-East",2005,"forensics",13
"3033","North-East",2006,"forensics",13
"3034","North-East",2007,"forensics",13
"3035","North-East",2008,"forensics",13
"3036","North-East",2009,"forensics",13
"3037","North-East",2010,"forensics",13
"3038","North-East",2011,"forensics",14
"3039","North-East",2012,"forensics",14
"3040","North-East",2013,"forensics",14
"3041","North-East",2014,"forensics",16
"3042","North-East",2015,"forensics",16
"3043","North-East",2016,"forensics",18
"3044","North-East",2017,"forensics",18
"3045","North-East",2018,"forensics",18
"3046","North-East",1998,"heart",2
"3047","North-East",1999,"heart",2
"3048","North-East",2000,"heart",2
"3049","North-East",2001,"heart",2
"3050","North-East",2002,"heart",2
"3051","North-East",2003,"heart",2
"3052","North-East",2004,"heart",2
"3053","North-East",2005,"heart",2
"3054","North-East",2006,"heart",2
"3055","North-East",2007,"heart",2
"3056","North-East",2008,"heart",4
"3057","North-East",2009,"heart",4
"3058","North-East",2010,"heart",6
"3059","North-East",2011,"heart",6
"3060","North-East",2012,"heart",6
"3061","North-East",2013,"heart",6
"3062","North-East",2014,"heart",6
"3063","North-East",2015,"heart",6
"3064","North-East",2016,"heart",6
"3065","North-East",2017,"heart",6
"3066","North-East",2018,"heart",6
"3067","North-East",1998,"hormones",1
"3068","North-East",1999,"hormones",1
"3069","North-East",2000,"hormones",1
"3070","North-East",2001,"hormones",1
"3071","North-East",2002,"hormones",1
"3072","North-East",2003,"hormones",1
"3073","North-East",2004,"hormones",1
"3074","North-East",2005,"hormones",1
"3075","North-East",2006,"hormones",1
"3076","North-East",2007,"hormones",1
"3077","North-East",2008,"hormones",1
"3078","North-East",2009,"hormones",1
"3079","North-East",2010,"hormones",1
"3080","North-East",2011,"hormones",2
"3081","North-East",2012,"hormones",2
"3082","North-East",2013,"hormones",2
"3083","North-East",2014,"hormones",2
"3084","North-East",2015,"hormones",2
"3085","North-East",2016,"hormones",2
"3086","North-East",2017,"hormones",2
"3087","North-East",2018,"hormones",2
"3088","North-East",1998,"immunology",0
"3089","North-East",1999,"immunology",0
"3090","North-East",2000,"immunology",0
"3091","North-East",2001,"immunology",0
"3092","North-East",2002,"immunology",0
"3093","North-East",2003,"immunology",0
"3094","North-East",2004,"immunology",0
"3095","North-East",2005,"immunology",0
"3096","North-East",2006,"immunology",0
"3097","North-East",2007,"immunology",0
"3098","North-East",2008,"immunology",0
"3099","North-East",2009,"immunology",0
"3100","North-East",2010,"immunology",0
"3101","North-East",2011,"immunology",0
"3102","North-East",2012,"immunology",0
"3103","North-East",2013,"immunology",0
"3104","North-East",2014,"immunology",0
"3105","North-East",2015,"immunology",0
"3106","North-East",2016,"immunology",0
"3107","North-East",2017,"immunology",0
"3108","North-East",2018,"immunology",0
"3109","North-East",1998,"infectious",0
"3110","North-East",1999,"infectious",0
"3111","North-East",2000,"infectious",0
"3112","North-East",2001,"infectious",0
"3113","North-East",2002,"infectious",0
"3114","North-East",2003,"infectious",0
"3115","North-East",2004,"infectious",0
"3116","North-East",2005,"infectious",0
"3117","North-East",2006,"infectious",0
"3118","North-East",2007,"infectious",0
"3119","North-East",2008,"infectious",0
"3120","North-East",2009,"infectious",0
"3121","North-East",2010,"infectious",0
"3122","North-East",2011,"infectious",0
"3123","North-East",2012,"infectious",0
"3124","North-East",2013,"infectious",0
"3125","North-East",2014,"infectious",0
"3126","North-East",2015,"infectious",0
"3127","North-East",2016,"infectious",0
"3128","North-East",2017,"infectious",0
"3129","North-East",2018,"infectious",0
"3130","North-East",1998,"interdiscipline",21
"3131","North-East",1999,"interdiscipline",21
"3132","North-East",2000,"interdiscipline",21
"3133","North-East",2001,"interdiscipline",21
"3134","North-East",2002,"interdiscipline",21
"3135","North-East",2003,"interdiscipline",21
"3136","North-East",2004,"interdiscipline",21
"3137","North-East",2005,"interdiscipline",21
"3138","North-East",2006,"interdiscipline",21
"3139","North-East",2007,"interdiscipline",21
"3140","North-East",2008,"interdiscipline",21
"3141","North-East",2009,"interdiscipline",21
"3142","North-East",2010,"interdiscipline",21
"3143","North-East",2011,"interdiscipline",23
"3144","North-East",2012,"interdiscipline",23
"3145","North-East",2013,"interdiscipline",23
"3146","North-East",2014,"interdiscipline",25
"3147","North-East",2015,"interdiscipline",27
"3148","North-East",2016,"interdiscipline",27
"3149","North-East",2017,"interdiscipline",27
"3150","North-East",2018,"interdiscipline",27
"3151","North-East",1998,"kidney",0
"3152","North-East",1999,"kidney",0
"3153","North-East",2000,"kidney",0
"3154","North-East",2001,"kidney",0
"3155","North-East",2002,"kidney",0
"3156","North-East",2003,"kidney",0
"3157","North-East",2004,"kidney",0
"3158","North-East",2005,"kidney",0
"3159","North-East",2006,"kidney",0
"3160","North-East",2007,"kidney",0
"3161","North-East",2008,"kidney",0
"3162","North-East",2009,"kidney",0
"3163","North-East",2010,"kidney",0
"3164","North-East",2011,"kidney",0
"3165","North-East",2012,"kidney",0
"3166","North-East",2013,"kidney",2
"3167","North-East",2014,"kidney",2
"3168","North-East",2015,"kidney",2
"3169","North-East",2016,"kidney",2
"3170","North-East",2017,"kidney",2
"3171","North-East",2018,"kidney",2
"3172","North-East",1998,"kids",12
"3173","North-East",1999,"kids",12
"3174","North-East",2000,"kids",12
"3175","North-East",2001,"kids",12
"3176","North-East",2002,"kids",12
"3177","North-East",2003,"kids",12
"3178","North-East",2004,"kids",12
"3179","North-East",2005,"kids",12
"3180","North-East",2006,"kids",12
"3181","North-East",2007,"kids",12
"3182","North-East",2008,"kids",12
"3183","North-East",2009,"kids",12
"3184","North-East",2010,"kids",12
"3185","North-East",2011,"kids",15
"3186","North-East",2012,"kids",18
"3187","North-East",2013,"kids",18
"3188","North-East",2014,"kids",18
"3189","North-East",2015,"kids",23
"3190","North-East",2016,"kids",23
"3191","North-East",2017,"kids",29
"3192","North-East",2018,"kids",30
"3193","North-East",1998,"liver",0
"3194","North-East",1999,"liver",0
"3195","North-East",2000,"liver",0
"3196","North-East",2001,"liver",0
"3197","North-East",2002,"liver",0
"3198","North-East",2003,"liver",0
"3199","North-East",2004,"liver",0
"3200","North-East",2005,"liver",0
"3201","North-East",2006,"liver",0
"3202","North-East",2007,"liver",0
"3203","North-East",2008,"liver",0
"3204","North-East",2009,"liver",0
"3205","North-East",2010,"liver",0
"3206","North-East",2011,"liver",0
"3207","North-East",2012,"liver",0
"3208","North-East",2013,"liver",0
"3209","North-East",2014,"liver",0
"3210","North-East",2015,"liver",0
"3211","North-East",2016,"liver",0
"3212","North-East",2017,"liver",0
"3213","North-East",2018,"liver",0
"3214","North-East",1998,"lung",0
"3215","North-East",1999,"lung",0
"3216","North-East",2000,"lung",0
"3217","North-East",2001,"lung",0
"3218","North-East",2002,"lung",0
"3219","North-East",2003,"lung",0
"3220","North-East",2004,"lung",0
"3221","North-East",2005,"lung",0
"3222","North-East",2006,"lung",0
"3223","North-East",2007,"lung",0
"3224","North-East",2008,"lung",0
"3225","North-East",2009,"lung",0
"3226","North-East",2010,"lung",0
"3227","North-East",2011,"lung",0
"3228","North-East",2012,"lung",0
"3229","North-East",2013,"lung",2
"3230","North-East",2014,"lung",2
"3231","North-East",2015,"lung",4
"3232","North-East",2016,"lung",4
"3233","North-East",2017,"lung",6
"3234","North-East",2018,"lung",6
"3235","North-East",1998,"microscopic",11
"3236","North-East",1999,"microscopic",11
"3237","North-East",2000,"microscopic",11
"3238","North-East",2001,"microscopic",15
"3239","North-East",2002,"microscopic",15
"3240","North-East",2003,"microscopic",15
"3241","North-East",2004,"microscopic",15
"3242","North-East",2005,"microscopic",15
"3243","North-East",2006,"microscopic",15
"3244","North-East",2007,"microscopic",15
"3245","North-East",2008,"microscopic",15
"3246","North-East",2009,"microscopic",15
"3247","North-East",2010,"microscopic",15
"3248","North-East",2011,"microscopic",16
"3249","North-East",2012,"microscopic",24
"3250","North-East",2013,"microscopic",24
"3251","North-East",2014,"microscopic",27
"3252","North-East",2015,"microscopic",29
"3253","North-East",2016,"microscopic",29
"3254","North-East",2017,"microscopic",29
"3255","North-East",2018,"microscopic",30
"3256","North-East",1998,"pain",0
"3257","North-East",1999,"pain",0
"3258","North-East",2000,"pain",0
"3259","North-East",2001,"pain",0
"3260","North-East",2002,"pain",0
"3261","North-East",2003,"pain",0
"3262","North-East",2004,"pain",0
"3263","North-East",2005,"pain",0
"3264","North-East",2006,"pain",0
"3265","North-East",2007,"pain",0
"3266","North-East",2008,"pain",0
"3267","North-East",2009,"pain",0
"3268","North-East",2010,"pain",0
"3269","North-East",2011,"pain",0
"3270","North-East",2012,"pain",0
"3271","North-East",2013,"pain",0
"3272","North-East",2014,"pain",0
"3273","North-East",2015,"pain",0
"3274","North-East",2016,"pain",0
"3275","North-East",2017,"pain",0
"3276","North-East",2018,"pain",0
"3277","North-East",1998,"pathology",23
"3278","North-East",1999,"pathology",23
"3279","North-East",2000,"pathology",23
"3280","North-East",2001,"pathology",23
"3281","North-East",2002,"pathology",23
"3282","North-East",2003,"pathology",23
"3283","North-East",2004,"pathology",23
"3284","North-East",2005,"pathology",23
"3285","North-East",2006,"pathology",23
"3286","North-East",2007,"pathology",23
"3287","North-East",2008,"pathology",29
"3288","North-East",2009,"pathology",31
"3289","North-East",2010,"pathology",32
"3290","North-East",2011,"pathology",32
"3291","North-East",2012,"pathology",31
"3292","North-East",2013,"pathology",35
"3293","North-East",2014,"pathology",35
"3294","North-East",2015,"pathology",44
"3295","North-East",2016,"pathology",44
"3296","North-East",2017,"pathology",44
"3297","North-East",2018,"pathology",45
"3298","North-East",1998,"pharma",13
"3299","North-East",1999,"pharma",13
"3300","North-East",2000,"pharma",13
"3301","North-East",2001,"pharma",13
"3302","North-East",2002,"pharma",13
"3303","North-East",2003,"pharma",13
"3304","North-East",2004,"pharma",13
"3305","North-East",2005,"pharma",13
"3306","North-East",2006,"pharma",13
"3307","North-East",2007,"pharma",13
"3308","North-East",2008,"pharma",13
"3309","North-East",2009,"pharma",13
"3310","North-East",2010,"pharma",13
"3311","North-East",2011,"pharma",15
"3312","North-East",2012,"pharma",15
"3313","North-East",2013,"pharma",16
"3314","North-East",2014,"pharma",21
"3315","North-East",2015,"pharma",23
"3316","North-East",2016,"pharma",23
"3317","North-East",2017,"pharma",23
"3318","North-East",2018,"pharma",23
"3319","North-East",1998,"physiology",23
"3320","North-East",1999,"physiology",23
"3321","North-East",2000,"physiology",23
"3322","North-East",2001,"physiology",23
"3323","North-East",2002,"physiology",23
"3324","North-East",2003,"physiology",23
"3325","North-East",2004,"physiology",23
"3326","North-East",2005,"physiology",23
"3327","North-East",2006,"physiology",23
"3328","North-East",2007,"physiology",23
"3329","North-East",2008,"physiology",23
"3330","North-East",2009,"physiology",23
"3331","North-East",2010,"physiology",23
"3332","North-East",2011,"physiology",23
"3333","North-East",2012,"physiology",26
"3334","North-East",2013,"physiology",26
"3335","North-East",2014,"physiology",29
"3336","North-East",2015,"physiology",29
"3337","North-East",2016,"physiology",31
"3338","North-East",2017,"physiology",31
"3339","North-East",2018,"physiology",31
"3340","North-East",1998,"plastic",2
"3341","North-East",1999,"plastic",2
"3342","North-East",2000,"plastic",2
"3343","North-East",2001,"plastic",2
"3344","North-East",2002,"plastic",2
"3345","North-East",2003,"plastic",2
"3346","North-East",2004,"plastic",2
"3347","North-East",2005,"plastic",2
"3348","North-East",2006,"plastic",2
"3349","North-East",2007,"plastic",2
"3350","North-East",2008,"plastic",2
"3351","North-East",2009,"plastic",3
"3352","North-East",2010,"plastic",3
"3353","North-East",2011,"plastic",3
"3354","North-East",2012,"plastic",3
"3355","North-East",2013,"plastic",3
"3356","North-East",2014,"plastic",3
"3357","North-East",2015,"plastic",3
"3358","North-East",2016,"plastic",3
"3359","North-East",2017,"plastic",3
"3360","North-East",2018,"plastic",3
"3361","North-East",1998,"psych",0
"3362","North-East",1999,"psych",0
"3363","North-East",2000,"psych",0
"3364","North-East",2001,"psych",0
"3365","North-East",2002,"psych",0
"3366","North-East",2003,"psych",0
"3367","North-East",2004,"psych",0
"3368","North-East",2005,"psych",0
"3369","North-East",2006,"psych",0
"3370","North-East",2007,"psych",0
"3371","North-East",2008,"psych",0
"3372","North-East",2009,"psych",0
"3373","North-East",2010,"psych",0
"3374","North-East",2011,"psych",0
"3375","North-East",2012,"psych",0
"3376","North-East",2013,"psych",0
"3377","North-East",2014,"psych",0
"3378","North-East",2015,"psych",0
"3379","North-East",2016,"psych",0
"3380","North-East",2017,"psych",0
"3381","North-East",2018,"psych",0
"3382","North-East",1998,"public_health",4
"3383","North-East",1999,"public_health",4
"3384","North-East",2000,"public_health",4
"3385","North-East",2001,"public_health",12
"3386","North-East",2002,"public_health",12
"3387","North-East",2003,"public_health",12
"3388","North-East",2004,"public_health",12
"3389","North-East",2005,"public_health",12
"3390","North-East",2006,"public_health",12
"3391","North-East",2007,"public_health",12
"3392","North-East",2008,"public_health",12
"3393","North-East",2009,"public_health",12
"3394","North-East",2010,"public_health",12
"3395","North-East",2011,"public_health",17
"3396","North-East",2012,"public_health",17
"3397","North-East",2013,"public_health",17
"3398","North-East",2014,"public_health",22
"3399","North-East",2015,"public_health",26
"3400","North-East",2016,"public_health",26
"3401","North-East",2017,"public_health",30
"3402","North-East",2018,"public_health",30
"3403","North-East",1998,"radiation",15
"3404","North-East",1999,"radiation",15
"3405","North-East",2000,"radiation",15
"3406","North-East",2001,"radiation",15
"3407","North-East",2002,"radiation",15
"3408","North-East",2003,"radiation",15
"3409","North-East",2004,"radiation",15
"3410","North-East",2005,"radiation",15
"3411","North-East",2006,"radiation",15
"3412","North-East",2007,"radiation",15
"3413","North-East",2008,"radiation",15
"3414","North-East",2009,"radiation",15
"3415","North-East",2010,"radiation",18
"3416","North-East",2011,"radiation",20
"3417","North-East",2012,"radiation",20
"3418","North-East",2013,"radiation",24
"3419","North-East",2014,"radiation",24
"3420","North-East",2015,"radiation",30
"3421","North-East",2016,"radiation",30
"3422","North-East",2017,"radiation",36
"3423","North-East",2018,"radiation",36
"3424","North-East",1998,"rehab",0
"3425","North-East",1999,"rehab",0
"3426","North-East",2000,"rehab",0
"3427","North-East",2001,"rehab",0
"3428","North-East",2002,"rehab",0
"3429","North-East",2003,"rehab",0
"3430","North-East",2004,"rehab",0
"3431","North-East",2005,"rehab",0
"3432","North-East",2006,"rehab",0
"3433","North-East",2007,"rehab",4
"3434","North-East",2008,"rehab",4
"3435","North-East",2009,"rehab",4
"3436","North-East",2010,"rehab",4
"3437","North-East",2011,"rehab",4
"3438","North-East",2012,"rehab",4
"3439","North-East",2013,"rehab",4
"3440","North-East",2014,"rehab",4
"3441","North-East",2015,"rehab",4
"3442","North-East",2016,"rehab",4
"3443","North-East",2017,"rehab",4
"3444","North-East",2018,"rehab",4
"3445","North-East",1998,"reproduction",48
"3446","North-East",1999,"reproduction",48
"3447","North-East",2000,"reproduction",48
"3448","North-East",2001,"reproduction",48
"3449","North-East",2002,"reproduction",48
"3450","North-East",2003,"reproduction",48
"3451","North-East",2004,"reproduction",48
"3452","North-East",2005,"reproduction",48
"3453","North-East",2006,"reproduction",48
"3454","North-East",2007,"reproduction",48
"3455","North-East",2008,"reproduction",48
"3456","North-East",2009,"reproduction",50
"3457","North-East",2010,"reproduction",50
"3458","North-East",2011,"reproduction",54
"3459","North-East",2012,"reproduction",48
"3460","North-East",2013,"reproduction",49
"3461","North-East",2014,"reproduction",49
"3462","North-East",2015,"reproduction",49
"3463","North-East",2016,"reproduction",51
"3464","North-East",2017,"reproduction",65
"3465","North-East",2018,"reproduction",71
"3466","North-East",1998,"research",0
"3467","North-East",1999,"research",0
"3468","North-East",2000,"research",0
"3469","North-East",2001,"research",0
"3470","North-East",2002,"research",0
"3471","North-East",2003,"research",0
"3472","North-East",2004,"research",0
"3473","North-East",2005,"research",0
"3474","North-East",2006,"research",0
"3475","North-East",2007,"research",0
"3476","North-East",2008,"research",0
"3477","North-East",2009,"research",0
"3478","North-East",2010,"research",0
"3479","North-East",2011,"research",0
"3480","North-East",2012,"research",0
"3481","North-East",2013,"research",0
"3482","North-East",2014,"research",0
"3483","North-East",2015,"research",0
"3484","North-East",2016,"research",0
"3485","North-East",2017,"research",0
"3486","North-East",2018,"research",0
"3487","North-East",1998,"skin",4
"3488","North-East",1999,"skin",4
"3489","North-East",2000,"skin",4
"3490","North-East",2001,"skin",4
"3491","North-East",2002,"skin",4
"3492","North-East",2003,"skin",4
"3493","North-East",2004,"skin",4
"3494","North-East",2005,"skin",4
"3495","North-East",2006,"skin",4
"3496","North-East",2007,"skin",4
"3497","North-East",2008,"skin",4
"3498","North-East",2009,"skin",4
"3499","North-East",2010,"skin",4
"3500","North-East",2011,"skin",4
"3501","North-East",2012,"skin",5
"3502","North-East",2013,"skin",5
"3503","North-East",2014,"skin",5
"3504","North-East",2015,"skin",11
"3505","North-East",2016,"skin",11
"3506","North-East",2017,"skin",15
"3507","North-East",2018,"skin",15
"3508","North-East",1998,"sport",0
"3509","North-East",1999,"sport",0
"3510","North-East",2000,"sport",0
"3511","North-East",2001,"sport",0
"3512","North-East",2002,"sport",0
"3513","North-East",2003,"sport",0
"3514","North-East",2004,"sport",0
"3515","North-East",2005,"sport",0
"3516","North-East",2006,"sport",0
"3517","North-East",2007,"sport",0
"3518","North-East",2008,"sport",0
"3519","North-East",2009,"sport",0
"3520","North-East",2010,"sport",0
"3521","North-East",2011,"sport",0
"3522","North-East",2012,"sport",0
"3523","North-East",2013,"sport",0
"3524","North-East",2014,"sport",0
"3525","North-East",2015,"sport",0
"3526","North-East",2016,"sport",0
"3527","North-East",2017,"sport",0
"3528","North-East",2018,"sport",0
"3529","North-East",1998,"std",4
"3530","North-East",1999,"std",4
"3531","North-East",2000,"std",4
"3532","North-East",2001,"std",4
"3533","North-East",2002,"std",4
"3534","North-East",2003,"std",4
"3535","North-East",2004,"std",4
"3536","North-East",2005,"std",4
"3537","North-East",2006,"std",4
"3538","North-East",2007,"std",4
"3539","North-East",2008,"std",4
"3540","North-East",2009,"std",4
"3541","North-East",2010,"std",4
"3542","North-East",2011,"std",4
"3543","North-East",2012,"std",5
"3544","North-East",2013,"std",5
"3545","North-East",2014,"std",5
"3546","North-East",2015,"std",11
"3547","North-East",2016,"std",11
"3548","North-East",2017,"std",15
"3549","North-East",2018,"std",15
